file,channel,date,start_sec,words,pitch_mentions,certainty,hedge,urgency,correction,oil_energy,inflation,recession_labor,debt_credit,dollar_fx,gold_silver,ai_tech,valuation_bubble,liquidity_rates,china_deglobalization,rotation_manufacturing,crypto,digital_control,housing
bravos_2026-05-13_HUSPFNHI6PY.txt,bravos,2026-05-13,180,186,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bravos_2026-05-13_HUSPFNHI6PY.txt,bravos,2026-05-13,240,161,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bravos_2026-05-13_HUSPFNHI6PY.txt,bravos,2026-05-13,300,177,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
bravos_2026-05-13_HUSPFNHI6PY.txt,bravos,2026-05-13,360,182,0,2,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
bravos_2026-05-13_HUSPFNHI6PY.txt,bravos,2026-05-13,420,171,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,60,183,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,120,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,180,167,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,240,200,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,300,177,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,360,170,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,420,195,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,480,206,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,540,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-05-15_7830S4NkFe8.txt,bravos,2026-05-15,600,188,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,0,186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,60,177,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,120,190,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,180,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,240,201,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,300,171,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,360,184,0,0,2,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,420,190,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,480,202,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,540,198,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
bravos_2026-05-29_eKomHGJgJEU.txt,bravos,2026-05-29,600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,0,163,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,60,174,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,120,174,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,180,187,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,240,183,0,1,1,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,300,175,0,0,1,0,0,0,1,0,0,0,0,1,1,6,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,360,174,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,420,179,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,480,177,0,2,2,0,0,0,1,0,0,0,0,2,3,6,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,540,181,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,600,171,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,660,182,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
bravos_2026-06-02_bgAmexfyVOI.txt,bravos,2026-06-02,720,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,0,185,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,60,182,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,120,168,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,180,191,0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,240,166,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
