asset,horizon_years,metric,selected_n,observed_median,simulated_matched_size_nonoverlap_sets,baseline_median_p025,baseline_median_p975,observed_percentile_in_baseline_medians,descriptive_two_sided_tail_fraction
US_market_total,1,nominal_cumulative_pct,8,6.723863792920248,4970,-0.1853532649987075,23.765526395373744,13.641851106639837,0.27283702213279676
US_market_total,1,real_cumulative_pct,8,4.571168222458599,4971,-4.50008005319956,19.745136254434634,21.363910681955343,0.42727821363910684
US_market_total,3,nominal_cumulative_pct,8,34.83270399117876,4958,23.96221718058103,57.67344381692766,33.48124243646632,0.6696248487293264
US_market_total,3,real_cumulative_pct,8,26.497795713259997,4958,5.82181723349981,40.8220383830365,63.47317466720451,0.7305365066559097
US_market_total,5,nominal_cumulative_pct,8,49.32596023071676,4967,43.13661469910043,105.04129103236595,5.697604187638413,0.11395208375276827
US_market_total,5,real_cumulative_pct,8,24.63203295326294,4955,15.396806164777253,66.17895001365716,12.108980827447024,0.24217961654894046
