specification,date,horizon_years,asset,nominal_cumulative_pct,real_cumulative_pct,endpoint,return_kind
expanding_primary,1993-11-30,3,sector_NoDur,71.70641077424132,57.96557008846401,1996-11,total return
expanding_primary,1993-11-30,3,sector_Durbl,23.106497283732818,13.254874627756742,1996-11,total return
expanding_primary,1993-11-30,3,sector_Manuf,78.96869097480696,64.64668482874494,1996-11,total return
expanding_primary,1993-11-30,3,sector_Enrgy,67.8572474387503,54.42443683716161,1996-11,total return
expanding_primary,1993-11-30,3,sector_Chems,88.18815646271085,73.12836070293503,1996-11,total return
expanding_primary,1993-11-30,3,sector_BusEq,133.54289778837963,114.85357956586913,1996-11,total return
expanding_primary,1993-11-30,3,sector_Telcm,29.263678054805386,18.919325746701876,1996-11,total return
expanding_primary,1993-11-30,3,sector_Utils,26.302626791956563,16.195233217553007,1996-11,total return
expanding_primary,1993-11-30,3,sector_Shops,28.732866518350498,18.43099251215612,1996-11,total return
expanding_primary,1993-11-30,3,sector_Hlth,106.81286171939743,90.26262010732218,1996-11,total return
expanding_primary,1993-11-30,3,sector_Money,102.87850126305757,86.6431076522143,1996-11,total return
expanding_primary,1993-11-30,3,sector_Other,36.1232292036872,25.229939910134426,1996-11,total return
expanding_primary,1993-11-30,3,Gold_spot_price,1.0695187165775,-7.018590216633158,1996-11,spot price (monthly-average marks)
expanding_primary,1993-11-30,5,US_market_total,158.32923295270837,129.8358806282476,1998-11,total return
expanding_primary,1993-11-30,5,T_bill_total,27.2016947464518,13.171526099829167,1998-11,total return
expanding_primary,1993-11-30,5,sector_NoDur,149.3430926786659,121.84089903159796,1998-11,total return
expanding_primary,1993-11-30,5,sector_Durbl,91.22810869683997,70.13591632991249,1998-11,total return
expanding_primary,1993-11-30,5,sector_Manuf,126.93942934223115,101.90832836054695,1998-11,total return
expanding_primary,1993-11-30,5,sector_Enrgy,102.60256684407824,80.25578768577348,1998-11,total return
expanding_primary,1993-11-30,5,sector_Chems,146.06814633613564,118.9271746805351,1998-11,total return
expanding_primary,1993-11-30,5,sector_BusEq,289.4739578610446,246.51552618959488,1998-11,total return
expanding_primary,1993-11-30,5,sector_Telcm,142.7009513460851,115.93137657847916,1998-11,total return
expanding_primary,1993-11-30,5,sector_Utils,74.43329733338624,55.1935491205021,1998-11,total return
expanding_primary,1993-11-30,5,sector_Shops,113.6366459659441,90.0728233456907,1998-11,total return
expanding_primary,1993-11-30,5,sector_Hlth,264.8333413276473,224.59273512392758,1998-11,total return
expanding_primary,1993-11-30,5,sector_Money,215.49507780489293,180.6964129159925,1998-11,total return
expanding_primary,1993-11-30,5,sector_Other,62.77702337104092,44.822945838951725,1998-11,total return
expanding_primary,1993-11-30,5,Gold_spot_price,-21.39037433155082,-30.06090586475575,1998-11,spot price (monthly-average marks)
expanding_primary,2011-07-31,1,US_market_total,7.152524167247543,5.654854476034665,2012-07,total return
expanding_primary,2011-07-31,1,T_bill_total,0.02000099999999172,-1.3779774907257458,2012-07,total return
expanding_primary,2011-07-31,1,sector_NoDur,15.834906852831331,14.215883591119137,2012-07,total return
expanding_primary,2011-07-31,1,sector_Durbl,-17.31417128219964,-18.46987023120603,2012-07,total return
