date,horizon_years,asset,nominal_cumulative_pct,real_cumulative_pct
1964-07-31,1,US_market_total,6.295203418592954,4.410297974818045
1964-07-31,1,T_bill_total,3.732327524811163,1.8928688986587394
1964-07-31,1,sector_NoDur,8.898434321067072,6.967366454702373
1964-07-31,1,sector_Durbl,10.127288559131475,8.174429737310284
1964-07-31,1,sector_Manuf,10.337590190392465,8.381002143951054
1964-07-31,1,sector_Enrgy,1.7817221102340186,-0.0231469328860201
1964-07-31,1,sector_Chems,4.683670319780697,2.827341777061365
1964-07-31,1,sector_BusEq,9.469320605578059,7.528129359880675
1964-07-31,1,sector_Telcm,-2.8945552404785357,-4.616501062686629
1964-07-31,1,sector_Utils,5.567187386887307,3.69519166375063
1964-07-31,1,sector_Shops,12.60445058382642,10.607664886329825
1964-07-31,1,sector_Hlth,18.044414194251203,15.951163024245485
1964-07-31,1,sector_Money,-2.3567285023052276,-4.088211467432168
1964-07-31,1,sector_Other,5.758828946841477,3.883434893319282
1964-07-31,1,Gold_spot_price,0.34285714285713365,-1.436496878675475
1964-07-31,3,US_market_total,33.20661674499412,23.714648246398752
1964-07-31,3,T_bill_total,13.143202321148518,5.080902275509791
1964-07-31,3,sector_NoDur,38.59096730761027,28.715323529403314
1964-07-31,3,sector_Durbl,22.54835528064689,13.815867688792416
1964-07-31,3,sector_Manuf,62.90722958813386,51.298870114488416
1964-07-31,3,sector_Enrgy,23.869325076947923,15.042708499608537
1964-07-31,3,sector_Chems,11.177247877020125,3.2550368007534303
1964-07-31,3,sector_BusEq,97.99652487818615,83.88779047069865
1964-07-31,3,sector_Telcm,-10.78553593818059,-17.14273427551981
1964-07-31,3,sector_Utils,3.082830635549527,-4.262592625306983
1964-07-31,3,sector_Shops,22.547041179502635,13.81464722719079
1964-07-31,3,sector_Hlth,71.12460541157368,58.930696403204074
1964-07-31,3,sector_Money,20.79300790565601,12.185601953097303
1964-07-31,3,sector_Other,75.49084825959386,62.98581176684439
1964-07-31,3,Gold_spot_price,0.0,-7.125748502994
1964-07-31,5,US_market_total,37.08878493504173,15.556905127309628
1964-07-31,5,T_bill_total,25.40254458284572,5.70616665651833
1964-07-31,5,sector_NoDur,45.898010148670124,22.982507467710533
1964-07-31,5,sector_Durbl,15.709919019157216,-2.4640845659169353
1964-07-31,5,sector_Manuf,58.516205775931816,33.61882345569036
1964-07-31,5,sector_Enrgy,37.42254786706074,15.83824551185391
1964-07-31,5,sector_Chems,8.579439899087138,-8.474613432889043
1964-07-31,5,sector_BusEq,114.80831529974074,81.06940055972711
1964-07-31,5,sector_Telcm,-7.313551564654819,-21.871368737380227
1964-07-31,5,sector_Utils,2.472781764601417,-13.622127979947397
1964-07-31,5,sector_Shops,52.21925414916247,28.310903905082064
1964-07-31,5,sector_Hlth,84.37851091034135,55.419060011923605
1964-07-31,5,sector_Money,56.38057673008659,31.81862745019799
1964-07-31,5,sector_Other,58.45908306793939,33.57067273824674
1964-07-31,5,Gold_spot_price,19.99999999999995,1.1521739130434305
1964-08-31,1,US_market_total,10.833505304736878,9.077031369638021
1964-08-31,1,T_bill_total,3.7840488688103857,2.139293736182646
1964-08-31,1,sector_NoDur,13.61511004060798,11.814553621580902
1964-08-31,1,sector_Durbl,12.3098546210902,10.5299837079192
1964-08-31,1,sector_Manuf,16.124332187266255,14.284009965597999
1964-08-31,1,sector_Enrgy,5.318618802335284,3.649544019413953
1964-08-31,1,sector_Chems,8.629357178616104,6.9078142756269445
1964-08-31,1,sector_BusEq,19.384203492868025,17.492219285374077
1964-08-31,1,sector_Telcm,-0.04373509262181052,-1.6278280388560162
1964-08-31,1,sector_Utils,6.591598869133031,4.9023500756443905
1964-08-31,1,sector_Shops,14.804238515096223,12.984836953842716
1964-08-31,1,sector_Hlth,31.00982698735546,28.93360152004396
1964-08-31,1,sector_Money,4.318455294134371,2.665230963007037
1964-08-31,1,sector_Other,15.809652429014287,13.974317208269206
1964-08-31,1,Gold_spot_price,0.0,-1.5847860538827363
1964-08-31,3,US_market_total,33.974805449411896,24.17664803594746
1964-08-31,3,T_bill_total,13.177050506924747,4.899922932537715
1964-08-31,3,sector_NoDur,37.81283474602755,27.73398563773599
1964-08-31,3,sector_Durbl,21.001698854308625,12.152320878396505
1964-08-31,3,sector_Manuf,63.433001786501976,51.48043896928021
1964-08-31,3,sector_Enrgy,24.361621385722042,15.266517732139405
1964-08-31,3,sector_Chems,13.47120130614754,5.172561210623328
1964-08-31,3,sector_BusEq,101.78690709590362,87.0293571739644
1964-08-31,3,sector_Telcm,-10.495525490194224,-17.041375118523295
1964-08-31,3,sector_Utils,2.453773745916865,-5.039114184754656
