indicator,equity_gdp_pct,cpi_yoy_pct,ip_yoy_pct,baa_aaa_pp,curve_10y_3m_pp,real_bill_expost_pct
equity_gdp_pct,1.0,-0.27034621339339776,-0.09766907912838813,-0.2678015103727785,-0.22175317777944054,-0.3085997926659671
cpi_yoy_pct,-0.27034621339339776,1.0,-0.11723260666019188,0.33647855669111265,-0.25681192389632823,-0.29114923435182277
ip_yoy_pct,-0.09766907912838813,-0.11723260666019188,1.0,-0.5248023890159179,-0.07843431470020758,0.2493459290626513
baa_aaa_pp,-0.2678015103727785,0.33647855669111265,-0.5248023890159179,1.0,0.26865483368352766,-0.02379031172324914
curve_10y_3m_pp,-0.22175317777944054,-0.25681192389632823,-0.07843431470020758,0.26865483368352766,1.0,-0.14108927895598308
real_bill_expost_pct,-0.3085997926659671,-0.29114923435182277,0.2493459290626513,-0.02379031172324914,-0.14108927895598308,1.0
