decision_date,expanding_primary,fixed_economic_scale,full_sample_diagnostic,omit_valuation_sensitivity
1970-04-30,44.82807652196832,0.9588577182501069,32.092376334053824,43.412702898160376
1970-05-31,48.055252388585316,0.9656107440713955,33.35196116678817,47.31903608728618
1970-06-30,49.64372171874766,0.9717845404600185,35.41090588605916,46.977931823633014
1970-07-31,45.614726033566576,0.9784566502036267,33.041686379832925,41.73030709350917
1970-08-31,50.54609367091599,1.0257119592585566,38.42683788410773,48.01610711974698
1970-09-30,59.66217755706584,1.2220646594121507,48.25626909987874,50.49489826967502
1970-10-31,60.71706072086363,1.2369302547703482,48.301476965801854,51.968685138693395
1970-11-30,61.821451204787195,1.3089257095268625,48.76738149059346,53.495611025211154
1970-12-31,58.2942543483152,1.2968883962729372,47.34644245229691,55.256745727355224
1971-01-31,58.07611761673807,1.2955198885558015,48.621087380456466,54.942988461656995
1971-02-28,58.71945378440922,1.1949861455675017,47.5176940721691,55.72088840908591
1971-03-31,56.15410275854937,1.1775180552521722,46.948778851645955,55.67306267793489
1971-04-30,55.248588182078585,1.1351863795344739,45.756936262074895,54.53070626970506
1971-05-31,53.75747194505218,1.054259325801747,43.11307113015561,52.66631114977692
1971-06-30,51.80534153681399,1.0136841107239347,39.91704671260858,52.661856787607974
1971-07-31,50.51694193568197,0.9767653624716,38.954765564730764,51.089841004902986
1971-08-31,46.39680421925534,0.9682313251802255,38.296640828120196,46.11002989654352
1971-09-30,50.13408700227185,1.0064789013870612,40.22053459868452,49.96504798908587
1971-10-31,47.82841860931873,0.9806416653454073,38.963743351476396,47.12348502112324
1971-11-30,47.75701899013044,0.9970651298178321,40.34868628164164,46.98528739133563
1971-12-31,50.168252779009244,1.0517110887471879,43.09066831455845,48.922928562728714
1972-01-31,50.533082145775545,1.04220146903394,43.08163702099082,49.32379695927256
1972-02-29,51.97821674309556,1.110827433017186,44.79011456334592,51.04833773987566
1972-03-31,51.73428888836456,1.1618899921887162,44.88729420749758,53.16808267802738
1972-04-30,51.10940794391579,1.1449063409067424,43.72879597450163,52.39359527008297
1972-05-31,51.22727171436128,1.1610070960507368,43.25493393651169,52.48753008689886
1972-06-30,49.049964443664734,1.1253170024603718,42.01564603477623,50.364859836591286
1972-07-31,48.06814414365843,1.1122887121195522,42.44027665488816,49.16985498405172
1972-08-31,48.702981450758486,1.1326185842966083,43.42021857238151,49.868697649516335
1972-09-30,50.70143982245569,1.2404241456056981,44.79447058405319,51.69427356471737
1972-10-31,48.261342830039005,1.1421422045062997,40.97316746960257,48.76456880244261
1972-11-30,47.925006017682215,1.1606172636852883,40.5891049527177,48.31809719488152
1972-12-31,46.391055967803275,1.1976477006875266,39.95262884412135,46.959218884025454
1973-01-31,44.757036764525694,1.190067470161106,39.53354850035448,44.966688050262945
1973-02-28,37.99456559404292,1.069485273536238,36.72468817391438,36.68856666154861
1973-03-31,34.26921723365075,1.0704468567356724,34.642301685797854,37.15100783198
1973-04-30,31.29471335828757,1.042337428375684,33.831685662134504,33.826883709657416
1973-05-31,37.1497370477431,1.0195988649421583,35.395288001319976,40.28885996431122
1973-06-30,38.12948857193106,1.0643593810790608,36.670802271049745,37.241482113715776
1973-07-31,40.32899172187804,1.12432930089537,38.41927843892453,39.87125642859925
1973-08-31,46.773352455874246,1.2228207479285351,42.07270606134361,47.52912271704825
1973-09-30,48.84544690036009,1.2937677041751332,43.32572313507688,44.47499144561528
1973-10-31,51.64225179230538,1.316660154655373,46.57717005930739,48.077205777030684
1973-11-30,49.82647489516673,1.228762251174333,41.9807759835491,45.67809853067684
1973-12-31,41.7356968525636,1.2654808845755114,38.47129887232995,38.79912636881199
1974-01-31,45.40251149405267,1.2715264603046836,39.2391501485019,43.41132348519087
1974-02-28,37.48782950720142,1.301149035660003,35.466057441417746,33.06131235087266
1974-03-31,46.617082890679576,1.348215512915355,38.70618686220329,34.01491501303426
1974-04-30,45.8151051408086,1.3715494613347838,38.528752421162125,32.64854613074639
1974-05-31,45.825632634554296,1.3586217998555186,38.08148042698442,32.633863188266446
1974-06-30,48.6602808963618,1.4384156693294419,40.35558899887636,34.753455628062746
1974-07-31,54.126199691649184,1.4666711579498282,42.6192642548671,43.365191910680146
1974-08-31,50.643219914237946,1.5440273880563253,41.08640048748477,37.96326733461245
1974-09-30,54.6718675049776,1.4885208274108828,44.45346280140632,40.848581089900264
1974-10-31,59.01473644084299,1.6397352033458317,48.488454859548696,47.54728922848434
1974-11-30,60.64541198212211,1.718125142064982,52.433664342437474,49.94563623069701
1974-12-31,63.2755474261059,2.0396601092309257,60.951094832148144,52.95803888446071
1975-01-31,63.3921330651955,2.1352185853005206,61.25831705890559,53.12508862549354
1975-02-28,64.33778326787818,2.254176836411272,61.41975006883411,54.47219866123781
1975-03-31,66.50065240527147,2.3236468799976264,62.20438114628895,57.92148614525097
1975-04-30,66.60543234583402,2.1981211084732015,62.29014893590894,58.064126573615205
1975-05-31,66.60996655612796,2.0930727452264715,62.469614913442605,58.06872801715378
1975-06-30,66.17225620555821,2.1246341769838524,61.604550242714495,58.137589523983195
1975-07-31,65.80384560669785,2.091061263174537,60.61738922224177,57.62936596802918
1975-08-31,64.41936037426433,1.9747514216690012,58.977064219069426,55.71631075263682
1975-09-30,62.85893963596674,1.7693038480659165,56.1792340408538,54.7745658869586
1975-10-31,62.278883991197574,1.68178943798759,55.46355805719217,53.96451655675823
1975-11-30,62.71509160509338,1.7085794066172273,56.284537058887324,54.55845193885343
1975-12-31,63.993484353368544,1.6582736826285616,59.25544030565417,55.106940680320164
1976-01-31,63.07804340472199,1.5749570651675084,57.885305981465365,53.82114378302483
1976-02-29,63.51027818402059,1.6183078665413622,59.929321334547176,54.42343708974896
1976-03-31,63.20357131335425,1.5855976373535392,61.187039813589045,54.80160135371298
1976-04-30,63.084726889974625,1.5501060359212673,60.6481978876834,54.62988413675355
1976-05-31,62.963284773470875,1.519349664106658,60.47391358104736,54.454385594269844
1976-06-30,62.77431605113755,1.4361188321349385,57.58914440949904,55.34665051491693
1976-07-31,61.021348779093046,1.3737932195053357,55.91886344403443,52.930432129972026
1976-08-31,60.134468713413,1.3468665104177537,55.529978920068196,51.68645029906319
1976-09-30,59.62501556254975,1.318393960309624,54.78524958320326,51.36185842075617
1976-10-31,56.88938469744607,1.203574393436596,50.72092303238045,47.4787379823459
1976-11-30,55.84410694505561,1.1708934832437856,49.39392220082781,45.9512028851389
1976-12-31,57.204831184218584,1.2157227005008637,51.068262286292956,47.47902223327197
1977-01-31,58.74863168958668,1.2604198304452385,53.33303068071303,49.678061351758906
1977-02-28,57.29109605057562,1.198292803358866,51.520316140096234,47.579416735858466
1977-03-31,57.53260858778412,1.259909799655248,52.531909241516026,49.53374481386459
1977-04-30,58.29900937415957,1.3147829652703418,53.7716646453534,50.5813878401368
1977-05-31,58.911918120440895,1.3744291718277613,54.74407482150175,51.4106236405556
1977-06-30,58.44473722519387,1.3183604691942883,53.759844607245846,48.35881019268848
1977-07-31,58.676644588764226,1.3221536153644267,53.75658629423628,48.686008915993234
1977-08-31,56.81385471087997,1.280013337105148,52.0957008433564,45.94922483979623
1977-09-30,54.83395386201281,1.2107067305977899,49.386649695825206,42.95626151048551
1977-10-31,54.02042317585972,1.1844911623530148,48.772865447405756,41.69112075606988
1977-11-30,52.47134211291064,1.1729286525553504,47.86574787976892,39.23486696337433
1977-12-31,53.82431909141429,1.1607805685984867,48.45918649569958,39.509064794033236
1978-01-31,52.25704652266301,1.1200296203119016,46.73888350678189,36.8938977264788
1978-02-28,49.2067714658957,1.0915998118397074,44.71155303789127,31.455910153162936
1978-03-31,47.54545018371249,1.0374676860819136,43.35449997206297,28.218755501190692
1978-04-30,49.14704992306238,1.0706698212402552,45.00453560610831,31.334375996514986
1978-05-31,50.37060382261314,1.1124914199320464,46.405917577412076,33.5808445489268
1978-06-30,53.480911530868326,1.1689757796401148,49.072822055809034,38.92298878458667
1978-07-31,53.886467464388396,1.1808505640830655,49.21696256035499,39.58493310246318
1978-08-31,48.805415378574516,1.1680589327307842,46.659718462265374,30.66830951300163
1978-09-30,50.43387269666123,1.1857890170273988,47.58243310954559,34.2710121095647
1978-10-31,46.358296353027114,1.2161333653638875,46.197239383498676,26.470894339828014
1978-11-30,45.646469964265066,1.2653006304565084,46.42262528016674,24.934072155113096
1978-12-31,50.63824256104354,1.293214164121324,48.63562661123077,35.17876816655088
1979-01-31,50.03024743133543,1.3185479518008183,48.797299919740965,34.11105613651263
1979-02-28,54.46061523239983,1.3987910113960633,51.73683262160738,41.45543154213016
1979-03-31,54.900449966170775,1.443201781930036,52.33849179288722,40.21033807101882
1979-04-30,55.68022268197314,1.460722343345343,52.585443002963174,41.477037472521346
1979-05-31,55.92766949814488,1.4465070006387055,51.486500253767204,41.87463502637928
1979-06-30,55.179006362936526,1.4766322445978233,51.73498978467363,43.00351947711279
1979-07-31,56.9874567734238,1.5479043848037704,53.70335812068898,45.739307771362434
1979-08-31,57.27237128063057,1.595729386258752,53.98608767428366,46.15753600556218
1979-09-30,58.17438295971264,1.6545053379915127,54.68380039854224,47.08389576494491
1979-10-31,57.81058396633934,1.668043971663575,54.06444955518344,46.5376754518429
1979-11-30,58.330249469903904,1.759989427351909,55.66439526037847,47.30412241250512
1979-12-31,57.88615901932823,1.776897302859172,55.245724057101874,47.82151608903164
1980-01-31,59.090458717833975,1.923403861010636,57.06592858603423,49.54905774731024
1980-02-29,59.25813238086478,1.9530757204671343,57.40372919271769,49.780407286642955
1980-03-31,56.7994030448808,1.88129747246729,54.747112366001105,46.593467726052545
1980-04-30,58.06076573641753,2.1799517261103194,57.77085110154174,48.41360764798013
1980-05-31,60.66525365470785,2.3913906473238447,60.40393150102094,52.096233141519996
1980-06-30,64.456057017848,2.465461302437114,62.15684473098393,54.63972861888762
1980-07-31,66.78856408676994,2.558974450443084,64.46452751781446,57.903840557661546
1980-08-31,63.98157622337836,2.12372837577112,61.824478530183804,53.96638319577819
1980-09-30,60.101483048195284,1.980652620440583,59.30013346421218,52.60166864916367
1980-10-31,57.827304087853754,1.9454774791933123,58.08173946727716,49.434976745682754
1980-11-30,57.43746293638457,2.016867612792179,58.25325144159605,48.87344270857832
1980-12-31,55.62624913685386,1.9292828979336967,56.83217639323583,47.89878545802473
1981-01-31,61.46653495088679,2.2085968889334153,60.79128955023004,55.79649158849425
1981-02-28,61.777356753455855,2.2975022123952433,61.40680248149781,56.19212292932926
1981-03-31,60.178681133770574,2.086535624568857,60.40110960750495,55.4594344034452
1981-04-30,58.53395690471837,1.9044892086937653,58.54339785062997,53.2863170875042
1981-05-31,56.90877556904637,1.6989696108402608,57.916936304616286,51.11052996070795
1981-06-30,57.65331939889758,1.980332947332834,60.559262659180746,51.79573516492261
1981-07-31,59.51071297888982,2.019999994762202,62.38680828910918,54.24044858447284
1981-08-31,59.28587257735604,1.903197646546469,62.40802208013713,53.92651248662898
1981-09-30,58.40854418381669,1.7706655014304011,61.68819127507803,51.27363604397911
1981-10-31,56.265291597278505,1.6570335263892078,58.157103877449174,48.296439392187956
1981-11-30,59.35305808975674,1.706707836132094,58.43852282021337,52.530445945887664
1981-12-31,61.92741516384881,1.9412625979058404,60.41004744536927,52.05700270685621
1982-01-31,64.7172535475712,2.0443901152849513,62.861483224651536,55.97848509806125
1982-02-28,64.87667557331824,1.8208907295171066,63.50809530032573,56.19663994489183
1982-03-31,59.1549197300652,1.7899922721183252,60.90674400668008,50.764121517376914
1982-04-30,60.595004220927486,1.966407335274705,61.55800037901084,52.752825302091196
1982-05-31,60.548299703819275,2.02914424919615,61.69778718145902,52.67828462154257
1982-06-30,64.47155410960458,2.066296563920442,63.44179669039947,54.66166432856949
1982-07-31,64.83039928808165,1.9420596482231358,63.812796717283135,55.16862157261606
1982-08-31,66.55469646987558,2.005035908037673,65.3251473154767,57.57979807742227
1982-09-30,66.77153574308318,2.3555804119001267,66.34209739496157,57.880269372108145
1982-10-31,66.93370369148059,2.392678515018544,66.50500927938312,58.1046024668503
1982-11-30,66.3966857803081,2.2295586992533356,64.93629823971956,57.36047296815781
1982-12-31,64.5646790808568,2.1818130739400177,63.4806961369498,56.34181826313962
1983-01-31,64.67246365041221,1.9914246717711042,63.672913015297375,56.485611658063355
1983-02-28,63.86915037494397,1.8202712301122181,62.99602409079244,55.373497454601235
1983-03-31,60.78437246587613,1.7483425521318057,61.47721181832009,55.3254187322404
1983-04-30,58.773090373453606,1.662029777326409,60.10079943424166,52.637414830197606
1983-05-31,57.75459303351881,1.5500738979701645,59.30734928553163,51.25073898111013
1983-06-30,55.184643372432795,1.4724177233719808,57.45250172408616,50.22868049192402
1983-07-31,55.73786505387765,1.565191154720804,58.09424020119701,50.93539355429403
1983-08-31,54.90878361151433,1.4440269666437489,56.36741353867142,49.82166977288265
1983-09-30,53.24900311967043,1.4489570393018039,55.17582167996227,49.85481623601897
1983-10-31,54.99012037651774,1.460126277973895,57.28932813520495,52.04957267899163
1983-11-30,57.09744897869958,1.5213453836286333,59.65196673444129,54.68200930918607
1983-12-31,58.76679043510169,1.5331871701809299,60.789516034078396,55.46058908159991
1984-01-31,58.41339794602431,1.5459567418406142,60.50918344401712,54.990549387164265
1984-02-29,59.65914900995257,1.6180992993615757,63.065041488386015,56.55310652329651
1984-03-31,60.86508204724994,1.6930201328809826,64.41449841532366,56.950407468401394
1984-04-30,60.60532880449827,1.6574251832789182,64.08363905006684,56.59976386014628
1984-05-31,61.29481733372115,1.6922331661867476,64.94469728743724,57.46693195240502
1984-06-30,62.82497031623404,1.761383166778831,66.81707871158473,57.38285926944468
1984-07-31,62.80662836085083,1.7822165423016074,67.10935495905125,57.34637808327251
1984-08-31,63.09569880212459,1.7985139911961547,66.60153562140107,57.713668754556075
1984-09-30,61.40895862335248,1.7432876486387425,64.71269241508263,53.88211835374815
1984-10-31,59.290061231587345,1.653706813409116,63.08384811491674,50.945039605205636
1984-11-30,57.25133578584247,1.4413310316705643,60.797963707694436,48.055177452514414
1984-12-31,56.468590306575564,1.3756021811391603,60.096427592300515,48.438614901531366
1985-01-31,56.75429932653811,1.430020803348305,61.208506414887715,48.82421522939972
1985-02-28,56.03718249759088,1.4043236095673002,59.246828827873614,47.80622333611046
1985-03-31,55.310963010610216,1.3503082543316032,57.47443248477891,46.76642269881618
1985-04-30,55.68416134308484,1.375722373560639,58.02927861961321,47.28119864748464
1985-05-31,56.9665289366904,1.4254404837887686,59.94600946272345,49.06704917952041
1985-06-30,56.28961124641373,1.4475635434395686,60.306879018339096,49.502723196450724
1985-07-31,56.0794024662193,1.417708872228164,59.90824761051542,49.199607941262244
1985-08-31,56.49882213949254,1.436717077134741,60.2629371021975,49.75637584227775
1985-09-30,55.757808235462925,1.4304237428627347,59.87390598264739,49.43547050771147
1985-10-31,55.75943515621388,1.4215833695603788,59.70133981512761,49.42054203640901
1985-11-30,55.43771537642137,1.3725244274135997,58.819891935087846,48.967082884549995
1985-12-31,55.42077360655558,1.363800735460805,58.79708661528636,46.80030001950422
1986-01-31,53.64603275388815,1.3055063718164435,57.4238928203024,44.23518487025066
1986-02-28,53.11856149235937,1.281648887156604,56.900604104532306,43.45044508974802
1986-03-31,50.01165522322522,1.2965470240517434,55.3418765735128,44.37500616418626
1986-04-30,50.856413637135574,1.3586023570981278,56.76643455367756,45.48919933817526
1986-05-31,50.390861417906024,1.321955530500629,57.13654056154484,44.8395834735085
1986-06-30,47.999765262785345,1.2260998741960858,53.963756171348635,43.33824423355191
1986-07-31,48.09715663564649,1.2294929502751606,53.82756456280589,43.44093556579792
1986-08-31,48.06521909239801,1.237340807117035,54.50332978266298,43.371870529875665
1986-09-30,48.89433928509736,1.3175904152869418,55.64999409811653,46.593960469559235
1986-10-31,48.02074102538233,1.2495783106975784,54.18401264041221,45.46315100907049
1986-11-30,49.114386094170456,1.2944399719884927,55.727717157006865,46.81754946301496
1986-12-31,52.2644924178382,1.3211992233331729,58.46721831008882,47.65584193602382
1987-01-31,53.16606096058304,1.3693003258634704,59.01899097880791,48.81626480033754
1987-02-28,51.11385410614985,1.2946663677309465,57.52026857674658,46.088139163410936
1987-03-31,46.218250735951,1.2101803888650695,53.58170871767244,42.36513993496677
1987-04-30,44.668739532467356,1.1538345008878572,51.51211712711779,40.29154384849555
1987-05-31,43.43705627594027,1.1563471984309794,50.54401973893318,38.610811581012655
1987-06-30,42.4927030841841,1.1956967813827022,50.04073053659421,41.51250878271234
1987-07-31,42.47759278021867,1.196680725678506,50.40472462884012,41.46356728215163
1987-08-31,41.791110020430615,1.194182470093063,50.00866307191713,40.58686912964967
1987-09-30,41.285143445693976,1.1936177446437422,49.73040645888942,40.28058405284144
1987-10-31,43.60636894116311,1.2414324542103707,51.637622494386896,43.08705760604333
1987-11-30,43.684846573246816,1.3012350046928653,52.034654325296344,43.15352226821974
1987-12-31,43.886802264683574,1.3065745971530358,52.403061227183024,44.27436168489188
1988-01-31,42.552262402014456,1.2849644412510062,51.56554865227075,42.654015861295086
1988-02-29,42.629969019140546,1.2581820666162085,51.42787792832839,42.718678623000926
1988-03-31,46.881450776769796,1.2498301329329309,54.3114524386932,41.03174627709714
1988-04-30,46.982095964939894,1.2507295968766543,54.524459266938706,41.14400287891678
1988-05-31,48.72988371864341,1.2861793589290658,55.818218381372894,43.49099448727775
1988-06-30,46.32328598927145,1.2328940941419728,53.925649585386225,41.63563438960865
1988-07-31,44.97419669779565,1.1955367577129943,52.89210061157379,39.793065621461565
1988-08-31,44.46823694340424,1.177570199889106,52.35531789238292,39.07627287734824
1988-09-30,42.72555637163843,1.152801931081976,51.399005423743056,37.881625269006946
1988-10-31,40.938886636165954,1.1072391942830617,49.67754516663551,35.40245335582841
1988-11-30,37.76085065045335,1.0226903192943746,45.02684793116017,30.836694688213516
1988-12-31,40.900004960288165,1.0848809720443207,48.90772450115073,32.78592685405944
1989-01-31,41.23011260229449,1.1114516110937664,49.59423584983766,33.24691551432853
1989-02-28,40.966066921769745,1.1048389959393976,49.39166088073387,32.82113878715455
1989-03-31,40.03523742706327,1.0866331025854348,47.79011405917864,31.996554983164334
1989-04-30,38.967106277064886,1.0681737599167807,45.65557376713941,30.338058317812024
1989-05-31,37.85649217420872,1.0395340619088296,44.53147762095199,28.56396140571938
1989-06-30,36.80848922478505,1.0412118755413708,44.702204416770044,29.750120819297425
1989-07-31,38.0365912373214,1.0566161313637337,46.235601328094084,31.513492012045504
1989-08-31,38.21777231256788,1.055320405363018,46.35033521364305,31.739819622028772
1989-09-30,36.80628344073544,1.0445620674975864,45.20193962329639,31.540899307657007
1989-10-31,35.96827290335641,1.0260638936831437,44.23422791719977,30.320207722067245
1989-11-30,35.609367358921446,1.0208205636696634,43.81475633484491,29.768504653701974
1989-12-31,35.66817872752159,1.028621673542546,44.31768832046525,31.320242307087764
1990-01-31,36.21102399142941,1.0364846787170892,45.202246194972574,32.02242150897519
1990-02-28,34.2254662839194,1.0205878455064563,43.15298667468734,29.24498881224864
1990-03-31,32.717876684261384,0.9933112763959794,41.839574372345396,27.841729101169435
1990-04-30,31.58369423362089,0.9756586811660667,40.28723095211596,26.178478917387046
1990-05-31,32.49975582163875,0.9769363455392674,40.96647705888676,27.44868149599179
1990-06-30,35.75585778179237,1.0247426078349275,44.27529234353906,30.486600865879442
1990-07-31,35.64837848131671,1.0232624611338403,44.70093959905709,30.297351605412107
1990-08-31,35.133636539861655,1.0176919242258462,44.358969140253805,29.528299747900242
1990-09-30,33.64427780482924,1.0216221122609055,42.616786534906666,28.137654847647106
1990-10-31,35.29636889809564,1.0714449174601413,43.830839326128164,30.43208011259919
1990-11-30,38.613556782514955,1.132178816141968,46.216847113091674,34.90033748325658
1990-12-31,44.929480888281226,1.1988501109503988,50.35537835054293,36.65039433007291
1991-01-31,45.82564834791867,1.243116819866351,51.06162448618329,37.935051623948674
1991-02-28,47.36270576264812,1.2531237853001393,52.25737743419265,40.11454105410393
1991-03-31,41.91349322080142,1.1758054374086881,48.59467652788698,37.899119105799876
1991-04-30,40.78442519196589,1.1783062049391568,48.04832457962526,36.36049145071288
1991-05-31,39.691100641538796,1.1466982976248148,46.8079505728673,34.84676017864039
1991-06-30,37.41784479363266,1.1080214409677942,44.4504700487331,35.61435239474529
1991-07-31,36.37375893808864,1.0864805245785467,43.72854245329206,34.25919416838771
1991-08-31,34.76789493311116,1.0544091488849463,41.80216404925791,32.16158962093082
1991-09-30,35.534936629364275,1.053276549428015,42.362578205250195,32.344636800554596
1991-10-31,35.720412458891055,1.0283562466588612,41.96206858253979,32.55452825116619
1991-11-30,38.34022763657106,1.0561051159447008,44.25600175627364,35.922063461189424
1991-12-31,37.83900393987665,1.069197754953408,43.7802050596633,36.61854709459622
1992-01-31,37.6594981883756,1.0773810508477208,43.31931289052504,36.36575422852798
1992-02-29,38.29658154036681,1.1063103455073724,44.02157005449575,37.126175565608555
1992-03-31,37.48940906042277,1.128296429203712,43.3638259625872,37.81052341027398
1992-04-30,36.370057313962704,1.1245574326158427,42.86544663120758,36.447105853352035
1992-05-31,36.6245275725826,1.1641334295858623,43.0289360187616,36.72394272810861
1992-06-30,36.38984711115312,1.161306350738267,42.36953876449347,36.146611806086014
1992-07-31,35.49810626061131,1.1216391555070329,41.0280768538993,35.03697426547084
1992-08-31,34.40901962206321,1.1193342428178163,40.17673318488016,33.677407444496026
1992-09-30,32.35283411674529,1.076941670967504,38.1200047578242,30.940910328992654
1992-10-31,32.65919468860518,1.0840730892051973,38.087156774563496,31.291701665994772
1992-11-30,36.70366453918916,1.159958603283167,42.238253420573955,36.24563143577711
1992-12-31,36.99155836690038,1.1645344930148436,42.78658348917298,36.839218738989594
1993-01-31,36.19556045254282,1.1338946701466788,42.31712982847724,35.84943237396063
1993-02-28,34.60305127193873,1.1475671741700464,41.77956246867518,33.879911141637585
1993-03-31,30.747640721926395,1.0704437540462364,37.685894570583486,31.067653492070793
1993-04-30,29.00724568815632,0.9890428697099042,34.91487636324836,28.958993647282107
1993-05-31,29.52370399627992,1.0076723855634804,35.39105941870563,29.548553458082974
1993-06-30,31.305208192377794,1.0111680145383104,36.27972785689534,32.10027001015892
