specification,horizon_years,return_basis,asset,n,median,mean,minimum,maximum,negative_pct
unconditional_same_eligible_months,1,real,Hlth minus MKT,684,1.787561245,1.582976836,-32.41093553,45.43203342,44.59064327
unconditional_same_eligible_months,1,real,Manuf minus MKT,684,-0.1072644211,0.6371837317,-20.30000428,30.25420596,50.87719298
unconditional_same_eligible_months,1,real,Money minus MKT,684,1.083372632,1.170165174,-35.64285518,49.85757496,44.44444444
unconditional_same_eligible_months,1,real,NoDur minus MKT,684,1.608508853,1.387334406,-39.8711362,48.50179727,41.8128655
unconditional_same_eligible_months,1,real,Other minus MKT,684,-1.381745526,-1.37995362,-21.21073324,31.43547279,60.38011696
unconditional_same_eligible_months,1,real,Shops minus MKT,684,0.4102707683,1.542333423,-26.55604117,44.45281781,48.97660819
unconditional_same_eligible_months,1,real,Telcm minus MKT,684,-1.059397996,-0.7876813688,-31.78010041,37.50672451,52.77777778
unconditional_same_eligible_months,1,real,Utils minus MKT,684,-1.959695773,-1.368525343,-41.34266631,63.31767297,57.45614035
unconditional_same_eligible_months,3,nominal,MKT,684,39.48433469,38.5410661,-42.31665497,126.597462,13.15789474
unconditional_same_eligible_months,3,nominal,CASH,684,15.29782265,14.50839503,0.01,42.83989872,0
unconditional_same_eligible_months,3,nominal,NoDur,684,37.28914404,44.61384642,-43.42714181,193.0129613,5.994152047
unconditional_same_eligible_months,3,nominal,Durbl,684,25.36542113,39.5097035,-65.55179403,391.5347988,17.98245614
unconditional_same_eligible_months,3,nominal,Manuf,684,39.91961069,38.59996562,-43.43175826,154.8066943,11.84210526
unconditional_same_eligible_months,3,nominal,Enrgy,684,35.6699378,41.39007788,-52.59565144,267.7794513,15.93567251
unconditional_same_eligible_months,3,nominal,Chems,684,36.45023782,36.61806744,-22.12900228,169.6678906,9.356725146
unconditional_same_eligible_months,3,nominal,BusEq,684,40.1570283,45.25330064,-75.6364693,337.9282079,17.54385965
unconditional_same_eligible_months,3,nominal,Telcm,684,32.94647998,37.43600552,-69.18357248,192.3070982,19.29824561
unconditional_same_eligible_months,3,nominal,Utils,684,31.99951572,34.02384463,-30.1306809,127.258236,13.4502924
unconditional_same_eligible_months,3,nominal,Shops,684,41.48150503,44.22314894,-53.07399181,206.5626743,10.23391813
unconditional_same_eligible_months,3,nominal,Hlth,684,40.00620183,45.24030681,-30.49357383,176.7715979,16.08187135
unconditional_same_eligible_months,3,nominal,Money,684,42.17742357,43.14627194,-67.6774266,196.7068451,11.98830409
unconditional_same_eligible_months,3,nominal,Other,684,34.61040679,31.46391323,-51.90118264,140.3372312,18.85964912
unconditional_same_eligible_months,3,nominal,BusEq minus MKT,684,0.8130830916,6.712234533,-60.36825601,226.4664742,48.97660819
unconditional_same_eligible_months,3,nominal,Chems minus MKT,684,-3.348080454,-1.922998659,-94.76915508,51.48529855,54.67836257
unconditional_same_eligible_months,3,nominal,Durbl minus MKT,684,-9.004231118,0.9686373972,-67.90417762,290.8947867,61.11111111
unconditional_same_eligible_months,3,nominal,Enrgy minus MKT,684,-1.200693664,2.849011781,-94.2610562,238.4810029,51.02339181
unconditional_same_eligible_months,3,nominal,Hlth minus MKT,684,7.123714935,6.699240703,-64.85188623,113.5155627,40.35087719
unconditional_same_eligible_months,3,nominal,Manuf minus MKT,684,-1.249760691,0.05889952053,-44.76657459,53.23950945,53.07017544
unconditional_same_eligible_months,3,nominal,Money minus MKT,684,3.546550882,4.605205839,-62.28039719,87.81240531,43.42105263
unconditional_same_eligible_months,3,nominal,NoDur minus MKT,684,5.173419889,6.072780316,-97.80740639,75.41754809,42.10526316
unconditional_same_eligible_months,3,nominal,Other minus MKT,684,-6.667030338,-7.077152873,-72.15375037,52.51209002,72.07602339
unconditional_same_eligible_months,3,nominal,Shops minus MKT,684,4.061693557,5.682082841,-49.48538271,116.4228705,41.37426901
unconditional_same_eligible_months,3,nominal,Telcm minus MKT,684,-1.100616344,-1.105060586,-67.74581005,90.93367632,51.31578947
unconditional_same_eligible_months,3,nominal,Utils minus MKT,684,-4.247591469,-4.517221471,-82.23927694,66.03994345,58.33333333
unconditional_same_eligible_months,3,real,MKT,684,24.27560273,23.69920615,-47.26786205,111.4736903,21.19883041
unconditional_same_eligible_months,3,real,CASH,684,1.633330473,1.655451714,-12.98238406,18.36368815,44.73684211
unconditional_same_eligible_months,3,real,NoDur,684,21.44691675,29.04706636,-54.38394043,168.0373398,16.8128655
unconditional_same_eligible_months,3,real,Durbl,684,12.15389267,24.71368632,-67.70657826,342.3926952,34.06432749
unconditional_same_eligible_months,3,real,Manuf,684,25.24513627,23.91656687,-46.97018217,137.3708899,22.22222222
unconditional_same_eligible_months,3,real,Enrgy,684,21.33952477,25.1364321,-55.20102071,211.1910921,27.33918129
unconditional_same_eligible_months,3,real,Chems,684,22.39384043,22.13208379,-34.24390201,146.6821389,26.60818713
unconditional_same_eligible_months,3,real,BusEq,684,22.54235801,30.22985308,-77.34549348,309.2451907,29.09356725
unconditional_same_eligible_months,3,real,Telcm,684,19.51868092,22.70778817,-71.34524684,173.161838,33.62573099
unconditional_same_eligible_months,3,real,Utils,684,18.03870424,19.53820494,-43.55400141,99.23747648,27.48538012
unconditional_same_eligible_months,3,real,Shops,684,26.36193739,28.93916289,-62.83894149,151.0214611,20.1754386
unconditional_same_eligible_months,3,real,Hlth,684,23.93203516,29.84411712,-46.40621719,151.563295,23.97660819
unconditional_same_eligible_months,3,real,Money,684,23.61998445,27.83086961,-69.6992495,177.6824851,17.83625731
unconditional_same_eligible_months,3,real,Other,684,20.37995722,16.94590047,-61.21676387,119.8515445,27.04678363
unconditional_same_eligible_months,3,real,BusEq minus MKT,684,0.6917063535,6.530646933,-55.13560608,211.6335823,48.97660819
unconditional_same_eligible_months,3,real,Chems minus MKT,684,-2.970060896,-1.567122357,-88.56205253,47.87376864,54.67836257
unconditional_same_eligible_months,3,real,Durbl minus MKT,684,-8.156024471,1.014480174,-59.30560231,263.0039146,61.11111111
unconditional_same_eligible_months,3,real,Enrgy minus MKT,684,-1.082513824,1.437225952,-89.13873965,201.7871402,51.02339181
unconditional_same_eligible_months,3,real,Hlth minus MKT,684,5.964235187,6.144910977,-54.02588917,99.14130548,40.35087719
unconditional_same_eligible_months,3,real,Manuf minus MKT,684,-1.184818591,0.2173607259,-42.05424684,49.59645887,53.07017544
unconditional_same_eligible_months,3,real,Money minus MKT,684,3.24322174,4.131663461,-58.50693783,80.45449772,43.42105263
unconditional_same_eligible_months,3,real,NoDur minus MKT,684,4.777604336,5.347860211,-91.40130726,68.52380512,42.10526316
unconditional_same_eligible_months,3,real,Other minus MKT,684,-5.830244219,-6.753305682,-67.4278907,42.58506242,72.07602339
unconditional_same_eligible_months,3,real,Shops minus MKT,684,3.825199867,5.239956741,-44.4877467,95.330063,41.37426901
unconditional_same_eligible_months,3,real,Telcm minus MKT,684,-1.065999874,-0.9914179753,-59.47330373,85.69581016,51.31578947
unconditional_same_eligible_months,3,real,Utils minus MKT,684,-3.762537973,-4.161001206,-77.51344171,53.48689634,58.33333333
unconditional_same_eligible_months,5,nominal,MKT,684,74.16982251,73.0589045,-27.16814808,247.3718174,8.771929825
unconditional_same_eligible_months,5,nominal,CASH,684,26.56900353,25.73788773,0.1100550165,69.54209212,0
unconditional_same_eligible_months,5,nominal,NoDur,684,63.72178106,85.29722671,-29.85082203,382.3122987,4.239766082
unconditional_same_eligible_months,5,nominal,Durbl,684,54.25277202,71.9246792,-68.54218629,418.654603,14.18128655
unconditional_same_eligible_months,5,nominal,Manuf,684,69.63469273,71.90589116,-25.54331879,272.805233,5.116959064
unconditional_same_eligible_months,5,nominal,Enrgy,684,64.46974668,74.90606534,-54.45604938,340.6432097,7.456140351
unconditional_same_eligible_months,5,nominal,Chems,684,57.66595688,67.91699108,-12.09116202,308.8663135,4.093567251
unconditional_same_eligible_months,5,nominal,BusEq,684,63.34783731,86.69871056,-64.95945657,605.2143517,14.76608187
unconditional_same_eligible_months,5,nominal,Telcm,684,61.37274258,70.58962508,-58.36186582,297.5694761,14.32748538
unconditional_same_eligible_months,5,nominal,Utils,684,58.54957347,63.84559522,-24.32675115,217.4857127,4.678362573
unconditional_same_eligible_months,5,nominal,Shops,684,80.94520741,84.44026687,-33.58889013,326.3300507,6.432748538
unconditional_same_eligible_months,5,nominal,Hlth,684,81.63440446,85.17965653,-32.72759685,329.3914556,7.602339181
unconditional_same_eligible_months,5,nominal,Money,684,79.15089959,81.97856709,-61.40624491,264.2763284,15.35087719
unconditional_same_eligible_months,5,nominal,Other,684,58.30786336,57.54893059,-50.45574178,243.9960313,18.56725146
unconditional_same_eligible_months,5,nominal,BusEq minus MKT,684,1.412084479,13.63980605,-121.0865927,391.5923364,47.51461988
unconditional_same_eligible_months,5,nominal,Chems minus MKT,684,-1.100377163,-5.141913423,-142.7367898,73.8198965,51.31578947
unconditional_same_eligible_months,5,nominal,Durbl minus MKT,684,-10.04898591,-1.134225304,-125.0828115,273.6793388,66.52046784
unconditional_same_eligible_months,5,nominal,Enrgy minus MKT,684,2.685138933,1.847160837,-145.3779738,222.1523819,47.95321637
unconditional_same_eligible_months,5,nominal,Hlth minus MKT,684,8.397898144,12.12075203,-80.11259628,137.6113473,37.42690058
unconditional_same_eligible_months,5,nominal,Manuf minus MKT,684,-4.745580307,-1.153013341,-73.10315485,80.99217691,57.60233918
unconditional_same_eligible_months,5,nominal,Money minus MKT,684,8.528515662,8.919662587,-60.77317208,130.5241089,41.95906433
unconditional_same_eligible_months,5,nominal,NoDur minus MKT,684,7.756522934,12.23832221,-139.9671059,163.3890302,41.37426901
unconditional_same_eligible_months,5,nominal,Other minus MKT,684,-15.89707083,-15.50997391,-144.2507661,82.48761813,78.21637427
unconditional_same_eligible_months,5,nominal,Shops minus MKT,684,10.37222246,11.38136237,-81.40646309,127.2231654,33.77192982
unconditional_same_eligible_months,5,nominal,Telcm minus MKT,684,-6.923472697,-2.469279427,-106.9671545,144.2819575,55.84795322
unconditional_same_eligible_months,5,nominal,Utils minus MKT,684,-9.282700721,-9.213309282,-167.8477189,90.45870263,58.91812865
unconditional_same_eligible_months,5,real,MKT,684,42.88371099,43.51288277,-46.59957103,201.2730784,23.5380117
unconditional_same_eligible_months,5,real,CASH,684,1.389359545,2.873833022,-13.00601621,30.91849884,47.22222222
unconditional_same_eligible_months,5,real,NoDur,684,36.49702802,53.28007507,-48.5665118,313.2289027,12.71929825
unconditional_same_eligible_months,5,real,Durbl,684,26.34097573,42.67186165,-72.38817226,360.1727259,31.87134503
unconditional_same_eligible_months,5,real,Manuf,684,37.24201811,43.19610294,-45.45689231,236.6527151,17.83625731
unconditional_same_eligible_months,5,real,Enrgy,684,34.50444839,42.98260395,-58.35614589,222.0521072,18.2748538
unconditional_same_eligible_months,5,real,Chems,684,33.15276367,39.74196266,-39.90421448,250.3028609,19.29824561
unconditional_same_eligible_months,5,real,BusEq,684,31.38488074,56.18911469,-68.96979323,525.9814451,27.48538012
unconditional_same_eligible_months,5,real,Telcm,684,25.76502741,41.18262581,-63.12728667,253.5259381,30.40935673
unconditional_same_eligible_months,5,real,Utils,684,33.1706563,35.45085506,-44.0412248,168.5203186,18.2748538
unconditional_same_eligible_months,5,real,Shops,684,51.15502149,53.14964745,-52.48456939,265.2652016,19.15204678
unconditional_same_eligible_months,5,real,Hlth,684,46.44486179,54.25608441,-53.92076113,283.2735626,19.44444444
unconditional_same_eligible_months,5,real,Money,684,46.77544448,50.86756428,-66.12466056,216.5763011,20.1754386
unconditional_same_eligible_months,5,real,Other,684,32.70979397,29.46928886,-63.67407154,194.724192,28.80116959
unconditional_same_eligible_months,5,real,BusEq minus MKT,684,1.227927254,12.67623191,-101.245898,347.5957857,47.51461988
unconditional_same_eligible_months,5,real,Chems minus MKT,684,-0.9424007997,-3.770920116,-126.2093721,65.37132212,51.31578947
unconditional_same_eligible_months,5,real,Durbl minus MKT,684,-8.241446046,-0.8410211219,-111.2258887,239.2316653,66.52046784
unconditional_same_eligible_months,5,real,Enrgy minus MKT,684,2.285609296,-0.5302788238,-129.487092,187.0483766,47.95321637
unconditional_same_eligible_months,5,real,Hlth minus MKT,684,7.01569136,10.74320164,-55.72947161,122.8314878,37.42690058
unconditional_same_eligible_months,5,real,Manuf minus MKT,684,-3.901504302,-0.3167798323,-64.88980039,72.63041842,57.60233918
unconditional_same_eligible_months,5,real,Money minus MKT,684,6.194748919,7.354681509,-51.9775488,113.4326783,41.95906433
unconditional_same_eligible_months,5,real,NoDur minus MKT,684,5.743477035,9.767192299,-123.7603884,135.1618577,41.37426901
unconditional_same_eligible_months,5,real,Other minus MKT,684,-13.55194583,-14.04359391,-127.5480458,51.86512444,78.21637427
unconditional_same_eligible_months,5,real,Shops minus MKT,684,8.65885036,9.636764672,-65.7058679,105.2440262,33.77192982
unconditional_same_eligible_months,5,real,Telcm minus MKT,684,-5.254848999,-2.330256967,-87.20393543,120.7209588,55.84795322
unconditional_same_eligible_months,5,real,Utils minus MKT,684,-7.251564397,-8.062027716,-149.2532145,77.87289776,58.91812865
