specification,horizon_years,return_basis,asset,n,median,mean,minimum,maximum,negative_pct
review_expanding_recomputed,3,real,Telcm minus MKT,8,-8.3350995,-10.11394249,-40.85738252,25.12855689,75
review_expanding_recomputed,3,real,Utils minus MKT,8,-4.084729284,-3.842807172,-40.99190875,38.02315517,50
review_expanding_recomputed,5,nominal,MKT,8,49.32596023,57.55724969,-14.310336,158.329233,12.5
review_expanding_recomputed,5,nominal,CASH,8,19.84081153,19.13329238,0.1901670901,35.24281598,0
review_expanding_recomputed,5,nominal,NoDur,8,54.0494895,71.87273652,20.94393392,149.3430927,0
review_expanding_recomputed,5,nominal,Durbl,8,40.88153328,53.81905783,-5.950009315,162.3857542,12.5
review_expanding_recomputed,5,nominal,Manuf,8,48.0274818,57.97333571,13.18954891,126.9394293,0
review_expanding_recomputed,5,nominal,Enrgy,8,56.80302523,57.5916851,-3.013325092,102.6025668,12.5
review_expanding_recomputed,5,nominal,Chems,8,48.27458912,57.26864995,4.091052037,146.0681463,0
review_expanding_recomputed,5,nominal,BusEq,8,77.07929021,79.08752098,-64.95945657,289.4739579,12.5
review_expanding_recomputed,5,nominal,Telcm,8,39.07182505,49.90911789,-58.36186582,142.7009513,25
review_expanding_recomputed,5,nominal,Utils,8,54.87673513,53.43134393,2.472781765,97.86124855,0
review_expanding_recomputed,5,nominal,Shops,8,69.49565526,67.17190037,3.46910102,130.4068621,0
review_expanding_recomputed,5,nominal,Hlth,8,71.20408091,84.64705058,-19.34159509,264.8333413,12.5
review_expanding_recomputed,5,nominal,Money,8,54.9692919,70.694551,-25.91135764,215.4950778,12.5
review_expanding_recomputed,5,nominal,Other,8,47.69058938,42.00113698,-1.214173581,81.20025707,12.5
review_expanding_recomputed,5,nominal,BusEq minus MKT,8,12.00482708,21.5302713,-50.64912056,131.1447249,37.5
review_expanding_recomputed,5,nominal,Chems minus MKT,8,-13.6283011,-0.2885997395,-28.50934504,73.8198965,62.5
review_expanding_recomputed,5,nominal,Durbl minus MKT,8,-19.2619825,-3.738191856,-67.10112426,100.8226187,62.5
review_expanding_recomputed,5,nominal,Enrgy minus MKT,8,8.000034516,0.03443540926,-87.31909846,109.0869623,37.5
review_expanding_recomputed,5,nominal,Hlth minus MKT,8,18.0830322,27.08980089,-38.4281627,106.5041084,25
review_expanding_recomputed,5,nominal,Manuf minus MKT,8,-7.463457977,0.4160860203,-31.38980361,47.78964465,62.5
review_expanding_recomputed,5,nominal,Money minus MKT,8,7.240397549,13.13730131,-40.63390949,62.63838866,25
review_expanding_recomputed,5,nominal,NoDur minus MKT,8,12.74069791,14.31548683,-24.71399552,76.51130485,25
review_expanding_recomputed,5,nominal,Other minus MKT,8,-12.6233959,-15.5561127,-95.55220958,21.37029813,62.5
review_expanding_recomputed,5,nominal,Shops minus MKT,8,20.09475212,9.61465068,-44.69258699,31.49161995,25
review_expanding_recomputed,5,nominal,Telcm minus MKT,8,-9.365696317,-7.648131799,-48.16990961,45.66385656,62.5
review_expanding_recomputed,5,nominal,Utils minus MKT,8,-5.565830598,-4.125905759,-83.89593562,81.39526133,62.5
review_expanding_recomputed,5,real,MKT,8,24.63203295,34.4858378,-24.11738714,129.8358806,25
review_expanding_recomputed,5,real,CASH,8,0.9417565529,0.4145691011,-12.72330726,13.1715261,37.5
review_expanding_recomputed,5,real,NoDur,8,33.48354578,47.25873894,-17.28873377,121.840899,12.5
review_expanding_recomputed,5,real,Durbl,8,23.371581,30.39121581,-16.44443278,117.146406,50
review_expanding_recomputed,5,real,Manuf,8,26.03653784,35.02863961,-22.59181084,101.9083284,12.5
review_expanding_recomputed,5,real,Enrgy,8,33.19079624,33.48680062,-8.953683696,80.25578769,25
review_expanding_recomputed,5,real,Chems,8,29.16148357,34.76736515,-28.81410056,118.9271747,25
review_expanding_recomputed,5,real,BusEq,8,48.68475389,53.49171921,-68.96979323,246.5155262,25
review_expanding_recomputed,5,real,Telcm,8,5.917126353,27.16775304,-63.12728667,115.9313766,50
review_expanding_recomputed,5,real,Utils,8,31.72983258,30.50713805,-13.62212798,64.26744613,25
review_expanding_recomputed,5,real,Shops,8,41.44028951,43.08363863,-29.23944109,102.5799704,25
review_expanding_recomputed,5,real,Hlth,8,43.10098169,59.53850239,-44.83924422,224.5927351,25
review_expanding_recomputed,5,real,Money,8,31.58538054,45.97469484,-34.17842478,180.6964129,25
review_expanding_recomputed,5,real,Other,8,23.44264437,20.66081195,-15.14179659,62.33311353,37.5
review_expanding_recomputed,5,real,BusEq minus MKT,8,10.79007053,19.00588141,-44.85240609,116.6796456,37.5
review_expanding_recomputed,5,real,Chems minus MKT,8,-10.58192755,0.281527348,-24.03151856,65.37132212,62.5
review_expanding_recomputed,5,real,Durbl minus MKT,8,-16.36502869,-4.094621993,-59.6999643,83.43924526,62.5
review_expanding_recomputed,5,real,Enrgy minus MKT,8,6.623266923,-0.9990371759,-81.97087142,96.60212611,37.5
review_expanding_recomputed,5,real,Hlth minus MKT,8,15.47841,25.05266459,-26.2802928,94.7568545,25
review_expanding_recomputed,5,real,Manuf minus MKT,8,-5.736623683,0.5428018148,-27.92755227,42.32019283,62.5
review_expanding_recomputed,5,real,Money minus MKT,8,5.946524707,11.48885704,-36.09983724,55.46952077,25
review_expanding_recomputed,5,real,NoDur minus MKT,8,10.58150707,12.77290114,-20.45292178,67.75470289,25
review_expanding_recomputed,5,real,Other minus MKT,8,-11.50126474,-13.82502584,-85.01293479,18.01376761,62.5
review_expanding_recomputed,5,real,Shops minus MKT,8,16.80825656,8.597800829,-39.76305728,29.56278265,25
review_expanding_recomputed,5,real,Telcm minus MKT,8,-8.330679605,-7.31808476,-39.86467475,31.22864682,62.5
review_expanding_recomputed,5,real,Utils minus MKT,8,-5.120993934,-3.978699747,-74.64233151,72.07969802,62.5
original_full_history_diagnostic,1,nominal,MKT,8,0.6464309577,-0.4100885255,-35.95250516,22.20337507,50
original_full_history_diagnostic,1,nominal,CASH,8,3.936594864,4.081302377,0,9.881018659,0
original_full_history_diagnostic,1,nominal,NoDur,8,8.308218846,4.942634749,-20.84337607,27.48072808,25
original_full_history_diagnostic,1,nominal,Durbl,8,1.523868587,-5.818108759,-59.64930058,16.15149477,37.5
original_full_history_diagnostic,1,nominal,Manuf,8,2.31846814,-0.4090637087,-44.23261958,27.12551882,37.5
original_full_history_diagnostic,1,nominal,Enrgy,8,5.407236518,13.21337179,-28.87939287,73.43571974,37.5
original_full_history_diagnostic,1,nominal,Chems,8,2.32296419,1.152315501,-22.71537645,26.07035842,37.5
original_full_history_diagnostic,1,nominal,BusEq,8,-0.8047196287,-3.175984839,-40.32596001,28.96218806,50
original_full_history_diagnostic,1,nominal,Telcm,8,1.897277222,-7.987363257,-39.78255613,8.711254293,50
original_full_history_diagnostic,1,nominal,Utils,8,3.84559177,-0.7543193914,-27.51122621,16.94055596,37.5
original_full_history_diagnostic,1,nominal,Shops,8,4.703959684,0.5164708917,-24.55552442,27.35002577,37.5
original_full_history_diagnostic,1,nominal,Hlth,8,5.083671562,4.350614498,-19.76024138,29.7465785,50
original_full_history_diagnostic,1,nominal,Money,8,5.215424193,3.338618693,-48.11829485,36.79764955,50
original_full_history_diagnostic,1,nominal,Other,8,-0.6065886764,-3.060857125,-40.69494974,23.74000386,50
original_full_history_diagnostic,1,nominal,BusEq minus MKT,8,-4.458932899,-2.765896313,-16.3499743,19.14782596,75
original_full_history_diagnostic,1,nominal,Chems minus MKT,8,1.253027314,1.562404027,-8.329288821,16.61216475,50
original_full_history_diagnostic,1,nominal,Durbl minus MKT,8,-8.788365283,-5.408020233,-23.69679542,17.09904273,75
original_full_history_diagnostic,1,nominal,Enrgy minus MKT,8,7.127769122,13.62346032,-40.20260394,81.95721993,25
original_full_history_diagnostic,1,nominal,Hlth minus MKT,8,1.83849869,4.760703023,-4.041587845,18.35385698,37.5
original_full_history_diagnostic,1,nominal,Manuf minus MKT,8,0.4899237495,0.001024816827,-8.574629168,10.38401503,50
original_full_history_diagnostic,1,nominal,Money minus MKT,8,4.50538502,3.748707219,-12.16578969,14.59427448,12.5
original_full_history_diagnostic,1,nominal,NoDur minus MKT,8,6.695987397,5.352723275,-8.925142381,15.15891404,25
original_full_history_diagnostic,1,nominal,Other minus MKT,8,-2.59244575,-2.6507686,-13.11529956,4.792166724,75
original_full_history_diagnostic,1,nominal,Shops minus MKT,8,-4.094076297,0.9265594172,-11.2488154,15.95730425,62.5
original_full_history_diagnostic,1,nominal,Telcm minus MKT,8,-9.209929781,-7.577274732,-19.155208,16.60175289,87.5
original_full_history_diagnostic,1,nominal,Utils minus MKT,8,-3.634502008,-0.3442308658,-14.56775292,25.46205615,62.5
original_full_history_diagnostic,1,real,MKT,8,-1.728446066,-5.10530019,-38.25620201,18.60690755,50
original_full_history_diagnostic,1,real,CASH,8,-0.8596205885,-0.9107903478,-7.636246486,2.34622094,62.5
original_full_history_diagnostic,1,real,NoDur,8,1.783953209,0.2078997371,-25.87432397,23.7289471,50
original_full_history_diagnostic,1,real,Durbl,8,-0.6729742562,-10.30066545,-61.10065756,12.73313519,62.5
original_full_history_diagnostic,1,real,Manuf,8,1.613901796,-5.081674477,-46.23849254,23.38419172,37.5
original_full_history_diagnostic,1,real,Enrgy,8,1.534499225,7.013695987,-31.43749945,59.90374281,50
original_full_history_diagnostic,1,real,Chems,8,-0.5346560167,-3.541033403,-25.4951939,22.36008488,62.5
original_full_history_diagnostic,1,real,BusEq,8,-9.383514709,-7.64992775,-42.47234993,26.0400841,50
original_full_history_diagnostic,1,real,Telcm,8,-8.204553072,-12.36398789,-41.94849152,7.223682395,62.5
original_full_history_diagnostic,1,real,Utils,8,-1.027403508,-5.555143536,-30.11854379,7.816501772,50
original_full_history_diagnostic,1,real,Shops,8,-0.5607531359,-3.950977286,-30.77149362,27.06326163,50
original_full_history_diagnostic,1,real,Hlth,8,-1.208187034,-0.3721929171,-24.21946857,29.45441786,50
original_full_history_diagnostic,1,real,Money,8,2.554802549,-1.485369428,-49.98440563,32.77166988,50
original_full_history_diagnostic,1,real,Other,8,-1.878403292,-7.680042419,-42.82806763,11.26576869,50
original_full_history_diagnostic,1,real,BusEq minus MKT,8,-4.202995128,-2.544627559,-16.16626672,18.71396283,75
original_full_history_diagnostic,1,real,Chems minus MKT,8,1.15941881,1.564266787,-8.213330072,16.42551121,50
original_full_history_diagnostic,1,real,Durbl minus MKT,8,-8.284574301,-5.195365263,-22.84445556,15.76492394,75
original_full_history_diagnostic,1,real,Enrgy minus MKT,8,6.960213544,12.11899618,-40.11207656,75.56267093,25
original_full_history_diagnostic,1,real,Hlth minus MKT,8,1.807279644,4.733107273,-3.674170768,18.31252815,37.5
original_full_history_diagnostic,1,real,Manuf minus MKT,8,0.5450181903,0.02362571308,-8.555320996,10.26734071,50
original_full_history_diagnostic,1,real,Money minus MKT,8,4.123452292,3.619930763,-11.72820362,14.16476233,12.5
original_full_history_diagnostic,1,real,NoDur minus MKT,8,6.6091945,5.313199928,-7.963790609,14.98858916,25
original_full_history_diagnostic,1,real,Other minus MKT,8,-2.534011695,-2.574742228,-12.72931391,4.275989191,75
original_full_history_diagnostic,1,real,Shops minus MKT,8,-3.932198801,1.154322905,-10.22619582,15.92137193,62.5
original_full_history_diagnostic,1,real,Telcm minus MKT,8,-8.640122048,-7.258687702,-17.89351016,15.09250262,87.5
original_full_history_diagnostic,1,real,Utils minus MKT,8,-3.559141282,-0.4498433459,-14.1390213,23.47542988,62.5
original_full_history_diagnostic,3,nominal,MKT,8,30.8474952,29.98887172,-15.46580282,89.16011346,25
original_full_history_diagnostic,3,nominal,CASH,8,12.65279501,14.04707447,0.5715124748,40.24480283,0
original_full_history_diagnostic,3,nominal,NoDur,8,32.568884,31.34124556,-1.840834734,63.98852632,12.5
original_full_history_diagnostic,3,nominal,Durbl,8,17.15181084,17.03852682,-14.12207951,85.25553561,37.5
original_full_history_diagnostic,3,nominal,Manuf,8,28.67320199,26.58751998,-14.57754983,58.22648199,12.5
original_full_history_diagnostic,3,nominal,Enrgy,8,27.66295284,41.04655679,-26.13805284,130.9645953,25
original_full_history_diagnostic,3,nominal,Chems,8,22.36246732,24.12065946,3.004167258,51.79326133,0
original_full_history_diagnostic,3,nominal,BusEq,8,40.7218459,38.18627801,-19.01965432,141.3284298,37.5
original_full_history_diagnostic,3,nominal,Telcm,8,22.72077399,21.89586623,-34.66068884,122.6070091,37.5
original_full_history_diagnostic,3,nominal,Utils,8,20.92350921,17.25543044,-12.19146251,41.00924579,25
original_full_history_diagnostic,3,nominal,Shops,8,30.54599731,37.77618998,-9.693159638,112.0368525,12.5
original_full_history_diagnostic,3,nominal,Hlth,8,23.99473813,30.83384741,-25.79551725,113.0188799,37.5
original_full_history_diagnostic,3,nominal,Money,8,39.45923204,39.36367814,-46.51509159,103.3212287,25
original_full_history_diagnostic,3,nominal,Other,8,27.02755436,24.52639672,-24.79921969,97.30795799,37.5
original_full_history_diagnostic,3,nominal,BusEq minus MKT,8,12.3409979,8.197406291,-24.00890589,52.16831632,37.5
original_full_history_diagnostic,3,nominal,Chems minus MKT,8,-14.45129959,-5.868212262,-37.36685213,28.2614718,62.5
original_full_history_diagnostic,3,nominal,Durbl minus MKT,8,-12.1512935,-12.9503449,-45.62433513,17.18099315,75
original_full_history_diagnostic,3,nominal,Enrgy minus MKT,8,13.214314,11.05768506,-62.19691972,89.55575078,37.5
original_full_history_diagnostic,3,nominal,Hlth minus MKT,8,3.675915174,0.8449756895,-24.15234272,23.85876644,37.5
original_full_history_diagnostic,3,nominal,Manuf minus MKT,8,-1.23512632,-3.401351741,-30.93363147,16.73256866,50
original_full_history_diagnostic,3,nominal,Money minus MKT,8,12.28610515,9.374806417,-31.04928878,54.46566472,25
original_full_history_diagnostic,3,nominal,NoDur minus MKT,8,3.221875827,1.352373842,-33.64978346,25.33549079,50
original_full_history_diagnostic,3,nominal,Other minus MKT,8,-4.381125332,-5.462475003,-52.5220537,32.61858595,75
original_full_history_diagnostic,3,nominal,Shops minus MKT,8,7.374545914,7.78731826,-8.049985112,22.90470739,37.5
original_full_history_diagnostic,3,nominal,Telcm minus MKT,8,-13.41992959,-8.093005488,-48.36056274,33.44689562,62.5
original_full_history_diagnostic,3,nominal,Utils minus MKT,8,-6.89290344,-12.73344128,-51.66926537,7.042204207,62.5
original_full_history_diagnostic,3,real,MKT,8,13.6286998,14.2603794,-24.34090348,78.01953604,37.5
original_full_history_diagnostic,3,real,CASH,8,-1.25163525,-0.3764891696,-6.043960231,9.132401356,62.5
original_full_history_diagnostic,3,real,NoDur,8,16.61616806,15.72457662,-24.4929498,46.35155525,25
original_full_history_diagnostic,3,real,Durbl,8,-4.509857519,3.697614026,-24.49369365,74.34491815,50
original_full_history_diagnostic,3,real,Manuf,8,8.961536343,11.4197271,-18.4170459,48.90773958,25
original_full_history_diagnostic,3,real,Enrgy,8,20.23717938,21.37098311,-28.17781993,86.59789775,37.5
original_full_history_diagnostic,3,real,Chems,8,2.967965557,9.309832336,-10.68268199,42.85340319,37.5
original_full_history_diagnostic,3,real,BusEq,8,11.56304742,22.60109717,-30.60149764,127.1154014,37.5
original_full_history_diagnostic,3,real,Telcm,8,1.697623567,7.065978256,-38.4053628,109.4965781,50
original_full_history_diagnostic,3,real,Utils,8,1.2716675,2.901636914,-18.92382332,29.39333002,37.5
original_full_history_diagnostic,3,real,Shops,8,10.33445018,21.87341437,-30.53319972,99.54895041,25
original_full_history_diagnostic,3,real,Hlth,8,9.399371505,15.50857597,-42.91962865,100.4731414,50
original_full_history_diagnostic,3,real,Money,8,22.20979995,22.7220199,-48.91908604,91.34663298,25
original_full_history_diagnostic,3,real,Other,8,15.95380706,8.293075993,-28.17928079,41.74907902,37.5
original_full_history_diagnostic,3,real,BusEq minus MKT,8,11.12124589,8.340717775,-19.81033039,49.09586539,37.5
original_full_history_diagnostic,3,real,Chems minus MKT,8,-11.37395066,-4.95054706,-35.16613285,26.6417731,62.5
original_full_history_diagnostic,3,real,Durbl minus MKT,8,-11.09689973,-10.56276537,-32.77722578,16.19632991,75
original_full_history_diagnostic,3,real,Enrgy minus MKT,8,11.49697422,7.110603715,-60.47929333,77.65588214,37.5
original_full_history_diagnostic,3,real,Hlth minus MKT,8,2.789475727,1.248196572,-18.57872517,22.45360534,37.5
original_full_history_diagnostic,3,real,Manuf minus MKT,8,-1.0682486,-2.840652295,-29.11179647,15.77360516,50
original_full_history_diagnostic,3,real,Money minus MKT,8,10.40329406,8.461640505,-29.65371159,48.40561137,25
original_full_history_diagnostic,3,real,NoDur minus MKT,8,3.152978359,1.464197225,-31.66798079,24.19673257,50
original_full_history_diagnostic,3,real,Other minus MKT,8,-3.592424178,-5.967303403,-49.42876942,23.43369505,75
original_full_history_diagnostic,3,real,Shops minus MKT,8,7.00261839,7.613034978,-6.19229624,21.52941436,37.5
original_full_history_diagnostic,3,real,Telcm minus MKT,8,-10.76422095,-7.19440114,-41.9345729,31.47704202,62.5
original_full_history_diagnostic,3,real,Utils minus MKT,8,-6.618522772,-11.35874248,-48.62620602,5.417080159,62.5
original_full_history_diagnostic,5,nominal,MKT,8,55.23674788,56.34200367,-0.07251224713,144.6170361,12.5
original_full_history_diagnostic,5,nominal,CASH,8,24.03092444,25.03483021,2.488234819,69.50889788,0
original_full_history_diagnostic,5,nominal,NoDur,8,47.46728655,60.19930854,0.7833865328,184.1010217,0
original_full_history_diagnostic,5,nominal,Durbl,8,17.91888852,34.28185118,-15.67243092,150.3550857,25
original_full_history_diagnostic,5,nominal,Manuf,8,61.50758789,54.90326541,-7.803655267,106.1483247,25
original_full_history_diagnostic,5,nominal,Enrgy,8,73.70564075,75.50076724,-24.99311723,185.6190104,12.5
original_full_history_diagnostic,5,nominal,Chems,8,41.16619414,39.13015988,-11.95268633,109.0000368,25
original_full_history_diagnostic,5,nominal,BusEq,8,85.05067358,69.16604647,-12.7849974,142.6959183,25
original_full_history_diagnostic,5,nominal,Telcm,8,36.67804576,33.86646854,-29.38604539,95.88165422,25
original_full_history_diagnostic,5,nominal,Utils,8,45.15067149,54.58695871,11.69956805,123.3937234,0
original_full_history_diagnostic,5,nominal,Shops,8,76.07502599,81.06039281,-21.64564595,224.7593891,12.5
original_full_history_diagnostic,5,nominal,Hlth,8,49.74265146,61.43992221,-32.488557,156.309975,25
original_full_history_diagnostic,5,nominal,Money,8,80.27454039,70.30050451,-37.50879394,163.0242731,25
original_full_history_diagnostic,5,nominal,Other,8,31.20821303,42.85400407,-13.34866852,169.9039085,25
original_full_history_diagnostic,5,nominal,BusEq minus MKT,8,9.179508945,12.8240428,-33.57454537,52.33317994,37.5
original_full_history_diagnostic,5,nominal,Chems minus MKT,8,-13.91778182,-17.21184379,-74.67769582,34.15059733,75
original_full_history_diagnostic,5,nominal,Durbl minus MKT,8,-15.89516878,-22.06015248,-59.51230969,5.738049545,87.5
original_full_history_diagnostic,5,nominal,Enrgy minus MKT,8,10.37189084,19.15876357,-95.90095296,111.3400967,25
original_full_history_diagnostic,5,nominal,Hlth minus MKT,8,0.8337899935,5.097918542,-35.67608757,57.82976891,50
original_full_history_diagnostic,5,nominal,Manuf minus MKT,8,-6.411918019,-1.438738257,-38.46871145,40.9492273,62.5
original_full_history_diagnostic,5,nominal,Money minus MKT,8,17.15356661,13.95850084,-41.66772269,52.92370894,37.5
original_full_history_diagnostic,5,nominal,NoDur minus MKT,8,7.100129405,3.85730487,-46.26156956,41.90806892,37.5
original_full_history_diagnostic,5,nominal,Other minus MKT,8,-10.57531898,-13.48799959,-63.28325873,25.28687238,87.5
original_full_history_diagnostic,5,nominal,Shops minus MKT,8,23.73903062,24.71838914,-21.5731337,80.14235295,25
original_full_history_diagnostic,5,nominal,Telcm minus MKT,8,-27.11265226,-22.47553512,-88.22328526,58.25314718,75
original_full_history_diagnostic,5,nominal,Utils minus MKT,8,-5.429463442,-1.755044957,-27.86609198,35.23472786,62.5
original_full_history_diagnostic,5,real,MKT,8,27.20830746,27.23252154,-31.79552423,73.04571588,25
original_full_history_diagnostic,5,real,CASH,8,-2.381351946,0.9339728029,-7.77403644,13.45069564,62.5
original_full_history_diagnostic,5,real,NoDur,8,33.31118408,29.62936405,-31.21133935,89.11883486,12.5
original_full_history_diagnostic,5,real,Durbl,8,2.545973887,7.769574183,-33.59728975,66.65502232,37.5
original_full_history_diagnostic,5,real,Manuf,8,39.99305083,27.1220989,-37.07233613,78.02828874,25
original_full_history_diagnostic,5,real,Enrgy,8,40.72478201,41.73862118,-30.3602605,133.3462508,37.5
original_full_history_diagnostic,5,real,Chems,8,22.0144527,13.95780476,-39.90421448,43.86477064,25
original_full_history_diagnostic,5,real,BusEq,8,42.12158968,38.65648598,-38.17671008,107.2669281,37.5
original_full_history_diagnostic,5,real,Telcm,8,11.70621383,8.191587044,-37.67273816,55.10145959,37.5
original_full_history_diagnostic,5,real,Utils,8,31.55113647,25.58537415,-10.3354584,65.20964431,25
original_full_history_diagnostic,5,real,Shops,8,44.29113487,47.28041161,-46.52004406,116.1840775,12.5
original_full_history_diagnostic,5,real,Hlth,8,33.27072682,32.07381745,-53.92076113,123.9753419,25
original_full_history_diagnostic,5,real,Money,8,48.23042839,38.63755746,-43.56480632,110.5087913,25
original_full_history_diagnostic,5,real,Other,8,10.91351162,14.89223998,-31.84646646,79.6681772,25
original_full_history_diagnostic,5,real,BusEq minus MKT,8,7.623970609,11.42396444,-29.63450343,48.58846127,37.5
original_full_history_diagnostic,5,real,Chems minus MKT,8,-11.46119321,-13.27471678,-61.01050598,30.14295451,75
original_full_history_diagnostic,5,real,Durbl minus MKT,8,-14.23253658,-19.46294736,-55.25388592,3.819673854,87.5
original_full_history_diagnostic,5,real,Enrgy minus MKT,8,8.718381023,14.50609964,-89.03872732,90.96311238,25
original_full_history_diagnostic,5,real,Hlth minus MKT,8,-0.7621492214,4.841295908,-29.14680388,50.92962603,50
original_full_history_diagnostic,5,real,Manuf minus MKT,8,-4.937986444,-0.1104226412,-25.60764423,36.14375128,62.5
original_full_history_diagnostic,5,real,Money minus MKT,8,13.50770194,11.40503591,-37.62971062,42.48342392,37.5
original_full_history_diagnostic,5,real,NoDur minus MKT,8,6.181278412,2.396842509,-37.7949766,37.84676494,37.5
original_full_history_diagnostic,5,real,Other minus MKT,8,-9.16760809,-12.34028156,-55.73241535,16.83282874,87.5
original_full_history_diagnostic,5,real,Shops minus MKT,8,21.61184412,20.04789007,-14.72451983,53.348729,25
original_full_history_diagnostic,5,real,Telcm minus MKT,8,-23.35996844,-19.0409345,-72.07704006,39.76008458,75
original_full_history_diagnostic,5,real,Utils minus MKT,8,-4.719168153,-1.647147388,-22.36893488,24.04909997,62.5
unconditional_same_eligible_months,1,nominal,MKT,684,13.52140648,11.79795087,-42.5673857,67.01839753,21.92982456
unconditional_same_eligible_months,1,nominal,CASH,684,4.802511954,4.555306588,0,15.21787816,0
unconditional_same_eligible_months,1,nominal,NoDur,684,13.27036108,13.23842876,-45.30344304,63.43355217,20.02923977
unconditional_same_eligible_months,1,nominal,Durbl,684,8.524229331,13.1902035,-65.12117332,260.8320136,33.1871345
unconditional_same_eligible_months,1,nominal,Manuf,684,13.64745552,12.44779951,-54.53872077,84.18216355,25.73099415
unconditional_same_eligible_months,1,nominal,Enrgy,684,12.96013437,12.37850338,-54.39154299,97.83660381,26.9005848
unconditional_same_eligible_months,1,nominal,Chems,684,11.36275164,11.34957907,-40.52363707,61.95261293,23.24561404
unconditional_same_eligible_months,1,nominal,BusEq,684,13.25623893,13.87487376,-63.43139899,104.9627011,25.14619883
unconditional_same_eligible_months,1,nominal,Telcm,684,10.21785098,10.97802035,-46.0556282,73.731335,25.58479532
unconditional_same_eligible_months,1,nominal,Utils,684,11.38259611,10.40868624,-36.66088963,51.01052983,22.51461988
unconditional_same_eligible_months,1,nominal,Shops,684,12.76247279,13.34284049,-47.88343746,106.5029189,24.12280702
unconditional_same_eligible_months,1,nominal,Hlth,684,13.06299469,13.41659988,-43.6008658,63.45861692,23.68421053
unconditional_same_eligible_months,1,nominal,Money,684,12.78934526,13.00791231,-61.82905708,79.86940217,26.60818713
unconditional_same_eligible_months,1,nominal,Other,684,12.47837296,10.40624668,-53.13817421,83.5060222,27.33918129
unconditional_same_eligible_months,1,nominal,BusEq minus MKT,684,1.599467041,2.07692289,-36.39905002,76.17029613,45.1754386
unconditional_same_eligible_months,1,nominal,Chems minus MKT,684,-1.133053836,-0.4483718038,-39.20302102,32.45953928,55.40935673
unconditional_same_eligible_months,1,nominal,Durbl minus MKT,684,-2.532019981,1.392252634,-37.23234276,196.0402079,56.87134503
unconditional_same_eligible_months,1,nominal,Enrgy minus MKT,684,-0.1692831516,0.5805525116,-63.2836631,86.54618203,50.58479532
unconditional_same_eligible_months,1,nominal,Hlth minus MKT,684,1.856120572,1.618649014,-33.87191117,46.9930867,44.59064327
unconditional_same_eligible_months,1,nominal,Manuf minus MKT,684,-0.1117966218,0.6498486406,-20.63833768,30.94586897,50.87719298
unconditional_same_eligible_months,1,nominal,Money minus MKT,684,1.113404614,1.209961438,-36.78983231,51.81571858,44.44444444
unconditional_same_eligible_months,1,nominal,NoDur minus MKT,684,1.698394253,1.440477886,-41.15417823,50.21362541,41.8128655
unconditional_same_eligible_months,1,nominal,Other minus MKT,684,-1.416739707,-1.391704191,-22.41668888,32.20122141,60.38011696
unconditional_same_eligible_months,1,nominal,Shops minus MKT,684,0.4183304302,1.544889615,-27.41060715,46.44324249,48.97660819
unconditional_same_eligible_months,1,nominal,Telcm minus MKT,684,-1.057458421,-0.8199305228,-35.79442888,41.0996584,52.77777778
unconditional_same_eligible_months,1,nominal,Utils minus MKT,684,-2.001572135,-1.389264629,-42.23746645,65.20609479,57.45614035
unconditional_same_eligible_months,1,real,MKT,684,9.919799504,7.645965978,-47.47162674,62.98576016,28.07017544
unconditional_same_eligible_months,1,real,CASH,684,0.45494263,0.5759803147,-8.147720827,6.98738276,40.64327485
unconditional_same_eligible_months,1,real,NoDur,684,8.745422151,9.033300383,-51.14062501,60.59512667,28.3625731
unconditional_same_eligible_months,1,real,Durbl,684,4.639783445,9.069088601,-65.12412492,251.4558095,42.54385965
unconditional_same_eligible_months,1,real,Manuf,684,9.489025901,8.283149709,-54.54256789,80.30323451,31.14035088
unconditional_same_eligible_months,1,real,Enrgy,684,9.089816728,7.989651945,-55.06292091,85.28264056,32.60233918
unconditional_same_eligible_months,1,real,Chems,684,6.85073617,7.221505917,-41.9381071,58.22023808,31.28654971
unconditional_same_eligible_months,1,real,BusEq,684,9.051208868,9.725887998,-64.35536701,100.0139035,31.28654971
unconditional_same_eligible_months,1,real,Telcm,684,6.255774718,6.858284609,-46.83482468,71.37202057,35.52631579
unconditional_same_eligible_months,1,real,Utils,684,7.12934396,6.277440634,-43.42039943,47.77783259,33.1871345
unconditional_same_eligible_months,1,real,Shops,684,8.913809906,9.188299401,-53.44528405,101.516933,30.26315789
unconditional_same_eligible_months,1,real,Hlth,684,8.466999466,9.228942813,-49.61974573,58.72754263,32.30994152
unconditional_same_eligible_months,1,real,Money,684,8.667466574,8.816131151,-61.83228726,76.08130112,31.87134503
unconditional_same_eligible_months,1,real,Other,684,8.206146524,6.266012358,-53.14213986,79.07529329,34.50292398
unconditional_same_eligible_months,1,real,BusEq minus MKT,684,1.549205341,2.079922021,-35.15817331,73.79557513,45.1754386
unconditional_same_eligible_months,1,real,Chems minus MKT,684,-1.092363054,-0.4244600607,-37.93181709,31.59956276,55.40935673
unconditional_same_eligible_months,1,real,Durbl minus MKT,684,-2.416162831,1.423122624,-36.07156972,190.9461116,56.87134503
unconditional_same_eligible_months,1,real,Enrgy minus MKT,684,-0.1554131104,0.3436859677,-62.4154499,79.73801389,50.58479532
