window,specification,sample,month,cape_pct,credit_pct
matched_screen,unconditional_same_eligible_months,monthly_pool,1999-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,1999-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,1999-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,1999-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,1999-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,1999-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2000-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2001-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2002-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2003-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2004-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2005-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2006-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2007-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2008-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2009-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2010-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2011-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2012-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2013-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2014-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2015-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2016-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2017-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2018-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-10,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2019-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-07,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-08,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-09,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-11,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2020-12,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-01,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-02,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-03,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-04,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-05,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-06,,
matched_screen,unconditional_same_eligible_months,monthly_pool,2021-07,,
matched_screen,full_history_original,monthly_pool,1997-02,93.28663164,15.55727554
matched_screen,full_history_original,monthly_pool,1997-03,92.52772913,15.17027864
matched_screen,full_history_original,monthly_pool,1997-04,91.09748978,12.22910217
matched_screen,full_history_original,monthly_pool,1997-05,93.84121424,13.58359133
matched_screen,full_history_original,monthly_pool,1997-06,95.32983071,12.22910217
matched_screen,full_history_original,monthly_pool,1997-07,96.49737303,13.15789474
matched_screen,full_history_original,monthly_pool,1997-08,96.32224168,11.76470588
matched_screen,full_history_original,monthly_pool,1997-09,96.43899591,7.275541796
matched_screen,full_history_original,monthly_pool,1997-10,96.61412726,9.133126935
matched_screen,full_history_original,monthly_pool,1997-11,96.08873322,7.275541796
matched_screen,full_history_original,monthly_pool,1997-12,96.67250438,8.591331269
matched_screen,full_history_original,monthly_pool,1998-01,96.55575015,9.752321981
matched_screen,full_history_original,monthly_pool,1998-02,97.25627554,9.752321981
matched_screen,full_history_original,monthly_pool,1998-03,97.60653824,11.76470588
matched_screen,full_history_original,monthly_pool,1998-04,98.1903094,15.94427245
matched_screen,full_history_original,monthly_pool,1998-05,97.95680093,12.22910217
matched_screen,full_history_original,monthly_pool,1998-06,97.8400467,11.02941176
matched_screen,full_history_original,monthly_pool,1998-07,98.48219498,11.76470588
matched_screen,full_history_original,monthly_pool,1998-08,97.489784,14.24148607
matched_screen,full_history_original,monthly_pool,1999-12,100,15.94427245
matched_screen,full_history_original,monthly_pool,2000-01,99.88324577,7.275541796
matched_screen,full_history_original,monthly_pool,2000-02,99.35785172,12.22910217
matched_screen,full_history_original,monthly_pool,2021-05,97.66491535,19.07894737
matched_screen,full_history_original,monthly_pool,2021-06,97.72329247,17.18266254
matched_screen,full_history_original,chronological_60m,1997-02,93.28663164,15.55727554
matched_screen,full_history_original,chronological_60m,2021-05,97.66491535,19.07894737
matched_screen,full_history_original,chronological_12m,1997-02,93.28663164,15.55727554
matched_screen,full_history_original,chronological_12m,1998-02,97.25627554,9.752321981
matched_screen,full_history_original,chronological_12m,1999-12,100,15.94427245
matched_screen,full_history_original,chronological_12m,2021-05,97.66491535,19.07894737
matched_screen,full_history_original,chronological_36m,1997-02,93.28663164,15.55727554
matched_screen,full_history_original,chronological_36m,2000-02,99.35785172,12.22910217
matched_screen,full_history_original,chronological_36m,2021-05,97.66491535,19.07894737
matched_screen,expanding_prior,monthly_pool,1964-07,97.30538922,0.1831501832
matched_screen,expanding_prior,monthly_pool,1964-08,96.90927218,0
matched_screen,expanding_prior,monthly_pool,1964-09,97.11155378,0
matched_screen,expanding_prior,monthly_pool,1964-10,98.00995025,0
matched_screen,expanding_prior,monthly_pool,1964-11,98.01192843,0
matched_screen,expanding_prior,monthly_pool,1964-12,96.62363456,0
matched_screen,expanding_prior,monthly_pool,1965-01,98.01587302,0.1811594203
matched_screen,expanding_prior,monthly_pool,1965-02,98.11694747,0.1808318264
matched_screen,expanding_prior,monthly_pool,1965-03,97.82178218,0
matched_screen,expanding_prior,monthly_pool,1965-04,98.1206726,0.3603603604
matched_screen,expanding_prior,monthly_pool,1965-05,98.3201581,0.1798561151
matched_screen,expanding_prior,monthly_pool,1965-06,95.26159921,1.256732496
matched_screen,expanding_prior,monthly_pool,1965-07,94.67455621,1.612903226
matched_screen,expanding_prior,monthly_pool,1965-08,96.0591133,1.252236136
matched_screen,expanding_prior,monthly_pool,1965-09,97.83464567,1.785714286
matched_screen,expanding_prior,monthly_pool,1965-10,98.32841691,0.5347593583
matched_screen,expanding_prior,monthly_pool,1965-11,98.33005894,0
matched_screen,expanding_prior,monthly_pool,1965-12,97.93915604,0
matched_screen,expanding_prior,monthly_pool,1966-01,98.33333333,0
matched_screen,expanding_prior,monthly_pool,1966-02,97.84524976,0.1769911504
matched_screen,expanding_prior,monthly_pool,1966-03,95.30332681,3.003533569
matched_screen,expanding_prior,monthly_pool,1966-04,96.48093842,5.114638448
matched_screen,expanding_prior,monthly_pool,1966-05,92.7734375,9.330985915
matched_screen,expanding_prior,monthly_pool,1966-06,91.80487805,10.72056239
matched_screen,expanding_prior,monthly_pool,1966-07,91.22807018,11.92982456
matched_screen,expanding_prior,monthly_pool,1993-03,90.26745914,11.46067416
matched_screen,expanding_prior,monthly_pool,1993-10,91.27864006,16.61092531
matched_screen,expanding_prior,monthly_pool,1995-03,91.31386861,11.3785558
matched_screen,expanding_prior,monthly_pool,1995-04,93.14369074,11.14754098
matched_screen,expanding_prior,monthly_pool,1995-05,94.97084548,8.951965066
matched_screen,expanding_prior,monthly_pool,1995-06,96.57683904,13.95856052
matched_screen,expanding_prior,monthly_pool,1995-07,98.1077147,16.33986928
matched_screen,expanding_prior,monthly_pool,1995-08,97.81818182,15.12513602
matched_screen,expanding_prior,monthly_pool,1995-09,98.69186047,14.02173913
matched_screen,expanding_prior,monthly_pool,1995-10,98.54756718,16.82953312
matched_screen,expanding_prior,monthly_pool,1995-11,98.83889695,19.95661605
matched_screen,expanding_prior,monthly_pool,1996-01,98.91304348,19.91341991
matched_screen,expanding_prior,monthly_pool,1996-02,99.27588704,17.51351351
matched_screen,expanding_prior,monthly_pool,1997-02,99.78463747,17.18249733
matched_screen,expanding_prior,monthly_pool,1997-03,99.64131994,16.52452026
matched_screen,expanding_prior,monthly_pool,1997-04,99.13978495,13.73801917
matched_screen,expanding_prior,monthly_pool,1997-05,99.78510029,15
matched_screen,expanding_prior,monthly_pool,1997-06,99.85683608,13.7088204
matched_screen,expanding_prior,monthly_pool,1997-07,100,14.75583864
matched_screen,expanding_prior,monthly_pool,1997-08,99.92852037,13.57370095
matched_screen,expanding_prior,monthly_pool,1997-09,99.92857143,8.792372881
matched_screen,expanding_prior,monthly_pool,1997-10,100,11.00529101
matched_screen,expanding_prior,monthly_pool,1997-11,99.64336662,8.773784355
matched_screen,expanding_prior,monthly_pool,1997-12,100,10.66525871
matched_screen,expanding_prior,monthly_pool,1998-01,99.85754986,11.60337553
matched_screen,expanding_prior,monthly_pool,1998-02,100,11.59114858
matched_screen,expanding_prior,monthly_pool,1998-03,100,14.10526316
matched_screen,expanding_prior,monthly_pool,1998-04,100,18.50683491
matched_screen,expanding_prior,monthly_pool,1998-05,99.92897727,14.3907563
matched_screen,expanding_prior,monthly_pool,1998-06,99.85805536,13.43126967
matched_screen,expanding_prior,monthly_pool,1998-07,100,14.1509434
matched_screen,expanding_prior,monthly_pool,1998-08,99.64564139,16.54450262
matched_screen,expanding_prior,monthly_pool,1999-12,100,18.53759011
matched_screen,expanding_prior,monthly_pool,2000-01,99.85994398,8.53909465
matched_screen,expanding_prior,monthly_pool,2000-02,99.58012596,14.38848921
matched_screen,expanding_prior,monthly_pool,2005-01,94.42204301,19.67054264
matched_screen,expanding_prior,monthly_pool,2005-02,94.49294829,15.48886738
matched_screen,expanding_prior,monthly_pool,2005-03,94.02684564,19.72920696
matched_screen,expanding_prior,monthly_pool,2014-02,90.48215404,17.00262927
matched_screen,expanding_prior,monthly_pool,2014-04,90.80675422,18.46019248
matched_screen,expanding_prior,monthly_pool,2014-05,91.1875,11.27622378
matched_screen,expanding_prior,monthly_pool,2014-06,91.94253592,7.248908297
matched_screen,expanding_prior,monthly_pool,2014-07,92.63420724,9.42408377
matched_screen,expanding_prior,monthly_pool,2014-08,91.89020586,13.51351351
matched_screen,expanding_prior,monthly_pool,2017-03,96.26682987,19.524618
matched_screen,expanding_prior,monthly_pool,2017-09,96.58536585,19.42567568
matched_screen,expanding_prior,monthly_pool,2021-05,98.09976247,17.50814332
matched_screen,expanding_prior,monthly_pool,2021-06,98.10089021,16.273393
matched_screen,expanding_prior,monthly_pool,2021-07,98.51720047,19.59349593
matched_screen,expanding_prior,chronological_60m,1964-07,97.30538922,0.1831501832
matched_screen,expanding_prior,chronological_60m,1993-03,90.26745914,11.46067416
matched_screen,expanding_prior,chronological_60m,1998-03,100,14.10526316
matched_screen,expanding_prior,chronological_60m,2005-01,94.42204301,19.67054264
matched_screen,expanding_prior,chronological_60m,2014-02,90.48215404,17.00262927
matched_screen,expanding_prior,chronological_60m,2021-05,98.09976247,17.50814332
matched_screen,expanding_prior,chronological_12m,1964-07,97.30538922,0.1831501832
matched_screen,expanding_prior,chronological_12m,1965-07,94.67455621,1.612903226
matched_screen,expanding_prior,chronological_12m,1966-07,91.22807018,11.92982456
matched_screen,expanding_prior,chronological_12m,1993-03,90.26745914,11.46067416
matched_screen,expanding_prior,chronological_12m,1995-03,91.31386861,11.3785558
matched_screen,expanding_prior,chronological_12m,1997-02,99.78463747,17.18249733
matched_screen,expanding_prior,chronological_12m,1998-02,100,11.59114858
matched_screen,expanding_prior,chronological_12m,1999-12,100,18.53759011
matched_screen,expanding_prior,chronological_12m,2005-01,94.42204301,19.67054264
matched_screen,expanding_prior,chronological_12m,2014-02,90.48215404,17.00262927
matched_screen,expanding_prior,chronological_12m,2017-03,96.26682987,19.524618
matched_screen,expanding_prior,chronological_12m,2021-05,98.09976247,17.50814332
matched_screen,expanding_prior,chronological_36m,1964-07,97.30538922,0.1831501832
matched_screen,expanding_prior,chronological_36m,1993-03,90.26745914,11.46067416
matched_screen,expanding_prior,chronological_36m,1997-02,99.78463747,17.18249733
matched_screen,expanding_prior,chronological_36m,2000-02,99.58012596,14.38848921
matched_screen,expanding_prior,chronological_36m,2005-01,94.42204301,19.67054264
matched_screen,expanding_prior,chronological_36m,2014-02,90.48215404,17.00262927
matched_screen,expanding_prior,chronological_36m,2017-03,96.26682987,19.524618
matched_screen,expanding_prior,chronological_36m,2021-05,98.09976247,17.50814332
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-01,91.94395797,19.65944272
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-02,93.22825452,15.47987616
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-03,92.46935201,14.9380805
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-04,91.00992411,11.91950464
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-05,93.75364857,13.39009288
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-06,95.27145359,11.91950464
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-07,96.43899591,12.84829721
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-08,96.26386457,11.53250774
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-09,96.3806188,6.888544892
matched_screen,full_history_strict_tie_sensitivity,monthly_pool,1997-10,96.55575015,8.900928793
