specification,month,horizon_years,asset,nominal_cumulative_pct,real_cumulative_pct,window,sample
unconditional_same_eligible_months,1964-09,3,CASH,13.22219492,4.730530304,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,NoDur,39.70996325,29.231716,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Durbl,21.39486187,12.29024723,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Manuf,60.08204857,48.07589493,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Enrgy,25.7855173,16.35160351,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Chems,13.35181506,4.85042893,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,BusEq,116.2957669,100.0735844,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Telcm,-8.460716279,-15.32616256,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Utils,0.462622666,-7.072074034,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Shops,21.32725521,12.22771107,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Hlth,80.08807277,66.58146731,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Money,26.78992145,17.28067734,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,3,Other,72.53641733,59.59618603,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,MKT,38.35828827,15.9076981,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,CASH,26.10377079,5.641649493,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,NoDur,51.45105645,26.87597936,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Durbl,11.94015029,-6.22372315,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Manuf,56.50517283,31.10999385,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Enrgy,30.92694061,9.682191755,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Chems,6.244581668,-10.99510517,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,BusEq,134.5701407,96.50781596,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Telcm,-7.163302699,-22.22737056,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Utils,-4.797881814,-20.24577269,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Shops,57.48990318,31.93493775,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Hlth,109.0724161,75.14745799,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Money,71.12456137,43.35717971,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-09,5,Other,68.22584466,40.92882081,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,MKT,13.27217579,11.37535895,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,CASH,3.835800129,2.09700158,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,NoDur,15.37872651,13.44663409,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Durbl,21.94552889,19.90347106,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Manuf,20.8864328,18.86211023,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Enrgy,5.384518327,3.619785477,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Chems,9.307677809,7.477249081,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,BusEq,31.98137401,29.77125938,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Telcm,0.6857541451,-1.000294818,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Utils,6.18401873,4.405897721,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Shops,8.034970798,6.225854383,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Hlth,30.82847851,28.63766987,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Money,3.156162094,1.42874453,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,1,Other,16.61697726,14.66414952,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,MKT,29.78553936,19.84943575,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,CASH,13.33508972,4.658397394,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,NoDur,36.30854845,25.87305721,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Durbl,15.35362661,6.52239941,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Manuf,52.49181369,40.81736623,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Enrgy,20.86734873,11.61400274,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Chems,7.098154105,-1.101051758,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,BusEq,129.822447,112.2277315,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Telcm,-10.86211006,-17.68631647,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Utils,-5.826864954,-13.03655897,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Shops,19.37055526,10.23180059,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Hlth,66.27420057,53.54460302,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Money,22.77071794,13.37165408,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,3,Other,57.67122745,45.60025514,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,MKT,44.89975953,20.89223905,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,CASH,26.49356209,5.53564751,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,NoDur,64.36407609,37.13163667,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Durbl,16.1797143,-3.069364373,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Manuf,66.73784285,39.1121091,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Enrgy,25.71882519,4.889271845,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Chems,12.07456367,-6.494358679,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,BusEq,150.7089834,109.170605,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Telcm,-3.05117374,-19.11400876,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Utils,2.133624562,-14.78824675,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Shops,64.26300037,37.04730755,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Hlth,121.5118793,84.81098347,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Money,87.91498578,56.78054578,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-10,5,Other,74.33278481,45.44869339,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,MKT,13.31735815,11.3900708,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,CASH,3.897921457,2.130838699,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,NoDur,15.80261817,13.83306183,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Durbl,18.65203746,16.63401856,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Manuf,25.98375749,23.84104162,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Enrgy,3.483383672,1.72335132,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Chems,6.076909007,4.272766302,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,BusEq,36.09834566,33.78360214,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Telcm,-1.456276832,-3.132296061,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Utils,3.690993529,1.927430175,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Shops,6.056998359,4.253194293,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Hlth,32.90288524,30.64248971,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Money,5.424702732,3.631652669,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,1,Other,25.89535794,23.75414556,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,MKT,30.36794355,20.02311263,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,CASH,13.41419488,4.414661423,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,NoDur,36.01078378,25.21818766,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Durbl,15.56365749,6.393561955,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Manuf,57.09352764,44.62799403,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Enrgy,18.78119361,9.355783265,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Chems,3.742763661,-4.489331744,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,BusEq,133.810339,115.2572472,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Telcm,-8.756059884,-15.99636074,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Utils,-4.136077682,-11.74297889,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Shops,16.60686615,7.353990933,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Hlth,64.90716202,51.82160846,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Money,22.53540637,12.81209536,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,3,Other,61.03689863,48.25845446,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,MKT,39.75573137,16.31403669,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,CASH,26.78365601,5.517810772,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,NoDur,59.35367282,32.6247501,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Durbl,12.25456514,-6.574267255,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Manuf,63.73920454,36.27468197,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Enrgy,17.00248343,-2.622733123,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Chems,6.476356397,-11.38327778,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,BusEq,146.8867402,105.4756043,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Telcm,0.3103535282,-16.51503644,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Utils,-4.566470174,-20.57385424,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Shops,52.61517355,27.01652177,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Hlth,117.5009468,81.01878795,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Money,76.59800338,46.97663161,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-11,5,Other,70.11290227,41.57929813,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,MKT,14.43528724,12.27952045,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,CASH,3.918636824,1.960985895,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,NoDur,17.02730913,14.82271304,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Durbl,18.17458791,15.94837903,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Manuf,32.36914814,29.87553782,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Enrgy,3.898188296,1.940922583,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Chems,7.752806118,5.72292594,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,BusEq,33.85272296,31.3311646,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Telcm,-5.250095499,-7.035023057,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Utils,2.844873371,0.9074503247,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Shops,7.22176172,5.201885518,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Hlth,32.1898596,29.69962677,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Money,8.796927255,6.747377605,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,1,Other,33.73970609,31.22027678,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,MKT,34.30431494,23.44146594,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,CASH,13.43680762,4.26177171,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,NoDur,39.9460454,28.62687997,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Durbl,14.4181153,5.163708913,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Manuf,66.72774803,53.24241547,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Enrgy,22.68541563,12.76233054,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Chems,10.08237015,1.17864903,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,BusEq,138.6969751,119.3906021,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Telcm,-11.41055775,-18.57588029,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Utils,-1.464976254,-9.434720822,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Shops,20.43710367,10.69586734,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Hlth,60.67310192,47.67748338,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Money,32.37148059,21.66496378,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,3,Other,72.46903801,58.51933641,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,MKT,36.49685333,13.14394341,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,CASH,27.20074908,5.438286706,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,NoDur,55.90363321,29.23046519,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Durbl,6.382381094,-11.81831806,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Manuf,63.65621458,35.65667654,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Enrgy,13.71951967,-5.736472421,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Chems,4.222832558,-13.60839476,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,BusEq,145.0597783,103.1331053,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Telcm,-8.084510232,-23.81010464,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Utils,-5.630113854,-21.77562488,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Shops,47.80023796,22.51345985,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Hlth,117.3342474,80.15106717,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Money,74.72101276,44.82842569,matched_screen,monthly_pool
unconditional_same_eligible_months,1964-12,5,Other,65.05643091,36.81733332,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,MKT,11.43717531,9.339863351,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,CASH,4.022265301,2.06450623,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,NoDur,12.47023967,10.35348485,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Durbl,14.52040789,12.36506772,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Manuf,30.62513756,28.16669708,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Enrgy,4.602231824,2.633557449,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Chems,2.41180983,0.4843604606,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,BusEq,26.00245172,23.63101286,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Telcm,-6.705605254,-8.461459609,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Utils,-4.050362945,-5.856190493,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Shops,-0.404977857,-2.279413656,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Hlth,26.19797297,23.82285428,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Money,6.530103924,4.525145883,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,1,Other,35.73525558,33.18063973,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,MKT,24.66679668,14.35710851,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,CASH,13.57255171,4.18033482,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,NoDur,31.38249803,20.51743514,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Durbl,4.542512628,-4.102938563,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Manuf,48.36399038,36.09459294,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Enrgy,21.1571967,11.13774524,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Chems,-2.506252147,-10.56878496,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,BusEq,102.2235271,85.50005653,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Telcm,-9.272039547,-16.77505563,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Utils,-5.047723366,-12.90008173,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Shops,18.19315181,8.418820781,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Hlth,39.43607572,27.90499849,matched_screen,monthly_pool
unconditional_same_eligible_months,1965-01,3,Money,32.61635043,21.64925048,matched_screen,monthly_pool
