specification,horizon_years,return_basis,asset,window,sample,n,median,mean,minimum,maximum,negative_pct
expanding_prior,3,nominal,Other minus MKT,matched_screen,monthly_pool,74,-8.127433764,-9.671360906,-72.15375037,46.09976509,66.21621622
expanding_prior,3,nominal,Shops minus MKT,matched_screen,monthly_pool,74,-0.2446558224,1.491094469,-32.03257244,48.03331127,51.35135135
expanding_prior,3,nominal,Telcm minus MKT,matched_screen,monthly_pool,74,-14.0133087,-11.78019907,-50.54970868,80.84536451,77.02702703
expanding_prior,3,nominal,Utils minus MKT,matched_screen,monthly_pool,74,-24.1284323,-17.65488731,-81.55205136,43.69301876,77.02702703
expanding_prior,3,real,MKT,matched_screen,monthly_pool,74,23.83797829,31.67178556,-44.21956585,111.4736903,5.405405405
expanding_prior,3,real,CASH,matched_screen,monthly_pool,74,4.338216566,4.354099853,-6.743028855,9.340304185,14.86486486
expanding_prior,3,real,NoDur,matched_screen,monthly_pool,74,24.96531133,24.880843,-12.9410202,104.9027815,20.27027027
expanding_prior,3,real,Durbl,matched_screen,monthly_pool,74,4.026819336,13.09541787,-31.49150268,98.58758028,45.94594595
expanding_prior,3,real,Manuf,matched_screen,monthly_pool,74,31.96149392,31.66010389,-22.62952539,98.91827657,5.405405405
expanding_prior,3,real,Enrgy,matched_screen,monthly_pool,74,28.26823601,26.09534939,-55.20102071,86.59789775,13.51351351
expanding_prior,3,real,Chems,matched_screen,monthly_pool,74,-1.543482684,10.40243512,-23.17621661,97.62630788,56.75675676
expanding_prior,3,real,BusEq,matched_screen,monthly_pool,74,73.01466492,75.79891359,-76.26369801,309.2451907,4.054054054
expanding_prior,3,real,Telcm,matched_screen,monthly_pool,74,2.992050786,21.12707951,-68.97311581,173.161838,48.64864865
expanding_prior,3,real,Utils,matched_screen,monthly_pool,74,15.55589979,15.32550433,-17.90475718,66.18288203,33.78378378
expanding_prior,3,real,Shops,matched_screen,monthly_pool,74,28.95398189,33.00997269,-31.41803755,110.7701225,6.756756757
expanding_prior,3,real,Hlth,matched_screen,monthly_pool,74,32.70456543,46.55907498,-21.08629932,143.7471118,8.108108108
expanding_prior,3,real,Money,matched_screen,monthly_pool,74,36.22124952,44.14020394,-13.40937469,177.6824851,6.756756757
expanding_prior,3,real,Other,matched_screen,monthly_pool,74,24.36562386,22.50628056,-42.63823788,70.91471687,20.27027027
expanding_prior,3,real,BusEq minus MKT,matched_screen,monthly_pool,74,30.06128401,44.12712803,-32.04413216,211.6335823,13.51351351
expanding_prior,3,real,Chems minus MKT,matched_screen,monthly_pool,74,-20.37740185,-21.26935043,-88.56205253,35.74188384,89.18918919
expanding_prior,3,real,Durbl minus MKT,matched_screen,monthly_pool,74,-19.93994872,-18.57636768,-50.41438965,41.61438832,87.83783784
expanding_prior,3,real,Enrgy minus MKT,matched_screen,monthly_pool,74,-3.659965327,-5.576436162,-87.90926254,77.65588214,52.7027027
expanding_prior,3,real,Hlth minus MKT,matched_screen,monthly_pool,74,13.12576676,14.88728942,-20.33326573,42.49748459,21.62162162
expanding_prior,3,real,Manuf minus MKT,matched_screen,monthly_pool,74,1.05082132,-0.01168166361,-42.05424684,29.80094953,47.2972973
expanding_prior,3,real,Money minus MKT,matched_screen,monthly_pool,74,8.332349892,12.46841838,-58.50693783,68.48494456,32.43243243
expanding_prior,3,real,NoDur minus MKT,matched_screen,monthly_pool,74,2.971892322,-6.790942557,-91.40130726,58.24807163,47.2972973
expanding_prior,3,real,Other minus MKT,matched_screen,monthly_pool,74,-7.176484535,-9.165504998,-67.4278907,42.58506242,66.21621622
expanding_prior,3,real,Shops minus MKT,matched_screen,monthly_pool,74,-0.2266366264,1.338187137,-29.51940598,45.52779095,51.35135135
expanding_prior,3,real,Telcm minus MKT,matched_screen,monthly_pool,74,-12.75320871,-10.54470605,-44.51409223,75.55022952,77.02702703
expanding_prior,3,real,Utils minus MKT,matched_screen,monthly_pool,74,-22.33282728,-16.34628123,-76.21063045,40.56865548,77.02702703
expanding_prior,5,nominal,MKT,matched_screen,monthly_pool,74,36.26361154,49.81109688,-17.80010521,222.8794406,16.21621622
expanding_prior,5,nominal,CASH,matched_screen,monthly_pool,74,25.79579804,22.94145926,3.239291492,30.38089418,0
expanding_prior,5,nominal,NoDur,matched_screen,monthly_pool,74,44.11539962,45.27136596,-6.993500505,142.4499387,1.351351351
expanding_prior,5,nominal,Durbl,matched_screen,monthly_pool,74,11.73409677,28.0608916,-30.82702412,316.2711447,32.43243243
expanding_prior,5,nominal,Manuf,matched_screen,monthly_pool,74,43.39138135,53.80617878,-5.946937088,171.8990917,2.702702703
expanding_prior,5,nominal,Enrgy,matched_screen,monthly_pool,74,35.1307596,48.90381781,-32.93217646,185.6190104,8.108108108
expanding_prior,5,nominal,Chems,matched_screen,monthly_pool,74,18.1653111,26.17292337,-12.09116202,179.3838946,24.32432432
expanding_prior,5,nominal,BusEq,matched_screen,monthly_pool,74,52.99984591,100.6509231,-62.52513662,602.7867636,22.97297297
expanding_prior,5,nominal,Telcm,matched_screen,monthly_pool,74,-1.751774165,22.30031997,-56.37256857,276.0893061,51.35135135
expanding_prior,5,nominal,Utils,matched_screen,monthly_pool,74,22.41096982,32.10203097,-16.21743705,96.1111881,21.62162162
expanding_prior,5,nominal,Shops,matched_screen,monthly_pool,74,57.97086222,62.69616842,-1.662734088,162.1905744,1.351351351
expanding_prior,5,nominal,Hlth,matched_screen,monthly_pool,74,61.27109219,82.67155092,-0.1207592578,252.6373303,1.351351351
expanding_prior,5,nominal,Money,matched_screen,monthly_pool,74,70.54108605,74.51929313,-35.83781458,234.7043847,5.405405405
expanding_prior,5,nominal,Other,matched_screen,monthly_pool,74,21.50534881,24.74773599,-38.70725323,98.93183178,24.32432432
expanding_prior,5,nominal,BusEq minus MKT,matched_screen,monthly_pool,74,30.95163994,50.83982618,-54.6761867,379.907323,29.72972973
expanding_prior,5,nominal,Chems minus MKT,matched_screen,monthly_pool,74,-15.00062153,-23.63817351,-142.7367898,62.62442897,71.62162162
expanding_prior,5,nominal,Durbl minus MKT,matched_screen,monthly_pool,74,-19.15555517,-21.75020528,-110.6797273,208.143755,87.83783784
expanding_prior,5,nominal,Enrgy minus MKT,matched_screen,monthly_pool,74,7.028522943,-0.9072790742,-97.76507772,133.6090992,40.54054054
expanding_prior,5,nominal,Hlth minus MKT,matched_screen,monthly_pool,74,34.761798,32.86045404,-45.98922877,108.0311923,14.86486486
expanding_prior,5,nominal,Manuf minus MKT,matched_screen,monthly_pool,74,11.35037839,3.995081902,-64.06707123,58.48620242,37.83783784
expanding_prior,5,nominal,Money minus MKT,matched_screen,monthly_pool,74,29.6489031,24.70819625,-40.63390949,87.10869734,14.86486486
expanding_prior,5,nominal,NoDur minus MKT,matched_screen,monthly_pool,74,12.28074475,-4.539730924,-139.9671059,83.59529468,35.13513514
expanding_prior,5,nominal,Other minus MKT,matched_screen,monthly_pool,74,-17.88733276,-25.06336089,-144.2507661,31.50632801,74.32432432
expanding_prior,5,nominal,Shops minus MKT,matched_screen,monthly_pool,74,18.0506881,12.88507154,-65.61756264,58.5818499,18.91891892
expanding_prior,5,nominal,Telcm minus MKT,matched_screen,monthly_pool,74,-26.80923647,-27.51077691,-93.39685968,53.20986555,93.24324324
expanding_prior,5,nominal,Utils minus MKT,matched_screen,monthly_pool,74,-16.65118121,-17.70906591,-154.1330409,83.70247087,66.21621622
expanding_prior,5,real,MKT,matched_screen,monthly_pool,74,10.18531584,29.55574042,-27.5889997,185.4934001,37.83783784
expanding_prior,5,real,CASH,matched_screen,monthly_pool,74,5.478048739,5.747208693,-12.42547942,14.06040411,14.86486486
expanding_prior,5,real,NoDur,matched_screen,monthly_pool,74,23.15614164,25.22107902,-18.06931529,114.4634334,14.86486486
expanding_prior,5,real,Durbl,matched_screen,monthly_pool,74,-2.766724469,10.42706608,-39.06458894,252.9175457,55.40540541
expanding_prior,5,real,Manuf,matched_screen,monthly_pool,74,22.04565047,32.94441617,-17.14738341,140.5132089,21.62162162
expanding_prior,5,real,Enrgy,matched_screen,monthly_pool,74,14.9246038,28.26618631,-37.79810114,133.3462508,28.37837838
expanding_prior,5,real,Chems,matched_screen,monthly_pool,74,0.6452217382,9.242814401,-28.306471,147.1340252,50
expanding_prior,5,real,BusEq,matched_screen,monthly_pool,74,25.51514291,73.43626558,-66.88811448,521.4114541,24.32432432
expanding_prior,5,real,Telcm,matched_screen,monthly_pool,74,-18.86723739,6.117100258,-61.45029154,232.5421233,68.91891892
expanding_prior,5,real,Utils,matched_screen,monthly_pool,74,7.017721037,14.4532309,-31.74312333,72.95289688,47.2972973
expanding_prior,5,real,Shops,matched_screen,monthly_pool,74,29.18386964,40.49273176,-14.76559924,131.8316657,17.56756757
expanding_prior,5,real,Hlth,matched_screen,monthly_pool,74,38.92676438,57.63711426,-11.74553519,212.0901808,8.108108108
expanding_prior,5,real,Money,matched_screen,monthly_pool,74,41.35412152,50.57867106,-43.47515851,196.0687551,8.108108108
expanding_prior,5,real,Other,matched_screen,monthly_pool,74,-0.9274420607,7.391109455,-46.00638947,75.96871292,51.35135135
expanding_prior,5,real,BusEq minus MKT,matched_screen,monthly_pool,74,24.99995462,43.88052516,-48.31055997,335.918054,29.72972973
expanding_prior,5,real,Chems minus MKT,matched_screen,monthly_pool,74,-12.67677597,-20.31292602,-126.2093721,55.33343516,71.62162162
expanding_prior,5,real,Durbl minus MKT,matched_screen,monthly_pool,74,-15.51638462,-19.12867434,-97.86417993,176.4657101,87.83783784
expanding_prior,5,real,Enrgy minus MKT,matched_screen,monthly_pool,74,5.651867169,-1.289554116,-89.03872732,118.0537779,40.54054054
expanding_prior,5,real,Hlth minus MKT,matched_screen,monthly_pool,74,28.61333168,28.08137384,-36.95659663,95.96913729,14.86486486
expanding_prior,5,real,Manuf minus MKT,matched_screen,monthly_pool,74,9.459634806,3.388675752,-56.64877878,51.67699798,37.83783784
expanding_prior,5,real,Money minus MKT,matched_screen,monthly_pool,74,25.29767434,21.02293064,-36.09983724,76.96714422,14.86486486
expanding_prior,5,real,NoDur minus MKT,matched_screen,monthly_pool,74,10.85007595,-4.334661405,-123.7603884,73.86278636,35.13513514
expanding_prior,5,real,Other minus MKT,matched_screen,monthly_pool,74,-14.71212373,-22.16463097,-127.5480458,26.51142235,74.32432432
expanding_prior,5,real,Shops minus MKT,matched_screen,monthly_pool,74,15.5408643,10.93699133,-58.09452999,46.82219284,18.91891892
expanding_prior,5,real,Telcm minus MKT,matched_screen,monthly_pool,74,-23.32193318,-23.43864016,-76.00921814,47.04872322,93.24324324
expanding_prior,5,real,Utils minus MKT,matched_screen,monthly_pool,74,-13.77288578,-15.10250952,-136.2860573,73.95748466,66.21621622
expanding_prior,1,nominal,MKT,matched_screen,chronological_60m,6,9.449310987,7.25049609,-5.234336806,13.60536735,16.66666667
expanding_prior,1,nominal,CASH,matched_screen,chronological_60m,6,3.051847415,2.441193585,0,4.771136153,0
expanding_prior,1,nominal,NoDur,matched_screen,chronological_60m,6,1.972114129,3.533921297,-7.545361776,21.42543758,33.33333333
expanding_prior,1,nominal,Durbl,matched_screen,chronological_60m,6,6.309144113,5.629581743,-9.548366617,19.71130231,16.66666667
expanding_prior,1,nominal,Manuf,matched_screen,chronological_60m,6,8.883501431,6.171279642,-10.32608295,19.91377815,33.33333333
expanding_prior,1,nominal,Enrgy,matched_screen,chronological_60m,6,0.3330840229,19.24774961,-9.74238075,81.31184522,50
expanding_prior,1,nominal,Chems,matched_screen,chronological_60m,6,4.766589978,4.513473948,-4.309525627,11.59272161,33.33333333
expanding_prior,1,nominal,BusEq,matched_screen,chronological_60m,6,14.10011451,17.04707022,-6.20162552,53.10637314,16.66666667
expanding_prior,1,nominal,Telcm,matched_screen,chronological_60m,6,1.061805395,4.135915624,-17.23434069,30.76490315,33.33333333
expanding_prior,1,nominal,Utils,matched_screen,chronological_60m,6,9.349402574,7.234879558,-8.18856209,19.51659826,33.33333333
expanding_prior,1,nominal,Shops,matched_screen,chronological_60m,6,10.98016829,8.966379543,-12.46978429,23.70020866,33.33333333
expanding_prior,1,nominal,Hlth,matched_screen,chronological_60m,6,14.77213769,11.43317152,-3.386053948,23.16881015,33.33333333
expanding_prior,1,nominal,Money,matched_screen,chronological_60m,6,0.3605102485,3.134036411,-3.979569714,12.6354574,50
expanding_prior,1,nominal,Other,matched_screen,chronological_60m,6,5.607598801,1.845745086,-17.00754819,13.71040461,33.33333333
expanding_prior,1,nominal,BusEq minus MKT,matched_screen,chronological_60m,6,3.656438205,9.796574125,-0.9672887143,39.50100579,33.33333333
expanding_prior,1,nominal,Chems minus MKT,matched_screen,chronological_60m,6,-1.794088153,-2.737022142,-17.91489298,7.689195464,66.66666667
expanding_prior,1,nominal,Durbl minus MKT,matched_screen,chronological_60m,6,-1.643523362,-1.620914347,-22.15178517,17.0473431,50
expanding_prior,1,nominal,Enrgy minus MKT,matched_screen,chronological_60m,6,-4.422526994,11.99725352,-23.31174556,86.54618203,66.66666667
expanding_prior,1,nominal,Hlth minus MKT,matched_screen,chronological_60m,6,4.940688717,4.182675432,-4.994421056,11.74921078,33.33333333
expanding_prior,1,nominal,Manuf minus MKT,matched_screen,chronological_60m,6,-0.5246796846,-1.079216448,-16.24658193,9.65023516,50
expanding_prior,1,nominal,Money minus MKT,matched_screen,chronological_60m,6,-2.170724918,-4.116459679,-12.14076364,1.254767092,83.33333333
expanding_prior,1,nominal,NoDur minus MKT,matched_screen,chronological_60m,6,-2.789969451,-3.716574793,-21.15072913,7.856072762,50
expanding_prior,1,nominal,Other minus MKT,matched_screen,chronological_60m,6,-1.748509704,-5.404751004,-20.09172448,2.792409447,66.66666667
expanding_prior,1,nominal,Shops minus MKT,matched_screen,chronological_60m,6,1.762389259,1.715883452,-7.235447484,10.09484131,50
expanding_prior,1,nominal,Telcm minus MKT,matched_screen,chronological_60m,6,-5.439529646,-3.114580466,-12.00000389,17.1595358,83.33333333
expanding_prior,1,nominal,Utils minus MKT,matched_screen,chronological_60m,6,-0.5828815424,-0.01561653255,-19.31467447,24.75093506,66.66666667
expanding_prior,1,real,MKT,matched_screen,chronological_60m,6,6.331629156,4.221583805,-12.68909163,13.66829199,16.66666667
expanding_prior,1,real,CASH,matched_screen,chronological_60m,6,0.1783745191,-0.5666778705,-7.829658545,2.991044034,33.33333333
expanding_prior,1,real,NoDur,matched_screen,chronological_60m,6,-4.004437535,0.5689325906,-9.116193008,21.53120796,66.66666667
expanding_prior,1,real,Durbl,matched_screen,chronological_60m,6,5.450752403,2.597647004,-13.04298567,16.61882815,33.33333333
expanding_prior,1,real,Manuf,matched_screen,chronological_60m,6,7.951996824,3.15367011,-17.38029482,15.28088255,33.33333333
expanding_prior,1,real,Enrgy,matched_screen,chronological_60m,6,-1.409388268,14.94634928,-9.663759798,67.04892226,66.66666667
expanding_prior,1,real,Chems,matched_screen,chronological_60m,6,1.812983599,1.489126972,-7.948225053,11.68992698,33.33333333
expanding_prior,1,real,BusEq,matched_screen,chronological_60m,6,10.43273513,13.85483647,-13.58028844,50.50505127,16.66666667
expanding_prior,1,real,Telcm,matched_screen,chronological_60m,6,-2.196378186,1.323713838,-23.74511345,28.54316936,66.66666667
expanding_prior,1,real,Utils,matched_screen,chronological_60m,6,6.904999572,3.943188471,-10.56030556,14.49060706,33.33333333
expanding_prior,1,real,Shops,matched_screen,chronological_60m,6,7.869280903,6.019036987,-19.35536158,21.59850609,33.33333333
expanding_prior,1,real,Hlth,matched_screen,chronological_60m,6,11.57160109,8.34799698,-10.98620422,21.70838398,33.33333333
expanding_prior,1,real,Money,matched_screen,chronological_60m,6,-1.783480272,0.1684342624,-11.53303098,12.73357108,66.66666667
expanding_prior,1,real,Other,matched_screen,chronological_60m,6,3.307786884,-0.9632689632,-23.53616161,13.80945464,33.33333333
expanding_prior,1,real,BusEq minus MKT,matched_screen,chronological_60m,6,3.630097884,9.633252665,-0.8911968053,38.8298722,33.33333333
expanding_prior,1,real,Chems minus MKT,matched_screen,chronological_60m,6,-1.780660602,-2.732456833,-17.61051373,7.490562271,66.66666667
expanding_prior,1,real,Durbl minus MKT,matched_screen,chronological_60m,6,-1.617021989,-1.6239368,-21.29594601,16.60696307,50
expanding_prior,1,real,Enrgy minus MKT,matched_screen,chronological_60m,6,-4.32656054,10.72476547,-23.33205179,79.73801389,66.66666667
expanding_prior,1,real,Hlth minus MKT,matched_screen,chronological_60m,6,4.8714897,4.126413176,-4.865401342,11.54086505,33.33333333
expanding_prior,1,real,Manuf minus MKT,matched_screen,chronological_60m,6,-0.3602495066,-1.067913695,-15.97054777,9.400942885,50
expanding_prior,1,real,Money minus MKT,matched_screen,chronological_60m,6,-2.127118544,-4.053149542,-11.93448853,1.156060654,83.33333333
expanding_prior,1,real,NoDur minus MKT,matched_screen,chronological_60m,6,-2.707353703,-3.652651214,-20.79137208,7.862915973,50
expanding_prior,1,real,Other minus MKT,matched_screen,chronological_60m,6,-1.68656142,-5.184852768,-19.75036023,2.720273785,66.66666667
expanding_prior,1,real,Shops minus MKT,matched_screen,chronological_60m,6,1.742414396,1.797453183,-6.666269943,9.923327017,50
expanding_prior,1,real,Telcm minus MKT,matched_screen,chronological_60m,6,-5.336230181,-2.897869967,-11.05602182,16.86799029,83.33333333
expanding_prior,1,real,Utils minus MKT,matched_screen,chronological_60m,6,-0.5766173368,-0.2783953337,-18.98651252,22.80389912,66.66666667
expanding_prior,3,nominal,MKT,matched_screen,chronological_60m,6,28.7820077,29.22703794,5.810765587,54.12276312,0
expanding_prior,3,nominal,CASH,matched_screen,chronological_60m,6,13.08644556,10.85883946,0.3004133464,16.37801037,0
expanding_prior,3,nominal,NoDur,matched_screen,chronological_60m,6,33.56630243,26.9587436,-0.7229168946,45.89316613,16.66666667
expanding_prior,3,nominal,Durbl,matched_screen,chronological_60m,6,2.548876192,6.199954852,-16.59579786,33.94467382,50
expanding_prior,3,nominal,Manuf,matched_screen,chronological_60m,6,39.00315539,39.45392922,12.01140619,64.63063393,0
expanding_prior,3,nominal,Enrgy,matched_screen,chronological_60m,6,35.69750731,46.11406006,-14.41678386,107.8473022,16.66666667
expanding_prior,3,nominal,Chems,matched_screen,chronological_60m,6,17.35793346,21.70147543,-16.48970213,74.4581401,16.66666667
expanding_prior,3,nominal,BusEq,matched_screen,chronological_60m,6,46.56962658,54.80491038,15.89061761,100.7130017,0
expanding_prior,3,nominal,Telcm,matched_screen,chronological_60m,6,9.331849896,9.608561816,-24.87811081,41.26795697,50
expanding_prior,3,nominal,Utils,matched_screen,chronological_60m,6,28.46603858,27.27564853,3.082830636,53.95415624,0
expanding_prior,3,nominal,Shops,matched_screen,chronological_60m,6,21.32696637,21.71047656,13.66328467,33.08429657,0
expanding_prior,3,nominal,Hlth,matched_screen,chronological_60m,6,30.65251211,42.67676718,14.59234338,92.45946055,0
expanding_prior,3,nominal,Money,matched_screen,chronological_60m,6,18.90025718,27.99339628,7.827710196,63.86639182,0
expanding_prior,3,nominal,Other,matched_screen,chronological_60m,6,27.47632931,27.91726885,-15.89310119,75.49084826,16.66666667
expanding_prior,3,nominal,BusEq minus MKT,matched_screen,chronological_60m,6,17.84481099,25.57787244,-3.682386057,64.78990813,16.66666667
expanding_prior,3,nominal,Chems minus MKT,matched_screen,chronological_60m,6,-15.2931962,-7.525562514,-22.30046772,20.33537699,66.66666667
expanding_prior,3,nominal,Durbl minus MKT,matched_screen,chronological_60m,6,-21.27394398,-23.02708309,-41.25386468,-10.65826146,100
expanding_prior,3,nominal,Enrgy minus MKT,matched_screen,chronological_60m,6,8.397809159,16.88702211,-47.20834822,83.1892354,50
expanding_prior,3,nominal,Hlth minus MKT,matched_screen,chronological_60m,6,11.35134713,13.44972923,-10.06572344,38.33669743,50
expanding_prior,3,nominal,Manuf minus MKT,matched_screen,chronological_60m,6,8.354255708,10.22689128,-6.267869598,29.70061284,33.33333333
expanding_prior,3,nominal,Money minus MKT,matched_screen,chronological_60m,6,-0.7318297323,-1.23364166,-16.94474084,13.67653048,50
expanding_prior,3,nominal,NoDur minus MKT,matched_screen,chronological_60m,6,-1.382247979,-2.268294349,-19.87634469,11.87632097,50
expanding_prior,3,nominal,Other minus MKT,matched_screen,chronological_60m,6,-7.060613659,-1.30976909,-21.70386677,42.28423151,83.33333333
expanding_prior,3,nominal,Shops minus MKT,matched_screen,chronological_60m,6,-7.376950157,-7.516561388,-32.03257244,12.5035386,66.66666667
expanding_prior,3,nominal,Telcm minus MKT,matched_screen,chronological_60m,6,-10.37628567,-19.61847613,-49.53617763,0.5917965171,83.33333333
expanding_prior,3,nominal,Utils minus MKT,matched_screen,chronological_60m,6,-0.2587770135,-1.951389419,-36.60681297,29.1817052,50
expanding_prior,3,real,MKT,matched_screen,chronological_60m,6,18.19410813,18.46242848,-2.661305934,42.03081643,16.66666667
expanding_prior,3,real,CASH,matched_screen,chronological_60m,6,3.323364046,1.477953588,-6.743028855,7.059839186,33.33333333
expanding_prior,3,real,NoDur,matched_screen,chronological_60m,6,22.39629458,16.66925857,-10.2047324,39.65265767,33.33333333
expanding_prior,3,real,Durbl,matched_screen,chronological_60m,6,-3.955380248,-2.393616914,-28.52472265,23.43583124,50
expanding_prior,3,real,Manuf,matched_screen,chronological_60m,6,29.46559393,27.85185522,2.123936959,51.71427551,0
expanding_prior,3,real,Enrgy,matched_screen,chronological_60m,6,24.94482638,32.57151806,-17.38371264,78.11984517,16.66666667
expanding_prior,3,real,Chems,matched_screen,chronological_60m,6,11.25546013,11.63981765,-23.17621661,60.77074905,33.33333333
expanding_prior,3,real,BusEq,matched_screen,chronological_60m,6,33.50014318,41.96892426,6.611471054,84.96574367,0
expanding_prior,3,real,Telcm,matched_screen,chronological_60m,6,-0.4424579135,0.8822977285,-35.62245394,30.18455456,50
expanding_prior,3,real,Utils,matched_screen,chronological_60m,6,15.45933505,16.47434846,-4.262592625,39.02559379,16.66666667
expanding_prior,3,real,Shops,matched_screen,chronological_60m,6,10.676254,11.59991365,2.641630652,28.47063926,0
expanding_prior,3,real,Hlth,matched_screen,chronological_60m,6,23.14651753,31.01016135,-1.797279818,77.35974725,16.66666667
expanding_prior,3,real,Money,matched_screen,chronological_60m,6,7.607911628,17.54344111,-2.628082265,51.00999323,16.66666667
expanding_prior,3,real,Other,matched_screen,chronological_60m,6,19.20290446,17.4388545,-22.6273844,62.98581177,33.33333333
expanding_prior,3,real,BusEq minus MKT,matched_screen,chronological_60m,6,15.99172113,23.50649579,-3.32531398,60.17314222,16.66666667
expanding_prior,3,real,Chems minus MKT,matched_screen,chronological_60m,6,-13.60719635,-6.822610822,-20.51491068,18.73993262,66.66666667
expanding_prior,3,real,Durbl minus MKT,matched_screen,chronological_60m,6,-20.09464301,-20.85604539,-35.3535115,-9.898780558,100
expanding_prior,3,real,Enrgy minus MKT,matched_screen,chronological_60m,6,7.684278332,14.10908959,-45.5717679,71.29105632,50
expanding_prior,3,real,Hlth minus MKT,matched_screen,chronological_60m,6,10.38314287,12.54773287,-8.62606866,35.32893082,50
expanding_prior,3,real,Manuf minus MKT,matched_screen,chronological_60m,6,7.693812954,9.389426748,-6.050580233,27.58422187,33.33333333
expanding_prior,3,real,Money minus MKT,matched_screen,chronological_60m,6,-0.4324040887,-0.9189873675,-15.30165028,13.20240374,50
expanding_prior,3,real,NoDur minus MKT,matched_screen,chronological_60m,6,-1.303422521,-1.793169908,-17.03352124,11.46460241,50
expanding_prior,3,real,Other minus MKT,matched_screen,chronological_60m,6,-6.135708126,-1.023573976,-19.96607846,39.27116352,83.33333333
expanding_prior,3,real,Shops minus MKT,matched_screen,chronological_60m,6,-6.704366533,-6.862514821,-29.51940598,11.50240348,66.66666667
expanding_prior,3,real,Telcm minus MKT,matched_screen,chronological_60m,6,-9.555833832,-17.58013075,-42.45124279,0.5712806005,83.33333333
expanding_prior,3,real,Utils minus MKT,matched_screen,chronological_60m,6,-0.4080820729,-1.988080013,-33.73476719,26.35202578,50
expanding_prior,5,nominal,MKT,matched_screen,chronological_60m,6,50.67095222,55.87617895,-17.80010521,163.6785729,16.66666667
expanding_prior,5,nominal,CASH,matched_screen,chronological_60m,6,20.01334218,18.16850966,3.239291492,25.65171157,0
expanding_prior,5,nominal,NoDur,matched_screen,chronological_60m,6,36.38720184,45.78644675,-6.993500505,142.4499387,16.66666667
expanding_prior,5,nominal,Durbl,matched_screen,chronological_60m,6,14.16207631,26.99128713,-30.82702412,122.5063793,33.33333333
expanding_prior,5,nominal,Manuf,matched_screen,chronological_60m,6,59.1408704,65.02630098,-5.946937088,171.8990917,16.66666667
expanding_prior,5,nominal,Enrgy,matched_screen,chronological_60m,6,43.94151791,59.9964589,-13.85441368,154.8770937,16.66666667
expanding_prior,5,nominal,Chems,matched_screen,chronological_60m,6,17.06451798,40.99142778,-7.123362751,179.3838946,33.33333333
expanding_prior,5,nominal,BusEq,matched_screen,chronological_60m,6,111.49707,103.6994987,-28.54225879,255.2864815,16.66666667
expanding_prior,5,nominal,Telcm,matched_screen,chronological_60m,6,-3.438297759,20.1924564,-48.15062863,143.7509156,50
expanding_prior,5,nominal,Utils,matched_screen,chronological_60m,6,40.14976805,36.47630926,-6.5775159,73.23531134,16.66666667
expanding_prior,5,nominal,Shops,matched_screen,chronological_60m,6,56.32136151,51.12233242,-1.662734088,102.8192619,16.66666667
expanding_prior,5,nominal,Hlth,matched_screen,chronological_60m,6,51.7816001,76.38561562,8.465336523,240.4958212,0
expanding_prior,5,nominal,Money,matched_screen,chronological_60m,6,55.32185039,63.96516678,-35.83781458,234.7043847,33.33333333
expanding_prior,5,nominal,Other,matched_screen,chronological_60m,6,46.2190443,33.47438441,-38.70725323,98.93183178,33.33333333
expanding_prior,5,nominal,BusEq minus MKT,matched_screen,chronological_60m,6,58.20625979,47.8233198,-10.74215358,91.60790857,16.66666667
expanding_prior,5,nominal,Chems minus MKT,matched_screen,chronological_60m,6,-5.992198112,-14.88475117,-85.4080397,20.88795231,50
expanding_prior,5,nominal,Durbl minus MKT,matched_screen,chronological_60m,6,-26.28122096,-28.88489182,-51.63888589,-13.02691891,100
expanding_prior,5,nominal,Enrgy minus MKT,matched_screen,chronological_60m,6,17.80208133,4.12027995,-78.10753318,71.50203592,33.33333333
expanding_prior,5,nominal,Hlth minus MKT,matched_screen,chronological_60m,6,21.50731146,20.50943668,-45.98922877,76.81724825,16.66666667
expanding_prior,5,nominal,Manuf minus MKT,matched_screen,chronological_60m,6,10.03684346,9.15012203,-4.487584472,21.42742084,16.66666667
expanding_prior,5,nominal,Money minus MKT,matched_screen,chronological_60m,6,13.91385776,8.088987832,-40.49945834,71.02581177,33.33333333
expanding_prior,5,nominal,NoDur minus MKT,matched_screen,chronological_60m,6,-5.15902708,-10.08973219,-62.78522932,22.9869198,50
expanding_prior,5,nominal,Other minus MKT,matched_screen,chronological_60m,6,-17.92211776,-22.40179454,-64.74674113,21.37029813,83.33333333
expanding_prior,5,nominal,Shops minus MKT,matched_screen,chronological_60m,6,11.81134617,-4.753846526,-60.85931102,16.13737112,33.33333333
expanding_prior,5,nominal,Telcm minus MKT,matched_screen,chronological_60m,6,-27.05815654,-35.68372255,-91.43134066,-4.224687712,100
expanding_prior,5,nominal,Utils minus MKT,matched_screen,chronological_60m,6,-12.23678864,-19.39986969,-94.25083067,25.71860368,66.66666667
expanding_prior,5,real,MKT,matched_screen,chronological_60m,6,31.45785776,35.58359513,-27.5889997,133.2416018,33.33333333
expanding_prior,5,real,CASH,matched_screen,chronological_60m,6,3.372565446,2.694804915,-4.770638128,11.14747079,33.33333333
expanding_prior,5,real,NoDur,matched_screen,chronological_60m,6,17.71841288,27.28005385,-18.06931529,114.4634334,33.33333333
expanding_prior,5,real,Durbl,matched_screen,chronological_60m,6,1.124758597,10.01948147,-39.06458894,96.82200096,50
