method,threshold,horizon,start,real_return
original_Shiller_stops_2023June,30.0,1,1929-08-01,-24.500180426234962
original_Shiller_stops_2023June,30.0,1,1929-09-01,-27.764552243917752
original_Shiller_stops_2023June,30.0,1,1997-06-01,26.34110810361554
original_Shiller_stops_2023June,30.0,1,1997-07-01,24.828385000762342
original_Shiller_stops_2023June,30.0,1,1997-08-01,15.798260712410395
original_Shiller_stops_2023June,30.0,1,1997-09-01,8.966612982144495
original_Shiller_stops_2023June,30.0,1,1997-10-01,8.5900564099882
original_Shiller_stops_2023June,30.0,1,1997-11-01,21.835482304855837
original_Shiller_stops_2023June,30.0,1,1997-12-01,23.501756694158015
original_Shiller_stops_2023June,30.0,1,1998-01-01,29.354554815791325
original_Shiller_stops_2023June,30.0,1,1998-02-01,21.567528075217645
original_Shiller_stops_2023June,30.0,1,1998-03-01,18.66929605436809
original_Shiller_stops_2023June,30.0,1,1998-04-01,18.992822614310057
original_Shiller_stops_2023June,30.0,1,1998-05-01,19.358911880975427
original_Shiller_stops_2023June,30.0,1,1998-06-01,18.634927483118325
original_Shiller_stops_2023June,30.0,1,1998-07-01,18.48669513014243
original_Shiller_stops_2023June,30.0,1,1998-08-01,22.414286263291938
original_Shiller_stops_2023June,30.0,1,1998-09-01,27.495419055265003
original_Shiller_stops_2023June,30.0,1,1998-10-01,24.351161668794717
original_Shiller_stops_2023June,30.0,1,1998-11-01,19.94451483832822
original_Shiller_stops_2023June,30.0,1,1998-12-01,18.37995690440892
original_Shiller_stops_2023June,30.0,1,1999-01-01,12.497529606926406
original_Shiller_stops_2023June,30.0,1,1999-02-01,9.268971670853166
original_Shiller_stops_2023June,30.0,1,1999-03-01,9.779057111259014
original_Shiller_stops_2023June,30.0,1,1999-04-01,7.517718811784135
original_Shiller_stops_2023June,30.0,1,1999-05-01,4.44686164276189
original_Shiller_stops_2023June,30.0,1,1999-06-01,7.848425784273205
original_Shiller_stops_2023June,30.0,1,1999-07-01,4.129211870290428
original_Shiller_stops_2023June,30.0,1,1999-08-01,9.492021515691619
original_Shiller_stops_2023June,30.0,1,1999-09-01,8.914657409077087
original_Shiller_stops_2023June,30.0,1,1999-10-01,4.5718366286984
original_Shiller_stops_2023June,30.0,1,1999-11-01,-3.1181925542813183
original_Shiller_stops_2023June,30.0,1,1999-12-01,-8.841633967643503
original_Shiller_stops_2023June,30.0,1,2000-01-01,-8.62412176199021
original_Shiller_stops_2023June,30.0,1,2000-02-01,-8.12855962848662
original_Shiller_stops_2023June,30.0,1,2000-03-01,-19.15954588121238
original_Shiller_stops_2023June,30.0,1,2000-04-01,-20.207991004358348
original_Shiller_stops_2023June,30.0,1,2000-05-01,-12.52097514035625
original_Shiller_stops_2023June,30.0,1,2000-06-01,-16.93502263521216
original_Shiller_stops_2023June,30.0,1,2000-07-01,-19.413358859371844
original_Shiller_stops_2023June,30.0,1,2000-08-01,-21.79667709086649
original_Shiller_stops_2023June,30.0,1,2000-09-01,-29.785110229629975
original_Shiller_stops_2023June,30.0,1,2000-10-01,-23.173566712528505
original_Shiller_stops_2023June,30.0,1,2000-11-01,-18.478579644290615
original_Shiller_stops_2023June,30.0,1,2000-12-01,-14.152826549824082
original_Shiller_stops_2023June,30.0,1,2001-01-01,-14.450370463757544
original_Shiller_stops_2023June,30.0,1,2001-02-01,-15.50954467477198
original_Shiller_stops_2023June,30.0,1,2001-03-01,-2.8004798871615444
original_Shiller_stops_2023June,30.0,1,2001-04-01,-6.784490827348333
original_Shiller_stops_2023June,30.0,1,2001-05-01,-14.859595224545863
original_Shiller_stops_2023June,30.0,1,2001-06-01,-17.84684876583521
original_Shiller_stops_2023June,30.0,1,2001-07-01,-24.977073255966264
original_Shiller_stops_2023June,30.0,1,2001-08-01,-22.795636164873535
original_Shiller_stops_2023June,30.0,1,2001-11-01,-19.929756947211906
original_Shiller_stops_2023June,30.0,1,2001-12-01,-22.039570081729753
original_Shiller_stops_2023June,30.0,1,2002-01-01,-22.147680801464208
original_Shiller_stops_2023June,30.0,1,2002-03-01,-27.525015961620024
original_Shiller_stops_2023June,30.0,1,2017-07-01,12.656343594233753
original_Shiller_stops_2023June,30.0,1,2017-09-01,15.919869269318276
original_Shiller_stops_2023June,30.0,1,2017-10-01,8.23194118968631
original_Shiller_stops_2023June,30.0,1,2017-11-01,4.680398654154327
original_Shiller_stops_2023June,30.0,1,2017-12-01,-3.6610758089608564
original_Shiller_stops_2023June,30.0,1,2018-01-01,-6.202950631131321
original_Shiller_stops_2023June,30.0,1,2018-02-01,2.2466094635039457
original_Shiller_stops_2023June,30.0,1,2018-03-01,3.821277836817427
original_Shiller_stops_2023June,30.0,1,2018-04-01,9.364911669687315
original_Shiller_stops_2023June,30.0,1,2018-05-01,5.832141010398151
original_Shiller_stops_2023June,30.0,1,2018-06-01,5.2446455128216
original_Shiller_stops_2023June,30.0,1,2018-07-01,7.3996951391174015
original_Shiller_stops_2023June,30.0,1,2018-08-01,1.6058334368916238
original_Shiller_stops_2023June,30.0,1,2018-09-01,3.049136418784526
original_Shiller_stops_2023June,30.0,1,2018-10-01,7.128967481507731
original_Shiller_stops_2023June,30.0,1,2018-11-01,13.928349427327635
original_Shiller_stops_2023June,30.0,1,2019-04-01,-3.340023233412215
original_Shiller_stops_2023June,30.0,1,2019-12-01,16.906502145751713
original_Shiller_stops_2023June,30.0,1,2020-01-01,16.237915626352684
original_Shiller_stops_2023June,30.0,1,2020-02-01,18.663481076533305
original_Shiller_stops_2023June,30.0,1,2020-08-01,26.657257499764555
original_Shiller_stops_2023June,30.0,1,2020-09-01,27.182493151181532
original_Shiller_stops_2023June,30.0,1,2020-10-01,24.607960738972046
original_Shiller_stops_2023June,30.0,1,2020-11-01,24.86726072144947
original_Shiller_stops_2023June,30.0,1,2020-12-01,19.82904168406179
original_Shiller_stops_2023June,30.0,1,2021-01-01,13.708936462948529
original_Shiller_stops_2023June,30.0,1,2021-02-01,7.335413408938685
original_Shiller_stops_2023June,30.0,1,2021-03-01,4.859750886113567
original_Shiller_stops_2023June,30.0,1,2021-04-01,-0.7180079383889537
original_Shiller_stops_2023June,30.0,1,2021-05-01,-9.493165291716243
original_Shiller_stops_2023June,30.0,1,2021-06-01,-14.473295563956457
original_Shiller_stops_2023June,30.0,1,2021-07-01,-16.222933214304724
original_Shiller_stops_2023June,30.0,1,2021-08-01,-12.51737243823271
original_Shiller_stops_2023June,30.0,1,2021-09-01,-18.769382352973597
original_Shiller_stops_2023June,30.0,1,2021-10-01,-21.302329956081532
original_Shiller_stops_2023June,30.0,1,2021-11-01,-20.42703370829774
original_Shiller_stops_2023June,30.0,1,2021-12-01,-20.139543357408463
original_Shiller_stops_2023June,30.0,1,2022-01-01,-17.30986596255918
original_Shiller_stops_2023June,30.0,1,2022-02-01,-11.84784501245476
original_Shiller_stops_2023June,30.0,1,2022-03-01,-12.43997882586062
original_Shiller_stops_2023June,30.0,1,2022-04-01,-9.050275841499788
original_Shiller_stops_2023June,30.0,1,2022-05-01,0.29270232923841455
original_Shiller_stops_2023June,30.0,3,1929-08-01,-60.86769120262875
original_Shiller_stops_2023June,30.0,3,1929-09-01,-58.27264876211744
original_Shiller_stops_2023June,30.0,3,1997-06-01,61.6482700072938
original_Shiller_stops_2023June,30.0,3,1997-07-01,54.0123399434989
original_Shiller_stops_2023June,30.0,3,1997-08-01,55.208897930383394
original_Shiller_stops_2023June,30.0,3,1997-09-01,51.3123451619137
original_Shiller_stops_2023June,30.0,3,1997-10-01,41.20648460212746
original_Shiller_stops_2023June,30.0,3,1997-11-01,41.57820814357598
original_Shiller_stops_2023June,30.0,3,1997-12-01,33.27474021896053
original_Shiller_stops_2023June,30.0,3,1998-01-01,32.97079809030874
original_Shiller_stops_2023June,30.0,3,1998-02-01,22.03796785019776
original_Shiller_stops_2023June,30.0,3,1998-03-01,5.3141209181362115
original_Shiller_stops_2023June,30.0,3,1998-04-01,2.084594442281018
original_Shiller_stops_2023June,30.0,3,1998-05-01,9.057158854596281
original_Shiller_stops_2023June,30.0,3,1998-06-01,6.278234303603769
original_Shiller_stops_2023June,30.0,3,1998-07-01,-0.5727970430813079
original_Shiller_stops_2023June,30.0,3,1998-08-01,4.818945367110117
original_Shiller_stops_2023June,30.0,3,1998-09-01,-2.4987622751852734
original_Shiller_stops_2023June,30.0,3,1998-10-01,-0.09775362778177143
original_Shiller_stops_2023June,30.0,3,1998-11-01,-5.268511266683973
original_Shiller_stops_2023June,30.0,3,1998-12-01,-7.359538468448024
original_Shiller_stops_2023June,30.0,3,1999-01-01,-12.058740166019245
original_Shiller_stops_2023June,30.0,3,1999-02-01,-15.182585071163246
original_Shiller_stops_2023June,30.0,3,1999-03-01,-13.739422456349148
original_Shiller_stops_2023June,30.0,3,1999-04-01,-20.029903984507236
original_Shiller_stops_2023June,30.0,3,1999-05-01,-22.207981773489273
original_Shiller_stops_2023June,30.0,3,1999-06-01,-26.40369880205483
original_Shiller_stops_2023June,30.0,3,1999-07-01,-37.04508547893942
original_Shiller_stops_2023June,30.0,3,1999-08-01,-33.89268326467146
original_Shiller_stops_2023June,30.0,3,1999-09-01,-36.46203435893185
original_Shiller_stops_2023June,30.0,3,1999-10-01,-36.51473784818505
original_Shiller_stops_2023June,30.0,3,1999-11-01,-36.76098204363043
original_Shiller_stops_2023June,30.0,3,1999-12-01,-38.99059944194164
original_Shiller_stops_2023June,30.0,3,2000-01-01,-39.14149888234601
original_Shiller_stops_2023June,30.0,3,2000-02-01,-41.701358236833855
original_Shiller_stops_2023June,30.0,3,2000-03-01,-43.05166991658964
original_Shiller_stops_2023June,30.0,3,2000-04-01,-40.7201462033705
original_Shiller_stops_2023June,30.0,3,2000-05-01,-35.56738469272634
original_Shiller_stops_2023June,30.0,3,2000-06-01,-33.706049865913656
original_Shiller_stops_2023June,30.0,3,2000-07-01,-33.79080222199329
original_Shiller_stops_2023June,30.0,3,2000-08-01,-34.76328181455221
original_Shiller_stops_2023June,30.0,3,2000-09-01,-31.83262513308993
original_Shiller_stops_2023June,30.0,3,2000-10-01,-26.416603388168692
original_Shiller_stops_2023June,30.0,3,2000-11-01,-24.69772178480756
original_Shiller_stops_2023June,30.0,3,2000-12-01,-19.682696810492274
original_Shiller_stops_2023June,30.0,3,2001-01-01,-15.978309032624038
original_Shiller_stops_2023June,30.0,3,2001-02-01,-13.330707129404152
original_Shiller_stops_2023June,30.0,3,2001-03-01,-6.553868949022712
original_Shiller_stops_2023June,30.0,3,2001-04-01,-5.99657260336034
original_Shiller_stops_2023June,30.0,3,2001-05-01,-14.413862405836152
original_Shiller_stops_2023June,30.0,3,2001-06-01,-9.94546117114824
original_Shiller_stops_2023June,30.0,3,2001-07-01,-9.665479660136423
original_Shiller_stops_2023June,30.0,3,2001-08-01,-9.10497921828889
original_Shiller_stops_2023June,30.0,3,2001-11-01,0.9941971511526537
original_Shiller_stops_2023June,30.0,3,2001-12-01,2.2214019041350452
original_Shiller_stops_2023June,30.0,3,2002-01-01,1.1616226916855155
original_Shiller_stops_2023June,30.0,3,2002-03-01,0.7571636490681044
original_Shiller_stops_2023June,30.0,3,2017-07-01,30.78493747931803
original_Shiller_stops_2023June,30.0,3,2017-09-01,35.55137579593979
original_Shiller_stops_2023June,30.0,3,2017-10-01,34.07840290457167
original_Shiller_stops_2023June,30.0,3,2017-11-01,37.28422779228464
original_Shiller_stops_2023June,30.0,3,2017-12-01,38.90715682714783
original_Shiller_stops_2023June,30.0,3,2018-01-01,36.329237070385204
original_Shiller_stops_2023June,30.0,3,2018-02-01,43.74262004761766
original_Shiller_stops_2023June,30.0,3,2018-03-01,44.134191757566164
original_Shiller_stops_2023June,30.0,3,2018-04-01,54.74294282493632
original_Shiller_stops_2023June,30.0,3,2018-05-01,52.33342818883535
original_Shiller_stops_2023June,30.0,3,2018-06-01,50.72230926320111
original_Shiller_stops_2023June,30.0,3,2018-07-01,52.20708093230879
original_Shiller_stops_2023June,30.0,3,2018-08-01,51.58286898353646
original_Shiller_stops_2023June,30.0,3,2018-09-01,48.72137134443253
original_Shiller_stops_2023June,30.0,3,2018-10-01,54.36511792573315
original_Shiller_stops_2023June,30.0,3,2018-11-01,63.758503837162905
original_Shiller_stops_2023June,30.0,3,2019-04-01,40.476386681834484
original_Shiller_stops_2023June,30.0,3,2019-12-01,11.874869533631571
original_Shiller_stops_2023June,30.0,3,2020-01-01,9.293946207633507
original_Shiller_stops_2023June,30.0,3,2020-02-01,12.277582091631057
original_Shiller_stops_2023June,30.0,5,1929-08-01,-46.902707394569646
original_Shiller_stops_2023June,30.0,5,1929-09-01,-50.82233104038092
original_Shiller_stops_2023June,30.0,5,1997-06-01,10.309581999650996
original_Shiller_stops_2023June,30.0,5,1997-07-01,-6.88651606804428
original_Shiller_stops_2023June,30.0,5,1997-08-01,-6.2904891736364155
original_Shiller_stops_2023June,30.0,5,1997-09-01,-11.728331000875302
original_Shiller_stops_2023June,30.0,5,1997-10-01,-14.273948115375424
original_Shiller_stops_2023June,30.0,5,1997-11-01,-7.585674926238362
original_Shiller_stops_2023June,30.0,5,1997-12-01,-10.803447185487657
original_Shiller_stops_2023June,30.0,5,1998-01-01,-11.438296186704278
original_Shiller_stops_2023June,30.0,5,1998-02-01,-22.558656526631403
original_Shiller_stops_2023June,30.0,5,1998-03-01,-25.81111294009444
original_Shiller_stops_2023June,30.0,5,1998-04-01,-24.15832224806901
original_Shiller_stops_2023June,30.0,5,1998-05-01,-19.674025010490336
original_Shiller_stops_2023June,30.0,5,1998-06-01,-15.179607714567812
original_Shiller_stops_2023June,30.0,5,1998-07-01,-18.31158053105908
original_Shiller_stops_2023June,30.0,5,1998-08-01,-12.560697614405548
original_Shiller_stops_2023June,30.0,5,1998-09-01,-5.341966017300881
original_Shiller_stops_2023June,30.0,5,1998-10-01,-4.314878321721971
original_Shiller_stops_2023June,30.0,5,1998-11-01,-12.495428941137988
original_Shiller_stops_2023June,30.0,5,1998-12-01,-13.32700032617855
original_Shiller_stops_2023June,30.0,5,1999-01-01,-13.629393872218209
original_Shiller_stops_2023June,30.0,5,1999-02-01,-12.995315900502135
original_Shiller_stops_2023June,30.0,5,1999-03-01,-17.07040092050518
original_Shiller_stops_2023June,30.0,5,1999-04-01,-19.353944623410257
original_Shiller_stops_2023June,30.0,5,1999-05-01,-21.800719726184347
original_Shiller_stops_2023June,30.0,5,1999-06-01,-19.325298368664512
original_Shiller_stops_2023June,30.0,5,1999-07-01,-24.196478955023103
original_Shiller_stops_2023June,30.0,5,1999-08-01,-22.169866701926644
original_Shiller_stops_2023June,30.0,5,1999-09-01,-19.307246485960793
original_Shiller_stops_2023June,30.0,5,1999-10-01,-18.466376157410348
original_Shiller_stops_2023June,30.0,5,1999-11-01,-20.23536330568837
original_Shiller_stops_2023June,30.0,5,1999-12-01,-20.004719562043995
original_Shiller_stops_2023June,30.0,5,2000-01-01,-20.92021418211748
original_Shiller_stops_2023June,30.0,5,2000-02-01,-17.533371201708047
original_Shiller_stops_2023June,30.0,5,2000-03-01,-20.82851359143829
original_Shiller_stops_2023June,30.0,5,2000-04-01,-24.283970268290823
original_Shiller_stops_2023June,30.0,5,2000-05-01,-20.856200497120792
original_Shiller_stops_2023June,30.0,5,2000-06-01,-21.237678246377868
original_Shiller_stops_2023June,30.0,5,2000-07-01,-20.670855122677956
original_Shiller_stops_2023June,30.0,5,2000-08-01,-21.566037248284374
original_Shiller_stops_2023June,30.0,5,2000-09-01,-21.03720163355035
original_Shiller_stops_2023June,30.0,5,2000-10-01,-18.90114494559365
original_Shiller_stops_2023June,30.0,5,2000-11-01,-14.293299046190278
original_Shiller_stops_2023June,30.0,5,2000-12-01,-9.131979434465975
original_Shiller_stops_2023June,30.0,5,2001-01-01,-8.333195907989078
original_Shiller_stops_2023June,30.0,5,2001-02-01,-6.160957530552591
original_Shiller_stops_2023June,30.0,5,2001-03-01,4.406602824276962
original_Shiller_stops_2023June,30.0,5,2001-04-01,4.300885196970916
original_Shiller_stops_2023June,30.0,5,2001-05-01,-3.2204741298591855
original_Shiller_stops_2023June,30.0,5,2001-06-01,-3.560993102567478
original_Shiller_stops_2023June,30.0,5,2001-07-01,-0.7842392745154414
original_Shiller_stops_2023June,30.0,5,2001-08-01,3.4079538625850114
original_Shiller_stops_2023June,30.0,5,2001-11-01,17.802879507043336
original_Shiller_stops_2023June,30.0,5,2001-12-01,17.9529652276484
original_Shiller_stops_2023June,30.0,5,2002-01-01,19.032283257228165
original_Shiller_stops_2023June,30.0,5,2002-03-01,15.722007096821233
original_Shiller_stops_2023June,30.0,5,2017-07-01,43.6533172782168
original_Shiller_stops_2023June,30.0,5,2017-09-01,40.039650915799015
original_Shiller_stops_2023June,30.0,5,2017-10-01,31.48205748045807
original_Shiller_stops_2023June,30.0,5,2017-11-01,36.40640949032099
original_Shiller_stops_2023June,30.0,5,2017-12-01,32.92862041112385
original_Shiller_stops_2023June,30.0,5,2018-01-01,28.185026569079106
original_Shiller_stops_2023June,30.0,5,2018-02-01,36.007082179339164
original_Shiller_stops_2023June,30.0,5,2018-03-01,32.33712537134175
original_Shiller_stops_2023June,30.0,5,2018-04-01,39.72776763375734
original_Shiller_stops_2023June,30.0,5,2018-05-01,38.275719091895574
original_Shiller_stops_2023June,30.0,5,2018-06-01,41.87408140925144
original_Shiller_stops_2023June,35.0,1,1998-03-01,18.66929605436809
original_Shiller_stops_2023June,35.0,1,1998-04-01,18.992822614310057
original_Shiller_stops_2023June,35.0,1,1998-05-01,19.358911880975427
original_Shiller_stops_2023June,35.0,1,1998-06-01,18.634927483118325
original_Shiller_stops_2023June,35.0,1,1998-07-01,18.48669513014243
original_Shiller_stops_2023June,35.0,1,1998-08-01,22.414286263291938
original_Shiller_stops_2023June,35.0,1,1998-11-01,19.94451483832822
original_Shiller_stops_2023June,35.0,1,1998-12-01,18.37995690440892
original_Shiller_stops_2023June,35.0,1,1999-01-01,12.497529606926406
original_Shiller_stops_2023June,35.0,1,1999-02-01,9.268971670853166
original_Shiller_stops_2023June,35.0,1,1999-03-01,9.779057111259014
original_Shiller_stops_2023June,35.0,1,1999-04-01,7.517718811784135
original_Shiller_stops_2023June,35.0,1,1999-05-01,4.44686164276189
original_Shiller_stops_2023June,35.0,1,1999-06-01,7.848425784273205
original_Shiller_stops_2023June,35.0,1,1999-07-01,4.129211870290428
original_Shiller_stops_2023June,35.0,1,1999-08-01,9.492021515691619
original_Shiller_stops_2023June,35.0,1,1999-09-01,8.914657409077087
original_Shiller_stops_2023June,35.0,1,1999-10-01,4.5718366286984
original_Shiller_stops_2023June,35.0,1,1999-11-01,-3.1181925542813183
original_Shiller_stops_2023June,35.0,1,1999-12-01,-8.841633967643503
original_Shiller_stops_2023June,35.0,1,2000-01-01,-8.62412176199021
original_Shiller_stops_2023June,35.0,1,2000-02-01,-8.12855962848662
original_Shiller_stops_2023June,35.0,1,2000-03-01,-19.15954588121238
original_Shiller_stops_2023June,35.0,1,2000-04-01,-20.207991004358348
original_Shiller_stops_2023June,35.0,1,2000-05-01,-12.52097514035625
original_Shiller_stops_2023June,35.0,1,2000-06-01,-16.93502263521216
original_Shiller_stops_2023June,35.0,1,2000-07-01,-19.413358859371844
original_Shiller_stops_2023June,35.0,1,2000-08-01,-21.79667709086649
original_Shiller_stops_2023June,35.0,1,2000-09-01,-29.785110229629975
original_Shiller_stops_2023June,35.0,1,2000-10-01,-23.173566712528505
original_Shiller_stops_2023June,35.0,1,2000-11-01,-18.478579644290615
original_Shiller_stops_2023June,35.0,1,2000-12-01,-14.152826549824082
original_Shiller_stops_2023June,35.0,1,2001-01-01,-14.450370463757544
original_Shiller_stops_2023June,35.0,1,2001-02-01,-15.50954467477198
original_Shiller_stops_2023June,35.0,1,2021-02-01,7.335413408938685
original_Shiller_stops_2023June,35.0,1,2021-03-01,4.859750886113567
original_Shiller_stops_2023June,35.0,1,2021-04-01,-0.7180079383889537
original_Shiller_stops_2023June,35.0,1,2021-05-01,-9.493165291716243
original_Shiller_stops_2023June,35.0,1,2021-06-01,-14.473295563956457
original_Shiller_stops_2023June,35.0,1,2021-07-01,-16.222933214304724
original_Shiller_stops_2023June,35.0,1,2021-08-01,-12.51737243823271
original_Shiller_stops_2023June,35.0,1,2021-09-01,-18.769382352973597
original_Shiller_stops_2023June,35.0,1,2021-10-01,-21.302329956081532
original_Shiller_stops_2023June,35.0,1,2021-11-01,-20.42703370829774
original_Shiller_stops_2023June,35.0,1,2021-12-01,-20.139543357408463
original_Shiller_stops_2023June,35.0,1,2022-01-01,-17.30986596255918
original_Shiller_stops_2023June,35.0,1,2022-02-01,-11.84784501245476
original_Shiller_stops_2023June,35.0,3,1998-03-01,5.3141209181362115
original_Shiller_stops_2023June,35.0,3,1998-04-01,2.084594442281018
original_Shiller_stops_2023June,35.0,3,1998-05-01,9.057158854596281
original_Shiller_stops_2023June,35.0,3,1998-06-01,6.278234303603769
original_Shiller_stops_2023June,35.0,3,1998-07-01,-0.5727970430813079
original_Shiller_stops_2023June,35.0,3,1998-08-01,4.818945367110117
original_Shiller_stops_2023June,35.0,3,1998-11-01,-5.268511266683973
original_Shiller_stops_2023June,35.0,3,1998-12-01,-7.359538468448024
original_Shiller_stops_2023June,35.0,3,1999-01-01,-12.058740166019245
original_Shiller_stops_2023June,35.0,3,1999-02-01,-15.182585071163246
original_Shiller_stops_2023June,35.0,3,1999-03-01,-13.739422456349148
original_Shiller_stops_2023June,35.0,3,1999-04-01,-20.029903984507236
original_Shiller_stops_2023June,35.0,3,1999-05-01,-22.207981773489273
original_Shiller_stops_2023June,35.0,3,1999-06-01,-26.40369880205483
original_Shiller_stops_2023June,35.0,3,1999-07-01,-37.04508547893942
original_Shiller_stops_2023June,35.0,3,1999-08-01,-33.89268326467146
original_Shiller_stops_2023June,35.0,3,1999-09-01,-36.46203435893185
original_Shiller_stops_2023June,35.0,3,1999-10-01,-36.51473784818505
original_Shiller_stops_2023June,35.0,3,1999-11-01,-36.76098204363043
original_Shiller_stops_2023June,35.0,3,1999-12-01,-38.99059944194164
original_Shiller_stops_2023June,35.0,3,2000-01-01,-39.14149888234601
original_Shiller_stops_2023June,35.0,3,2000-02-01,-41.701358236833855
original_Shiller_stops_2023June,35.0,3,2000-03-01,-43.05166991658964
original_Shiller_stops_2023June,35.0,3,2000-04-01,-40.7201462033705
original_Shiller_stops_2023June,35.0,3,2000-05-01,-35.56738469272634
original_Shiller_stops_2023June,35.0,3,2000-06-01,-33.706049865913656
original_Shiller_stops_2023June,35.0,3,2000-07-01,-33.79080222199329
original_Shiller_stops_2023June,35.0,3,2000-08-01,-34.76328181455221
original_Shiller_stops_2023June,35.0,3,2000-09-01,-31.83262513308993
original_Shiller_stops_2023June,35.0,3,2000-10-01,-26.416603388168692
original_Shiller_stops_2023June,35.0,3,2000-11-01,-24.69772178480756
original_Shiller_stops_2023June,35.0,3,2000-12-01,-19.682696810492274
original_Shiller_stops_2023June,35.0,3,2001-01-01,-15.978309032624038
original_Shiller_stops_2023June,35.0,3,2001-02-01,-13.330707129404152
original_Shiller_stops_2023June,35.0,5,1998-03-01,-25.81111294009444
original_Shiller_stops_2023June,35.0,5,1998-04-01,-24.15832224806901
original_Shiller_stops_2023June,35.0,5,1998-05-01,-19.674025010490336
original_Shiller_stops_2023June,35.0,5,1998-06-01,-15.179607714567812
original_Shiller_stops_2023June,35.0,5,1998-07-01,-18.31158053105908
original_Shiller_stops_2023June,35.0,5,1998-08-01,-12.560697614405548
original_Shiller_stops_2023June,35.0,5,1998-11-01,-12.495428941137988
original_Shiller_stops_2023June,35.0,5,1998-12-01,-13.32700032617855
original_Shiller_stops_2023June,35.0,5,1999-01-01,-13.629393872218209
original_Shiller_stops_2023June,35.0,5,1999-02-01,-12.995315900502135
original_Shiller_stops_2023June,35.0,5,1999-03-01,-17.07040092050518
original_Shiller_stops_2023June,35.0,5,1999-04-01,-19.353944623410257
original_Shiller_stops_2023June,35.0,5,1999-05-01,-21.800719726184347
original_Shiller_stops_2023June,35.0,5,1999-06-01,-19.325298368664512
original_Shiller_stops_2023June,35.0,5,1999-07-01,-24.196478955023103
original_Shiller_stops_2023June,35.0,5,1999-08-01,-22.169866701926644
original_Shiller_stops_2023June,35.0,5,1999-09-01,-19.307246485960793
original_Shiller_stops_2023June,35.0,5,1999-10-01,-18.466376157410348
original_Shiller_stops_2023June,35.0,5,1999-11-01,-20.23536330568837
original_Shiller_stops_2023June,35.0,5,1999-12-01,-20.004719562043995
original_Shiller_stops_2023June,35.0,5,2000-01-01,-20.92021418211748
original_Shiller_stops_2023June,35.0,5,2000-02-01,-17.533371201708047
original_Shiller_stops_2023June,35.0,5,2000-03-01,-20.82851359143829
original_Shiller_stops_2023June,35.0,5,2000-04-01,-24.283970268290823
original_Shiller_stops_2023June,35.0,5,2000-05-01,-20.856200497120792
original_Shiller_stops_2023June,35.0,5,2000-06-01,-21.237678246377868
original_Shiller_stops_2023June,35.0,5,2000-07-01,-20.670855122677956
original_Shiller_stops_2023June,35.0,5,2000-08-01,-21.566037248284374
original_Shiller_stops_2023June,35.0,5,2000-09-01,-21.03720163355035
original_Shiller_stops_2023June,35.0,5,2000-10-01,-18.90114494559365
original_Shiller_stops_2023June,35.0,5,2000-11-01,-14.293299046190278
original_Shiller_stops_2023June,35.0,5,2000-12-01,-9.131979434465975
original_Shiller_stops_2023June,35.0,5,2001-01-01,-8.333195907989078
original_Shiller_stops_2023June,35.0,5,2001-02-01,-6.160957530552591
original_Shiller_stops_2023June,40.0,1,1999-01-01,12.497529606926406
original_Shiller_stops_2023June,40.0,1,1999-02-01,9.268971670853166
original_Shiller_stops_2023June,40.0,1,1999-03-01,9.779057111259014
original_Shiller_stops_2023June,40.0,1,1999-04-01,7.517718811784135
original_Shiller_stops_2023June,40.0,1,1999-05-01,4.44686164276189
original_Shiller_stops_2023June,40.0,1,1999-06-01,7.848425784273205
original_Shiller_stops_2023June,40.0,1,1999-07-01,4.129211870290428
original_Shiller_stops_2023June,40.0,1,1999-08-01,9.492021515691619
original_Shiller_stops_2023June,40.0,1,1999-09-01,8.914657409077087
original_Shiller_stops_2023June,40.0,1,1999-10-01,4.5718366286984
original_Shiller_stops_2023June,40.0,1,1999-11-01,-3.1181925542813183
original_Shiller_stops_2023June,40.0,1,1999-12-01,-8.841633967643503
original_Shiller_stops_2023June,40.0,1,2000-01-01,-8.62412176199021
original_Shiller_stops_2023June,40.0,1,2000-02-01,-8.12855962848662
original_Shiller_stops_2023June,40.0,1,2000-03-01,-19.15954588121238
original_Shiller_stops_2023June,40.0,1,2000-04-01,-20.207991004358348
original_Shiller_stops_2023June,40.0,1,2000-05-01,-12.52097514035625
original_Shiller_stops_2023June,40.0,1,2000-06-01,-16.93502263521216
original_Shiller_stops_2023June,40.0,1,2000-07-01,-19.413358859371844
original_Shiller_stops_2023June,40.0,1,2000-08-01,-21.79667709086649
original_Shiller_stops_2023June,40.0,1,2000-09-01,-29.785110229629975
original_Shiller_stops_2023June,40.0,3,1999-01-01,-12.058740166019245
original_Shiller_stops_2023June,40.0,3,1999-02-01,-15.182585071163246
original_Shiller_stops_2023June,40.0,3,1999-03-01,-13.739422456349148
original_Shiller_stops_2023June,40.0,3,1999-04-01,-20.029903984507236
original_Shiller_stops_2023June,40.0,3,1999-05-01,-22.207981773489273
original_Shiller_stops_2023June,40.0,3,1999-06-01,-26.40369880205483
original_Shiller_stops_2023June,40.0,3,1999-07-01,-37.04508547893942
original_Shiller_stops_2023June,40.0,3,1999-08-01,-33.89268326467146
original_Shiller_stops_2023June,40.0,3,1999-09-01,-36.46203435893185
original_Shiller_stops_2023June,40.0,3,1999-10-01,-36.51473784818505
original_Shiller_stops_2023June,40.0,3,1999-11-01,-36.76098204363043
