method,threshold,horizon,start,real_return
French_market_only,35.0,1,2001-02-01,-9.593684358382648
French_market_only,35.0,1,2021-02-01,2.4858381696600373
French_market_only,35.0,1,2021-03-01,1.7686105812664055
French_market_only,35.0,1,2021-04-01,-11.929631829350972
French_market_only,35.0,1,2021-05-01,-12.72675718390779
French_market_only,35.0,1,2021-06-01,-22.476275822116186
French_market_only,35.0,1,2021-07-01,-15.709361252900788
French_market_only,35.0,1,2021-08-01,-20.853921376694583
French_market_only,35.0,1,2021-09-01,-24.745556650909116
French_market_only,35.0,1,2021-10-01,-23.39791333995652
French_market_only,35.0,1,2021-11-01,-17.8389618731264
French_market_only,35.0,1,2021-12-01,-24.773592227886844
French_market_only,35.0,1,2022-01-01,-14.218251845433795
French_market_only,35.0,1,2022-02-01,-13.870609449300774
French_market_only,35.0,3,1998-03-01,-2.5964462079693273
French_market_only,35.0,3,1998-04-01,4.066821571242274
French_market_only,35.0,3,1998-05-01,7.703144020984332
French_market_only,35.0,3,1998-06-01,2.18789641728252
French_market_only,35.0,3,1998-07-01,2.8004486170639886
French_market_only,35.0,3,1998-08-01,14.551090304401226
French_market_only,35.0,3,1998-11-01,-4.844566274625706
French_market_only,35.0,3,1998-12-01,-8.800819481596967
French_market_only,35.0,3,1999-01-01,-13.291468155967024
French_market_only,35.0,3,1999-02-01,-12.126473047677244
French_market_only,35.0,3,1999-03-01,-11.964328613860753
French_market_only,35.0,3,1999-04-01,-20.04517984744688
French_market_only,35.0,3,1999-05-01,-19.310000667458095
French_market_only,35.0,3,1999-06-01,-28.763581605262146
French_market_only,35.0,3,1999-07-01,-32.26016825403954
French_market_only,35.0,3,1999-08-01,-31.21587293803868
French_market_only,35.0,3,1999-09-01,-36.528379377082544
French_market_only,35.0,3,1999-10-01,-35.62593501716308
French_market_only,35.0,3,1999-11-01,-34.15379452135222
French_market_only,35.0,3,1999-12-01,-42.40215951914499
French_market_only,35.0,3,2000-01-01,-41.36720236591878
French_market_only,35.0,3,2000-02-01,-44.13304676763773
French_market_only,35.0,3,2000-03-01,-46.38768366546675
French_market_only,35.0,3,2000-04-01,-38.11870467585808
French_market_only,35.0,3,2000-05-01,-31.469152621617656
French_market_only,35.0,3,2000-06-01,-33.51591497553048
French_market_only,35.0,3,2000-07-01,-30.445460295823366
French_market_only,35.0,3,2000-08-01,-34.01490834407248
French_market_only,35.0,3,2000-09-01,-31.264378834217197
French_market_only,35.0,3,2000-10-01,-25.170901845675775
French_market_only,35.0,3,2000-11-01,-15.219826369550372
French_market_only,35.0,3,2000-12-01,-12.932522965609405
French_market_only,35.0,3,2001-01-01,-14.126814133867038
French_market_only,35.0,3,2001-02-01,-3.701769529102006
French_market_only,35.0,3,2021-02-01,10.858912320139225
French_market_only,35.0,3,2021-03-01,11.262294498835246
French_market_only,35.0,3,2021-04-01,2.193543628407535
French_market_only,35.0,3,2021-05-01,7.551128882727709
French_market_only,35.0,3,2021-06-01,9.096195984452326
French_market_only,35.0,3,2021-07-01,9.791015774156996
French_market_only,35.0,3,2021-08-01,8.929836799702118
French_market_only,35.0,3,2021-09-01,16.425316447067996
French_market_only,35.0,3,2021-10-01,9.110562032443337
French_market_only,35.0,3,2021-11-01,18.745792670140048
French_market_only,35.0,3,2021-12-01,11.760609409795952
French_market_only,35.0,3,2022-01-01,23.380887612406774
French_market_only,35.0,3,2022-02-01,24.44518568104459
French_market_only,35.0,5,1998-03-01,-27.61768222133394
French_market_only,35.0,5,1998-04-01,-22.218624854933932
French_market_only,35.0,5,1998-05-01,-14.882580110133848
French_market_only,35.0,5,1998-06-01,-16.57995486864079
French_market_only,35.0,5,1998-07-01,-12.804731553219884
French_market_only,35.0,5,1998-08-01,5.544421783849085
French_market_only,35.0,5,1998-11-01,-7.3558116705530585
French_market_only,35.0,5,1998-12-01,-9.191170456140563
French_market_only,35.0,5,1999-01-01,-10.81659217672476
French_market_only,35.0,5,1999-02-01,-6.399623846079605
French_market_only,35.0,5,1999-03-01,-11.330668337737148
French_market_only,35.0,5,1999-04-01,-16.446423604815774
French_market_only,35.0,5,1999-05-01,-14.080935399009576
French_market_only,35.0,5,1999-06-01,-16.99124723694827
French_market_only,35.0,5,1999-07-01,-17.32400097328618
French_market_only,35.0,5,1999-08-01,-16.199006531740956
French_market_only,35.0,5,1999-09-01,-12.454764754520632
French_market_only,35.0,5,1999-10-01,-16.813435386160325
French_market_only,35.0,5,1999-11-01,-16.078010226468763
French_market_only,35.0,5,1999-12-01,-19.291260605519767
French_market_only,35.0,5,2000-01-01,-17.752111957818386
French_market_only,35.0,5,2000-02-01,-18.41893481228485
French_market_only,35.0,5,2000-03-01,-24.107240165548927
French_market_only,35.0,5,2000-04-01,-21.73967617988576
French_market_only,35.0,5,2000-05-01,-15.218685404236465
French_market_only,35.0,5,2000-06-01,-18.279034500248514
French_market_only,35.0,5,2000-07-01,-13.341751408812597
French_market_only,35.0,5,2000-08-01,-20.542116609405593
French_market_only,35.0,5,2000-09-01,-16.361556814682444
French_market_only,35.0,5,2000-10-01,-16.000533579720656
French_market_only,35.0,5,2000-11-01,-1.9600941085973766
French_market_only,35.0,5,2000-12-01,-3.1662015218843376
French_market_only,35.0,5,2001-01-01,-3.673171481672566
French_market_only,35.0,5,2001-02-01,6.868658949673567
French_market_only,35.0,5,2021-02-01,45.52919918670819
French_market_only,35.0,5,2021-03-01,33.954924819771094
French_market_only,35.0,5,2021-04-01,40.95746152636792
French_market_only,35.0,5,2021-05-01,48.355200696852954
French_market_only,35.0,5,2021-06-01,45.22181289146283
French_market_only,35.0,5,2021-07-01,43.49274989336007
French_market_only,40.0,1,1999-01-01,12.323192923738047
French_market_only,40.0,1,1999-02-01,19.485369503794846
French_market_only,40.0,1,1999-03-01,20.8932793000977
French_market_only,40.0,1,1999-04-01,9.334850456118637
French_market_only,40.0,1,1999-05-01,7.232509693426303
French_market_only,40.0,1,1999-06-01,6.5814252527929495
French_market_only,40.0,1,1999-07-01,7.876475033989472
French_market_only,40.0,1,1999-08-01,17.428718351885486
French_market_only,40.0,1,1999-09-01,14.31340930671361
French_market_only,40.0,1,1999-10-01,4.9796289400496185
French_market_only,40.0,1,1999-11-01,-9.14130082666822
French_market_only,40.0,1,1999-12-01,-14.488232914844945
French_market_only,40.0,1,2000-01-01,-7.5393275530939885
French_market_only,40.0,1,2000-02-01,-18.65243524767045
French_market_only,40.0,1,2000-03-01,-27.854891936809278
French_market_only,40.0,1,2000-04-01,-17.20653296390936
French_market_only,40.0,1,2000-05-01,-13.284639799651998
French_market_only,40.0,1,2000-06-01,-18.558317929699253
French_market_only,40.0,1,2000-07-01,-17.997409580694
French_market_only,40.0,1,2000-08-01,-28.384048486217527
French_market_only,40.0,1,2000-09-01,-31.371956773398747
French_market_only,40.0,3,1999-01-01,-13.291468155967024
French_market_only,40.0,3,1999-02-01,-12.126473047677244
French_market_only,40.0,3,1999-03-01,-11.964328613860753
French_market_only,40.0,3,1999-04-01,-20.04517984744688
French_market_only,40.0,3,1999-05-01,-19.310000667458095
French_market_only,40.0,3,1999-06-01,-28.763581605262146
French_market_only,40.0,3,1999-07-01,-32.26016825403954
French_market_only,40.0,3,1999-08-01,-31.21587293803868
French_market_only,40.0,3,1999-09-01,-36.528379377082544
French_market_only,40.0,3,1999-10-01,-35.62593501716308
French_market_only,40.0,3,1999-11-01,-34.15379452135222
French_market_only,40.0,3,1999-12-01,-42.40215951914499
French_market_only,40.0,3,2000-01-01,-41.36720236591878
French_market_only,40.0,3,2000-02-01,-44.13304676763773
French_market_only,40.0,3,2000-03-01,-46.38768366546675
French_market_only,40.0,3,2000-04-01,-38.11870467585808
French_market_only,40.0,3,2000-05-01,-31.469152621617656
French_market_only,40.0,3,2000-06-01,-33.51591497553048
French_market_only,40.0,3,2000-07-01,-30.445460295823366
French_market_only,40.0,3,2000-08-01,-34.01490834407248
French_market_only,40.0,3,2000-09-01,-31.264378834217197
French_market_only,40.0,5,1999-01-01,-10.81659217672476
French_market_only,40.0,5,1999-02-01,-6.399623846079605
French_market_only,40.0,5,1999-03-01,-11.330668337737148
French_market_only,40.0,5,1999-04-01,-16.446423604815774
French_market_only,40.0,5,1999-05-01,-14.080935399009576
French_market_only,40.0,5,1999-06-01,-16.99124723694827
French_market_only,40.0,5,1999-07-01,-17.32400097328618
French_market_only,40.0,5,1999-08-01,-16.199006531740956
French_market_only,40.0,5,1999-09-01,-12.454764754520632
French_market_only,40.0,5,1999-10-01,-16.813435386160325
French_market_only,40.0,5,1999-11-01,-16.078010226468763
French_market_only,40.0,5,1999-12-01,-19.291260605519767
French_market_only,40.0,5,2000-01-01,-17.752111957818386
French_market_only,40.0,5,2000-02-01,-18.41893481228485
French_market_only,40.0,5,2000-03-01,-24.107240165548927
French_market_only,40.0,5,2000-04-01,-21.73967617988576
French_market_only,40.0,5,2000-05-01,-15.218685404236465
French_market_only,40.0,5,2000-06-01,-18.279034500248514
French_market_only,40.0,5,2000-07-01,-13.341751408812597
French_market_only,40.0,5,2000-08-01,-20.542116609405593
French_market_only,40.0,5,2000-09-01,-16.361556814682444
