spec,gap_months,cutoff,rank,date,horizon,asset,real_return
original_full_sample,24,2023-12-01,9,2003-03-01,3,GOLD,50.58959252507653
original_full_sample,24,2023-12-01,9,2003-03-01,3,Enrgy,119.50732473494784
original_full_sample,24,2023-12-01,9,2003-03-01,3,BusEq,55.81307962674125
original_full_sample,24,2023-12-01,9,2003-03-01,3,Telcm,33.137826967309245
original_full_sample,24,2023-12-01,9,2003-03-01,5,MKT,53.54292455878398
original_full_sample,24,2023-12-01,9,2003-03-01,5,CASH,-0.1586577851502402
original_full_sample,24,2023-12-01,9,2003-03-01,5,GOLD,144.87909079784842
original_full_sample,24,2023-12-01,9,2003-03-01,5,Enrgy,189.6274937303379
original_full_sample,24,2023-12-01,9,2003-03-01,5,BusEq,49.6565849499957
original_full_sample,24,2023-12-01,9,2003-03-01,5,Telcm,35.909652520143574
original_full_sample,24,2023-12-01,10,1966-05-01,1,MKT,6.837466747563337
original_full_sample,24,2023-12-01,10,1966-05-01,1,CASH,1.8802398410082022
original_full_sample,24,2023-12-01,10,1966-05-01,1,GOLD,
original_full_sample,24,2023-12-01,10,1966-05-01,1,Enrgy,5.079190140507839
original_full_sample,24,2023-12-01,10,1966-05-01,1,BusEq,25.466225132368002
original_full_sample,24,2023-12-01,10,1966-05-01,1,Telcm,5.76426246022792
original_full_sample,24,2023-12-01,10,1966-05-01,3,MKT,23.76971433894026
original_full_sample,24,2023-12-01,10,1966-05-01,3,CASH,2.5316919613763034
original_full_sample,24,2023-12-01,10,1966-05-01,3,GOLD,
original_full_sample,24,2023-12-01,10,1966-05-01,3,Enrgy,42.93093003046919
original_full_sample,24,2023-12-01,10,1966-05-01,3,BusEq,45.281042833516594
original_full_sample,24,2023-12-01,10,1966-05-01,3,Telcm,4.910549549497212
original_full_sample,24,2023-12-01,10,1966-05-01,5,MKT,11.860318087403288
original_full_sample,24,2023-12-01,10,1966-05-01,5,CASH,4.207625801505266
original_full_sample,24,2023-12-01,10,1966-05-01,5,GOLD,
original_full_sample,24,2023-12-01,10,1966-05-01,5,Enrgy,15.244825461607858
original_full_sample,24,2023-12-01,10,1966-05-01,5,BusEq,22.49704634732106
original_full_sample,24,2023-12-01,10,1966-05-01,5,Telcm,-11.252280392100744
original_full_sample,24,2023-12-01,11,1950-10-01,1,MKT,18.250075838386802
original_full_sample,24,2023-12-01,11,1950-10-01,1,CASH,-4.717316325551845
original_full_sample,24,2023-12-01,11,1950-10-01,1,GOLD,
original_full_sample,24,2023-12-01,11,1950-10-01,1,Enrgy,44.672773966602854
original_full_sample,24,2023-12-01,11,1950-10-01,1,BusEq,16.389264159807638
original_full_sample,24,2023-12-01,11,1950-10-01,1,Telcm,4.699073029367362
original_full_sample,24,2023-12-01,11,1950-10-01,3,MKT,32.530133619644715
