spread,onset,calm_rule,date,calm,credit,real_3y,maxdrawdown_3y,post2000
BAA_AAA,original_repeated_level,prior_pct10,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,original_repeated_level,prior_pct10,2006-07-01,False,0.9100000000000001,-19.742469821510046,-50.31170717166413,True
BAA_AAA,original_repeated_level,prior_pct10,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,original_repeated_level,prior_pct10,2018-04-01,False,0.8199999999999998,60.40279509736821,-20.216025000000016,True
BAA_AAA,original_repeated_level,prior_pct10,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,original_repeated_level,prior_pct20,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,original_repeated_level,prior_pct20,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,original_repeated_level,prior_pct20,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,original_repeated_level,prior_pct20,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,original_repeated_level,prior_pct20,1956-12-01,True,0.6200000000000001,38.11895232749152,-14.937494539531148,False
BAA_AAA,original_repeated_level,prior_pct20,1959-01-01,False,0.75,33.71429854571475,-7.953680756933423,False
BAA_AAA,original_repeated_level,prior_pct20,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,original_repeated_level,prior_pct20,1964-01-01,True,0.4400000000000004,20.469620209493677,-15.485605273641012,False
BAA_AAA,original_repeated_level,prior_pct20,1966-01-01,True,0.3199999999999994,17.49973973671384,-15.48560527364099,False
BAA_AAA,original_repeated_level,prior_pct20,1968-02-01,False,0.7000000000000002,0.20314193085149146,-33.55321001761824,False
BAA_AAA,original_repeated_level,prior_pct20,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,original_repeated_level,prior_pct20,1973-07-01,False,0.79,-16.832969016947686,-41.196113116821266,False
BAA_AAA,original_repeated_level,prior_pct20,1975-08-01,False,1.6400000000000006,22.954265942648846,-9.30708935092104,False
BAA_AAA,original_repeated_level,prior_pct20,1977-08-01,False,0.8399999999999999,17.957243077890638,-11.990254,False
BAA_AAA,original_repeated_level,prior_pct20,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,original_repeated_level,prior_pct20,1981-09-01,False,1.4300000000000015,45.62968675282792,-13.168071606352505,False
BAA_AAA,original_repeated_level,prior_pct20,1983-10-01,False,1.2100000000000009,51.36308621506282,-9.540601687127959,False
BAA_AAA,original_repeated_level,prior_pct20,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,original_repeated_level,prior_pct20,1989-03-01,False,0.8699999999999992,32.0103140721188,-16.92428674579324,False
BAA_AAA,original_repeated_level,prior_pct20,1994-03-01,True,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,original_repeated_level,prior_pct20,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,original_repeated_level,prior_pct20,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,original_repeated_level,prior_pct20,2006-07-01,False,0.9100000000000001,-19.742469821510046,-50.31170717166413,True
BAA_AAA,original_repeated_level,prior_pct20,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,original_repeated_level,prior_pct20,2018-04-01,False,0.8199999999999998,60.40279509736821,-20.216025000000016,True
BAA_AAA,original_repeated_level,prior_pct20,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,original_repeated_level,prior_pct30,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,original_repeated_level,prior_pct30,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,original_repeated_level,prior_pct30,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,original_repeated_level,prior_pct30,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,original_repeated_level,prior_pct30,1956-12-01,True,0.6200000000000001,38.11895232749152,-14.937494539531148,False
BAA_AAA,original_repeated_level,prior_pct30,1959-01-01,True,0.75,33.71429854571475,-7.953680756933423,False
BAA_AAA,original_repeated_level,prior_pct30,1961-12-01,True,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,original_repeated_level,prior_pct30,1964-01-01,True,0.4400000000000004,20.469620209493677,-15.485605273641012,False
BAA_AAA,original_repeated_level,prior_pct30,1966-01-01,True,0.3199999999999994,17.49973973671384,-15.48560527364099,False
BAA_AAA,original_repeated_level,prior_pct30,1968-02-01,False,0.7000000000000002,0.20314193085149146,-33.55321001761824,False
BAA_AAA,original_repeated_level,prior_pct30,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,original_repeated_level,prior_pct30,1973-07-01,False,0.79,-16.832969016947686,-41.196113116821266,False
BAA_AAA,original_repeated_level,prior_pct30,1975-08-01,False,1.6400000000000006,22.954265942648846,-9.30708935092104,False
BAA_AAA,original_repeated_level,prior_pct30,1977-08-01,False,0.8399999999999999,17.957243077890638,-11.990254,False
BAA_AAA,original_repeated_level,prior_pct30,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,original_repeated_level,prior_pct30,1981-09-01,False,1.4300000000000015,45.62968675282792,-13.168071606352505,False
BAA_AAA,original_repeated_level,prior_pct30,1983-10-01,False,1.2100000000000009,51.36308621506282,-9.540601687127959,False
BAA_AAA,original_repeated_level,prior_pct30,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,original_repeated_level,prior_pct30,1989-03-01,False,0.8699999999999992,32.0103140721188,-16.92428674579324,False
BAA_AAA,original_repeated_level,prior_pct30,1994-03-01,True,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,original_repeated_level,prior_pct30,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,original_repeated_level,prior_pct30,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,original_repeated_level,prior_pct30,2006-07-01,False,0.9100000000000001,-19.742469821510046,-50.31170717166413,True
BAA_AAA,original_repeated_level,prior_pct30,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,original_repeated_level,prior_pct30,2018-04-01,False,0.8199999999999998,60.40279509736821,-20.216025000000016,True
BAA_AAA,original_repeated_level,prior_pct30,2022-02-01,True,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,original_repeated_level,full_pct20,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,original_repeated_level,full_pct20,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,original_repeated_level,full_pct20,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,original_repeated_level,full_pct20,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,original_repeated_level,full_pct20,1956-12-01,True,0.6200000000000001,38.11895232749152,-14.937494539531148,False
BAA_AAA,original_repeated_level,full_pct20,1959-01-01,False,0.75,33.71429854571475,-7.953680756933423,False
BAA_AAA,original_repeated_level,full_pct20,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,original_repeated_level,full_pct20,1964-01-01,True,0.4400000000000004,20.469620209493677,-15.485605273641012,False
BAA_AAA,original_repeated_level,full_pct20,1966-01-01,True,0.3199999999999994,17.49973973671384,-15.48560527364099,False
BAA_AAA,original_repeated_level,full_pct20,1968-02-01,False,0.7000000000000002,0.20314193085149146,-33.55321001761824,False
BAA_AAA,original_repeated_level,full_pct20,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,original_repeated_level,full_pct20,1973-07-01,False,0.79,-16.832969016947686,-41.196113116821266,False
BAA_AAA,original_repeated_level,full_pct20,1975-08-01,False,1.6400000000000006,22.954265942648846,-9.30708935092104,False
BAA_AAA,original_repeated_level,full_pct20,1977-08-01,False,0.8399999999999999,17.957243077890638,-11.990254,False
BAA_AAA,original_repeated_level,full_pct20,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,original_repeated_level,full_pct20,1981-09-01,False,1.4300000000000015,45.62968675282792,-13.168071606352505,False
BAA_AAA,original_repeated_level,full_pct20,1983-10-01,False,1.2100000000000009,51.36308621506282,-9.540601687127959,False
BAA_AAA,original_repeated_level,full_pct20,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,original_repeated_level,full_pct20,1989-03-01,False,0.8699999999999992,32.0103140721188,-16.92428674579324,False
BAA_AAA,original_repeated_level,full_pct20,1994-03-01,True,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,original_repeated_level,full_pct20,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,original_repeated_level,full_pct20,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,original_repeated_level,full_pct20,2006-07-01,False,0.9100000000000001,-19.742469821510046,-50.31170717166413,True
BAA_AAA,original_repeated_level,full_pct20,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,original_repeated_level,full_pct20,2018-04-01,False,0.8199999999999998,60.40279509736821,-20.216025000000016,True
BAA_AAA,original_repeated_level,full_pct20,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,original_repeated_level,absolute,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,original_repeated_level,absolute,1947-07-01,False,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,original_repeated_level,absolute,1951-08-01,False,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,original_repeated_level,absolute,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,original_repeated_level,absolute,1956-12-01,False,0.6200000000000001,38.11895232749152,-14.937494539531148,False
BAA_AAA,original_repeated_level,absolute,1959-01-01,False,0.75,33.71429854571475,-7.953680756933423,False
BAA_AAA,original_repeated_level,absolute,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,original_repeated_level,absolute,1964-01-01,True,0.4400000000000004,20.469620209493677,-15.485605273641012,False
BAA_AAA,original_repeated_level,absolute,1966-01-01,True,0.3199999999999994,17.49973973671384,-15.48560527364099,False
BAA_AAA,original_repeated_level,absolute,1968-02-01,False,0.7000000000000002,0.20314193085149146,-33.55321001761824,False
BAA_AAA,original_repeated_level,absolute,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,original_repeated_level,absolute,1973-07-01,False,0.79,-16.832969016947686,-41.196113116821266,False
BAA_AAA,original_repeated_level,absolute,1975-08-01,False,1.6400000000000006,22.954265942648846,-9.30708935092104,False
BAA_AAA,original_repeated_level,absolute,1977-08-01,False,0.8399999999999999,17.957243077890638,-11.990254,False
BAA_AAA,original_repeated_level,absolute,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,original_repeated_level,absolute,1981-09-01,False,1.4300000000000015,45.62968675282792,-13.168071606352505,False
BAA_AAA,original_repeated_level,absolute,1983-10-01,False,1.2100000000000009,51.36308621506282,-9.540601687127959,False
BAA_AAA,original_repeated_level,absolute,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,original_repeated_level,absolute,1989-03-01,False,0.8699999999999992,32.0103140721188,-16.92428674579324,False
BAA_AAA,original_repeated_level,absolute,1994-03-01,False,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,original_repeated_level,absolute,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,original_repeated_level,absolute,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,original_repeated_level,absolute,2006-07-01,False,0.9100000000000001,-19.742469821510046,-50.31170717166413,True
BAA_AAA,original_repeated_level,absolute,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,original_repeated_level,absolute,2018-04-01,False,0.8199999999999998,60.40279509736821,-20.216025000000016,True
BAA_AAA,original_repeated_level,absolute,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1957-08-01,False,0.7200000000000006,37.29582501470672,-10.582880836256859,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1964-12-01,True,0.3699999999999992,23.607511097070354,-15.485605273641001,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1967-10-01,False,0.6999999999999993,-18.77847129835396,-33.55321001761824,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1974-04-01,False,0.6199999999999992,2.00308879283857,-29.370333735205946,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1976-07-01,False,1.2599999999999998,0.7240439006840127,-11.947996000000005,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1982-05-01,False,2.380000000000001,72.27690693035575,-10.733390980395152,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1994-03-01,False,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct10,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1957-08-01,False,0.7200000000000006,37.29582501470672,-10.582880836256859,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1964-12-01,True,0.3699999999999992,23.607511097070354,-15.485605273641001,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1967-10-01,False,0.6999999999999993,-18.77847129835396,-33.55321001761824,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1974-04-01,False,0.6199999999999992,2.00308879283857,-29.370333735205946,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1976-07-01,False,1.2599999999999998,0.7240439006840127,-11.947996000000005,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1982-05-01,False,2.380000000000001,72.27690693035575,-10.733390980395152,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1994-03-01,True,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct20,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1957-08-01,True,0.7200000000000006,37.29582501470672,-10.582880836256859,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1961-12-01,True,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1964-12-01,True,0.3699999999999992,23.607511097070354,-15.485605273641001,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1967-10-01,False,0.6999999999999993,-18.77847129835396,-33.55321001761824,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1974-04-01,True,0.6199999999999992,2.00308879283857,-29.370333735205946,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1976-07-01,False,1.2599999999999998,0.7240439006840127,-11.947996000000005,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1982-05-01,False,2.380000000000001,72.27690693035575,-10.733390980395152,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1994-03-01,True,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,TB3MS_cross_0.25pp_6m,prior_pct30,2022-02-01,True,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1947-07-01,True,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1951-08-01,True,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1957-08-01,False,0.7200000000000006,37.29582501470672,-10.582880836256859,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1964-12-01,True,0.3699999999999992,23.607511097070354,-15.485605273641001,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1967-10-01,False,0.6999999999999993,-18.77847129835396,-33.55321001761824,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1974-04-01,True,0.6199999999999992,2.00308879283857,-29.370333735205946,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1976-07-01,False,1.2599999999999998,0.7240439006840127,-11.947996000000005,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1982-05-01,False,2.380000000000001,72.27690693035575,-10.733390980395152,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1994-03-01,True,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,2004-06-01,False,0.7700000000000005,29.090107958227062,-4.666669170707227,True
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,2016-03-01,False,1.31,39.712831953156666,-14.536444961600015,True
BAA_AAA,TB3MS_cross_0.25pp_6m,full_pct20,2022-02-01,False,0.7200000000000002,24.445185681044723,-20.491711782060783,True
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1937-04-01,False,1.42,-8.191858709714396,-47.20288140539696,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1947-07-01,False,0.6300000000000003,24.346456570183772,-11.084752439348478,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1951-08-01,False,0.6200000000000001,40.03595814920382,-7.042596057039329,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1954-12-01,True,0.5500000000000003,14.904864595622303,-14.937494539531148,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1957-08-01,False,0.7200000000000006,37.29582501470672,-10.582880836256859,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1961-12-01,False,0.6799999999999997,21.248220508790272,-23.072791694475125,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1964-12-01,True,0.3699999999999992,23.607511097070354,-15.485605273641001,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1967-10-01,False,0.6999999999999993,-18.77847129835396,-33.55321001761824,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1971-07-01,False,1.12,-31.152591945312093,-34.11865698097507,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1974-04-01,False,0.6199999999999992,2.00308879283857,-29.370333735205946,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1976-07-01,False,1.2599999999999998,0.7240439006840127,-11.947996000000005,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1979-09-01,False,1.0999999999999996,1.240922660841104,-16.33525646907944,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1982-05-01,False,2.380000000000001,72.27690693035575,-10.733390980395152,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1987-03-01,False,1.25,7.733884746492259,-29.852735474699998,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1994-03-01,False,0.6500000000000004,59.233226188194934,-6.199776999999996,False
BAA_AAA,TB3MS_cross_0.25pp_6m,absolute,1999-04-01,False,0.8400000000000007,-20.04517984744686,-33.02748089802551,False
