indicator,horizon_months,event,signal_month,split,signal_value,alarm,outcome,first_event_month,lead_months
baa_widening_100,12,inflation_onset_400,2008-10,holdout_2000plus,2.31,1,0,,
baa_widening_100,12,inflation_onset_400,2020-03,holdout_2000plus,1.9500000000000002,1,0,,
nfci_positive,12,recession_onset,1973-02,training_pre2000,0.249,1,1,1973-12,10.0
nfci_positive,12,recession_onset,1975-10,training_pre2000,0.063,1,0,,
nfci_positive,12,recession_onset,1978-04,training_pre2000,0.044,1,0,,
nfci_positive,12,recession_onset,1983-11,training_pre2000,0.01,1,0,,
nfci_positive,12,recession_onset,1987-05,training_pre2000,0.31,1,0,,
nfci_positive,12,recession_onset,2000-06,holdout_2000plus,0.025,1,1,2001-04,10.0
nfci_positive,12,recession_onset,2007-09,holdout_2000plus,0.207,1,1,2008-01,4.0
nfci_positive,12,recession_present_or_onset,1973-02,training_pre2000,0.249,1,1,1973-12,10.0
nfci_positive,12,recession_present_or_onset,1975-10,training_pre2000,0.063,1,0,,
nfci_positive,12,recession_present_or_onset,1978-04,training_pre2000,0.044,1,0,,
nfci_positive,12,recession_present_or_onset,1983-11,training_pre2000,0.01,1,0,,
nfci_positive,12,recession_present_or_onset,1987-05,training_pre2000,0.31,1,0,,
nfci_positive,12,recession_present_or_onset,1990-09,training_pre2000,0.185,1,1,1990-09,0.0
nfci_positive,12,recession_present_or_onset,2000-06,holdout_2000plus,0.025,1,1,2001-04,10.0
nfci_positive,12,recession_present_or_onset,2007-09,holdout_2000plus,0.207,1,1,2008-01,4.0
nfci_positive,12,recession_present_or_onset,2020-04,holdout_2000plus,0.267,1,1,2020-04,0.0
nfci_positive,12,equity_entry_loss_20,1973-02,training_pre2000,0.249,1,0,,
nfci_positive,12,equity_entry_loss_20,1975-10,training_pre2000,0.063,1,0,,
nfci_positive,12,equity_entry_loss_20,1978-04,training_pre2000,0.044,1,0,,
nfci_positive,12,equity_entry_loss_20,1983-11,training_pre2000,0.01,1,0,,
nfci_positive,12,equity_entry_loss_20,1987-05,training_pre2000,0.31,1,0,,
nfci_positive,12,equity_entry_loss_20,1990-09,training_pre2000,0.185,1,0,,
nfci_positive,12,equity_entry_loss_20,2000-06,holdout_2000plus,0.025,1,0,,
nfci_positive,12,equity_entry_loss_20,2007-09,holdout_2000plus,0.207,1,0,,
nfci_positive,12,equity_entry_loss_20,2020-04,holdout_2000plus,0.267,1,0,,
nfci_positive,12,equity_peak_drawdown_20,1973-02,training_pre2000,0.249,1,0,,
nfci_positive,12,equity_peak_drawdown_20,1975-10,training_pre2000,0.063,1,0,,
nfci_positive,12,equity_peak_drawdown_20,1978-04,training_pre2000,0.044,1,0,,
nfci_positive,12,equity_peak_drawdown_20,1983-11,training_pre2000,0.01,1,0,,
nfci_positive,12,equity_peak_drawdown_20,1987-05,training_pre2000,0.31,1,1,1987-11,6.0
nfci_positive,12,equity_peak_drawdown_20,1990-09,training_pre2000,0.185,1,0,,
nfci_positive,12,equity_peak_drawdown_20,2000-06,holdout_2000plus,0.025,1,1,2001-03,9.0
nfci_positive,12,equity_peak_drawdown_20,2007-09,holdout_2000plus,0.207,1,1,2008-09,12.0
nfci_positive,12,equity_peak_drawdown_20,2020-04,holdout_2000plus,0.267,1,0,,
nfci_positive,12,inflation_onset_400,1973-02,training_pre2000,0.249,1,1,1973-03,1.0
nfci_positive,12,inflation_onset_400,1983-11,training_pre2000,0.01,1,1,1984-01,2.0
nfci_positive,12,inflation_onset_400,1987-05,training_pre2000,0.31,1,1,1987-08,3.0
nfci_positive,12,inflation_onset_400,2000-06,holdout_2000plus,0.025,1,0,,
nfci_positive,12,inflation_onset_400,2007-09,holdout_2000plus,0.207,1,1,2007-11,2.0
nfci_positive,12,inflation_onset_400,2020-04,holdout_2000plus,0.267,1,1,2021-04,12.0
nfci_positive,12,credit_onset_300,1987-05,training_pre2000,0.31,1,0,,
nfci_positive,12,credit_onset_300,1990-09,training_pre2000,0.185,1,0,,
nfci_positive,12,credit_onset_300,2000-06,holdout_2000plus,0.025,1,1,2001-03,9.0
nfci_positive,12,credit_onset_300,2007-09,holdout_2000plus,0.207,1,1,2008-02,5.0
inflation_surge,12,recession_onset,1968-11,training_pre2000,4.7477744807121525,1,0,,
inflation_surge,12,recession_onset,1973-06,training_pre2000,5.528846153846145,1,1,1973-12,6.0
inflation_surge,12,recession_onset,1978-10,training_pre2000,8.482871125611746,1,0,,
inflation_surge,12,recession_onset,1987-09,training_pre2000,4.2883211678832245,1,0,,
inflation_surge,12,recession_onset,2005-10,holdout_2000plus,4.741833508956805,1,0,,
inflation_surge,12,recession_onset,2007-12,holdout_2000plus,4.373267326732666,1,1,2008-01,1.0
inflation_surge,12,recession_onset,2021-05,holdout_2000plus,4.133077115360573,1,0,,
inflation_surge,12,recession_present_or_onset,1968-11,training_pre2000,4.7477744807121525,1,0,,
