indicator,horizon_months,event,split,eligible_months,first_signal_month,last_signal_month,unconditional_event_probability,nonalarm_event_probability,n_alarm_episodes,episode_hits,episode_false_alarms,episode_hit_rate,episode_false_alarm_fraction,false_alarm_wilson_95_low,false_alarm_wilson_95_high,lead_months_median,lead_months_min,lead_months_max,classical_fp_months,classical_tn_months,classical_fpr,classical_tp_months,classical_fn_months,monthly_sensitivity,note
curve_inverted,24,equity_peak_drawdown_20,holdout_2000plus,296,2000-01,2024-08,0.23648648648648649,0.21875,4,2,2,0.5,0.5,0.15003570882017148,0.8499642911798285,18.0,12.0,24.0,26,200,0.11504424778761062,14,56,0.2,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,inflation_onset_400,all,571,1955-01,2023-09,0.2679509632224168,0.24677716390423574,4,3,1,0.75,0.25,0.045586062644636216,0.6993639475573634,19.0,14.0,21.0,9,409,0.0215311004784689,19,134,0.12418300653594772,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,inflation_onset_400,training_pre2000,302,1955-01,1997-12,0.271523178807947,0.25925925925925924,1,1,0,1.0,0.0,0.0,0.7934567085261071,19.0,19.0,19.0,0,220,0.0,5,77,0.06097560975609756,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,inflation_onset_400,holdout_2000plus,245,2000-01,2023-09,0.2897959183673469,0.25675675675675674,3,2,1,0.6666666666666666,0.3333333333333333,0.0614903152761605,0.7923450448735121,17.5,14.0,21.0,9,165,0.05172413793103448,14,57,0.19718309859154928,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,recession_onset,all,740,1954-06,2024-08,0.3081081081081081,0.2702702702702703,8,6,2,0.75,0.25,0.07147768885802763,0.5907301208974108,9.5,5.0,16.0,26,486,0.05078125,48,180,0.21052631578947367,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,recession_onset,training_pre2000,448,1954-06,1997-12,0.3482142857142857,0.3050847457627119,4,3,1,0.75,0.25,0.045586062644636216,0.6993639475573634,11.0,5.0,13.0,5,287,0.017123287671232876,30,126,0.19230769230769232,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,recession_onset,holdout_2000plus,268,2000-01,2024-08,0.23507462686567165,0.1965065502183406,4,3,1,0.75,0.25,0.045586062644636216,0.6993639475573634,8.0,7.0,16.0,21,184,0.1024390243902439,18,45,0.2857142857142857,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,recession_present_or_onset,all,847,1954-02,2024-08,0.3955135773317591,0.35543766578249336,8,6,2,0.75,0.25,0.07147768885802763,0.5907301208974108,9.5,5.0,16.0,26,486,0.05078125,67,268,0.2,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,recession_present_or_onset,training_pre2000,527,1954-02,1997-12,0.4459203036053131,0.39451476793248946,4,3,1,0.75,0.25,0.045586062644636216,0.6993639475573634,11.0,5.0,13.0,5,287,0.017123287671232876,48,187,0.20425531914893616,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
curve_inverted,24,recession_present_or_onset,holdout_2000plus,296,2000-01,2024-08,0.30743243243243246,0.28125,4,3,1,0.75,0.25,0.045586062644636216,0.6993639475573634,8.0,7.0,16.0,21,184,0.1024390243902439,19,72,0.2087912087912088,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,credit_onset_300,all,413,1986-01,2025-08,0.20581113801452786,0.24629080118694363,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,74,254,0.22560975609756098,2,83,0.023529411764705882,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,credit_onset_300,training_pre2000,155,1986-01,1998-12,0.04516129032258064,0.0625,1,0,1,0.0,1.0,0.20654329147389294,1.0,,,,43,105,0.2905405405405405,0,7,0.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,credit_onset_300,holdout_2000plus,246,2000-01,2025-08,0.3170731707317073,0.3568075117370892,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,2.0,2.0,2.0,31,137,0.18452380952380953,2,76,0.02564102564102564,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,equity_entry_loss_20,all,847,1955-02,2025-08,0.06729634002361275,0.045531197301854974,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,6.0,2.0,10.0,224,566,0.28354430379746837,30,27,0.5263157894736842,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,equity_entry_loss_20,training_pre2000,527,1955-02,1998-12,0.04933586337760911,0.022364217252396165,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,195,306,0.38922155688622756,19,7,0.7307692307692307,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,equity_entry_loss_20,holdout_2000plus,308,2000-01,2025-08,0.10064935064935066,0.07462686567164178,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,10.0,10.0,10.0,29,248,0.10469314079422383,11,20,0.3548387096774194,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,equity_peak_drawdown_20,all,847,1955-02,2025-08,0.09327036599763873,0.07925801011804384,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,6.0,2.0,10.0,222,546,0.2890625,32,47,0.4050632911392405,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,equity_peak_drawdown_20,training_pre2000,527,1955-02,1998-12,0.07590132827324478,0.06389776357827476,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,194,293,0.39835728952772076,20,20,0.5,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,equity_peak_drawdown_20,holdout_2000plus,308,2000-01,2025-08,0.1266233766233766,0.10074626865671642,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,10.0,10.0,10.0,28,241,0.10408921933085502,12,27,0.3076923076923077,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,inflation_onset_400,all,582,1955-02,2024-09,0.16666666666666666,0.15964912280701754,2,2,0,1.0,0.0,0.0,0.6576280471103807,6.0,4.0,8.0,6,479,0.012371134020618556,6,91,0.061855670103092786,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,inflation_onset_400,training_pre2000,313,1955-02,1998-12,0.16932907348242812,0.16286644951140064,1,1,0,1.0,0.0,0.0,0.7934567085261071,8.0,8.0,8.0,3,257,0.011538461538461539,3,50,0.05660377358490566,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,inflation_onset_400,holdout_2000plus,257,2000-01,2024-09,0.17120622568093385,0.16334661354581673,1,1,0,1.0,0.0,0.0,0.7934567085261071,4.0,4.0,4.0,3,210,0.014084507042253521,3,41,0.06818181818181818,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,recession_onset,all,744,1955-02,2025-08,0.16129032258064516,0.11351351351351352,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,4.5,1.0,8.0,132,492,0.21153846153846154,57,63,0.475,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,recession_onset,training_pre2000,452,1955-02,1998-12,0.18584070796460178,0.09491525423728814,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,8.0,8.0,8.0,101,267,0.27445652173913043,56,28,0.6666666666666666,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,recession_onset,holdout_2000plus,280,2000-01,2025-08,0.12857142857142856,0.14112903225806453,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,1.0,1.0,1.0,31,213,0.12704918032786885,1,35,0.027777777777777776,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,recession_present_or_onset,all,847,1955-02,2025-08,0.2632821723730815,0.1703204047217538,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,4.5,1.0,8.0,132,492,0.21153846153846154,122,101,0.547085201793722,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,recession_present_or_onset,training_pre2000,527,1955-02,1998-12,0.301707779886148,0.14696485623003194,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,8.0,8.0,8.0,101,267,0.27445652173913043,113,46,0.710691823899371,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_400,12,recession_present_or_onset,holdout_2000plus,308,2000-01,2025-08,0.2077922077922078,0.20522388059701493,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,1.0,1.0,1.0,31,213,0.12704918032786885,9,55,0.140625,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,credit_onset_300,all,413,1986-01,2025-08,0.20581113801452786,0.21705426356589147,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,25,303,0.07621951219512195,1,84,0.011764705882352941,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,credit_onset_300,training_pre2000,155,1986-01,1998-12,0.04516129032258064,0.04697986577181208,1,0,1,0.0,1.0,0.20654329147389294,1.0,,,,6,142,0.04054054054054054,0,7,0.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,credit_onset_300,holdout_2000plus,246,2000-01,2025-08,0.3170731707317073,0.3407079646017699,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,2.0,2.0,2.0,19,149,0.1130952380952381,1,77,0.01282051282051282,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,equity_entry_loss_20,all,835,1956-02,2025-08,0.06826347305389222,0.04736842105263158,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,6.0,2.0,10.0,54,724,0.06940874035989718,21,36,0.3684210526315789,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,equity_entry_loss_20,training_pre2000,515,1956-02,1998-12,0.05048543689320388,0.02795698924731183,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,37,452,0.07566462167689161,13,13,0.5,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,equity_entry_loss_20,holdout_2000plus,308,2000-01,2025-08,0.10064935064935066,0.0812720848056537,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,10.0,10.0,10.0,17,260,0.061371841155234655,8,23,0.25806451612903225,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,equity_peak_drawdown_20,all,835,1956-02,2025-08,0.09461077844311377,0.075,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,6.0,2.0,10.0,53,703,0.0701058201058201,22,57,0.27848101265822783,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,equity_peak_drawdown_20,training_pre2000,515,1956-02,1998-12,0.07766990291262135,0.05806451612903226,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,37,438,0.07789473684210527,13,27,0.325,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,equity_peak_drawdown_20,holdout_2000plus,308,2000-01,2025-08,0.1266233766233766,0.10600706713780919,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,10.0,10.0,10.0,16,253,0.05947955390334572,9,30,0.23076923076923078,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,inflation_onset_400,all,570,1956-02,2024-09,0.17017543859649123,0.16901408450704225,0,0,0,,,,,,,,1,472,0.0021141649048625794,1,96,0.010309278350515464,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,inflation_onset_400,training_pre2000,301,1956-02,1998-12,0.1760797342192691,0.17333333333333334,0,0,0,,,,,,,,0,248,0.0,1,52,0.018867924528301886,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,inflation_onset_400,holdout_2000plus,257,2000-01,2024-09,0.17120622568093385,0.171875,0,0,0,,,,,,,,1,212,0.004694835680751174,0,44,0.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,recession_onset,all,732,1956-02,2025-08,0.16393442622950818,0.1478770131771596,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,3.5,1.0,6.0,30,582,0.049019607843137254,19,101,0.15833333333333333,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,recession_onset,training_pre2000,440,1956-02,1998-12,0.19090909090909092,0.16058394160583941,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,6.0,6.0,6.0,11,345,0.03089887640449438,18,66,0.21428571428571427,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,recession_onset,holdout_2000plus,280,2000-01,2025-08,0.12857142857142856,0.1346153846153846,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,1.0,1.0,1.0,19,225,0.0778688524590164,1,35,0.027777777777777776,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,recession_present_or_onset,all,835,1956-02,2025-08,0.26706586826347306,0.23421052631578948,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,3.5,1.0,6.0,30,582,0.049019607843137254,45,178,0.20179372197309417,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,recession_present_or_onset,training_pre2000,515,1956-02,1998-12,0.3087378640776699,0.25806451612903225,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,6.0,6.0,6.0,11,345,0.03089887640449438,39,120,0.24528301886792453,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
inflation_surge,12,recession_present_or_onset,holdout_2000plus,308,2000-01,2025-08,0.2077922077922078,0.2049469964664311,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,1.0,1.0,1.0,19,225,0.0778688524590164,6,58,0.09375,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,credit_onset_300,all,413,1986-01,2025-08,0.20581113801452786,0.20891364902506965,4,2,2,0.5,0.5,0.15003570882017148,0.8499642911798285,7.0,5.0,9.0,44,284,0.13414634146341464,10,75,0.11764705882352941,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,credit_onset_300,training_pre2000,155,1986-01,1998-12,0.04516129032258064,0.06306306306306306,2,0,2,0.0,1.0,0.34237195288961925,1.0,,,,44,104,0.2972972972972973,0,7,0.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,credit_onset_300,holdout_2000plus,246,2000-01,2025-08,0.3170731707317073,0.288135593220339,2,2,0,1.0,0.0,0.0,0.6576280471103807,7.0,5.0,9.0,0,168,0.0,10,68,0.1282051282051282,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,equity_entry_loss_20,all,655,1971-02,2025-08,0.0717557251908397,0.0392156862745098,9,0,9,0.0,1.0,0.7008472464490407,1.0,,,,167,441,0.2746710526315789,29,18,0.6170212765957447,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,equity_entry_loss_20,training_pre2000,335,1971-02,1998-12,0.04776119402985075,0.0,6,0,6,0.0,1.0,0.6096569663469354,0.9999999999999999,,,,150,169,0.4702194357366771,16,0,1.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,equity_entry_loss_20,holdout_2000plus,308,2000-01,2025-08,0.10064935064935066,0.06474820143884892,3,0,3,0.0,1.0,0.43849391955098227,1.0,,,,17,260,0.061371841155234655,13,18,0.41935483870967744,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,equity_peak_drawdown_20,all,655,1971-02,2025-08,0.09465648854961832,0.06535947712418301,9,3,6,0.3333333333333333,0.6666666666666666,0.35419734749908977,0.879418401317257,9.0,6.0,12.0,164,429,0.2765598650927487,32,30,0.5161290322580645,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,equity_peak_drawdown_20,training_pre2000,335,1971-02,1998-12,0.06865671641791045,0.03550295857988166,6,1,5,0.16666666666666666,0.8333333333333334,0.43649056343635395,0.9699474141282697,6.0,6.0,6.0,149,163,0.4775641025641026,17,6,0.7391304347826086,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,equity_peak_drawdown_20,holdout_2000plus,308,2000-01,2025-08,0.1266233766233766,0.08633093525179857,3,2,1,0.6666666666666666,0.3333333333333333,0.0614903152761605,0.7923450448735121,10.5,9.0,12.0,15,254,0.055762081784386616,15,24,0.38461538461538464,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,inflation_onset_400,all,423,1971-10,2024-09,0.20094562647754138,0.152,6,5,1,0.8333333333333334,0.16666666666666666,0.03005258587173032,0.563509436563646,2.0,1.0,12.0,20,318,0.05917159763313609,28,57,0.32941176470588235,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,inflation_onset_400,training_pre2000,154,1971-10,1998-12,0.2662337662337662,0.14960629921259844,3,3,0,1.0,0.0,0.0,0.5615060804490177,2.0,1.0,3.0,5,108,0.04424778761061947,22,19,0.5365853658536586,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,inflation_onset_400,holdout_2000plus,257,2000-01,2024-09,0.17120622568093385,0.16101694915254236,3,2,1,0.6666666666666666,0.3333333333333333,0.0614903152761605,0.7923450448735121,7.0,2.0,12.0,15,198,0.07042253521126761,6,38,0.13636363636363635,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,recession_onset,all,581,1971-02,2025-08,0.14457831325301204,0.0779510022271715,7,3,4,0.42857142857142855,0.5714285714285714,0.2504542304090258,0.8417830777373732,10.0,4.0,10.0,83,414,0.16700201207243462,49,35,0.5833333333333334,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,recession_onset,training_pre2000,289,1971-02,1998-12,0.16608996539792387,0.023809523809523808,5,1,4,0.2,0.8,0.3755282641185388,0.9637768390302125,10.0,10.0,10.0,77,164,0.31950207468879666,44,4,0.9166666666666666,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,recession_onset,holdout_2000plus,280,2000-01,2025-08,0.12857142857142856,0.11524163568773234,2,2,0,1.0,0.0,0.0,0.6576280471103807,7.0,4.0,10.0,6,238,0.02459016393442623,5,31,0.1388888888888889,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,recession_present_or_onset,all,655,1971-02,2025-08,0.24122137404580152,0.09803921568627451,9,5,4,0.5555555555555556,0.4444444444444444,0.188775429471914,0.7333526542559703,4.0,0.0,10.0,83,414,0.16700201207243462,113,45,0.7151898734177216,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,recession_present_or_onset,training_pre2000,335,1971-02,1998-12,0.28059701492537314,0.029585798816568046,6,2,4,0.3333333333333333,0.6666666666666666,0.29998832134152864,0.9032306674407831,5.0,0.0,10.0,77,164,0.31950207468879666,89,5,0.9468085106382979,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
nfci_positive,12,recession_present_or_onset,holdout_2000plus,308,2000-01,2025-08,0.2077922077922078,0.14388489208633093,3,3,0,1.0,0.0,0.0,0.5615060804490177,4.0,0.0,10.0,6,238,0.02459016393442623,24,40,0.375,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,credit_onset_300,all,413,1986-01,2025-08,0.20581113801452786,0.18820224719101122,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,2.0,2.0,2.0,39,289,0.11890243902439024,18,67,0.21176470588235294,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,credit_onset_300,training_pre2000,155,1986-01,1998-12,0.04516129032258064,0.05384615384615385,1,0,1,0.0,1.0,0.20654329147389294,1.0,,,,25,123,0.16891891891891891,0,7,0.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,credit_onset_300,holdout_2000plus,246,2000-01,2025-08,0.3170731707317073,0.2803738317757009,2,1,1,0.5,0.5,0.09452865480086614,0.9054713451991339,2.0,2.0,2.0,14,154,0.08333333333333333,18,60,0.23076923076923078,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,equity_entry_loss_20,all,788,1960-01,2025-08,0.07233502538071065,0.060556464811783964,11,4,7,0.36363636363636365,0.6363636363636364,0.35379677689163724,0.8483377638586862,5.5,5.0,12.0,157,574,0.21477428180574556,20,37,0.3508771929824561,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,equity_entry_loss_20,training_pre2000,468,1960-01,1998-12,0.05555555555555555,0.06303724928366762,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,5.5,5.0,6.0,115,327,0.26018099547511314,4,22,0.15384615384615385,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,equity_entry_loss_20,holdout_2000plus,308,2000-01,2025-08,0.10064935064935066,0.06,4,2,2,0.5,0.5,0.15003570882017148,0.8499642911798285,8.5,5.0,12.0,42,235,0.15162454873646208,16,15,0.5161290322580645,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,equity_peak_drawdown_20,all,788,1960-01,2025-08,0.10025380710659898,0.0867430441898527,11,4,7,0.36363636363636365,0.6363636363636364,0.35379677689163724,0.8483377638586862,5.5,5.0,12.0,151,558,0.21297602256699577,26,53,0.3291139240506329,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,equity_peak_drawdown_20,training_pre2000,468,1960-01,1998-12,0.08547008547008547,0.08882521489971347,7,2,5,0.2857142857142857,0.7142857142857143,0.35892909014821267,0.9177828342909844,5.5,5.0,6.0,110,318,0.2570093457943925,9,31,0.225,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,equity_peak_drawdown_20,holdout_2000plus,308,2000-01,2025-08,0.1266233766233766,0.088,4,2,2,0.5,0.5,0.15003570882017148,0.8499642911798285,8.5,5.0,12.0,41,228,0.1524163568773234,17,22,0.4358974358974359,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,inflation_onset_400,all,523,1960-01,2024-09,0.18546845124282982,0.18457943925233644,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,11.0,11.0,11.0,77,349,0.1807511737089202,18,79,0.18556701030927836,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,inflation_onset_400,training_pre2000,254,1960-01,1998-12,0.20866141732283464,0.21904761904761905,1,0,1,0.0,1.0,0.20654329147389294,1.0,,,,37,164,0.18407960199004975,7,46,0.1320754716981132,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,inflation_onset_400,holdout_2000plus,257,2000-01,2024-09,0.17120622568093385,0.16019417475728157,3,1,2,0.3333333333333333,0.6666666666666666,0.2076549551264879,0.9385096847238394,11.0,11.0,11.0,40,173,0.18779342723004694,11,33,0.25,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,recession_onset,all,693,1960-01,2025-08,0.1443001443001443,0.15051903114186851,4,1,3,0.25,0.75,0.3006360524426366,0.9544139373553637,2.0,2.0,2.0,102,491,0.17200674536256325,13,87,0.13,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,recession_onset,training_pre2000,401,1960-01,1998-12,0.1596009975062344,0.15692307692307692,2,1,1,0.5,0.5,0.09452865480086614,0.9054713451991339,2.0,2.0,2.0,63,274,0.18694362017804153,13,51,0.203125,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,recession_onset,holdout_2000plus,280,2000-01,2025-08,0.12857142857142856,0.14937759336099585,2,0,2,0.0,1.0,0.34237195288961925,1.0,,,,39,205,0.1598360655737705,0,36,0.0,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,recession_present_or_onset,all,788,1960-01,2025-08,0.24746192893401014,0.19639934533551553,11,8,3,0.7272727272727273,0.2727272727272727,0.09745880573921467,0.5656502930102463,0.0,0.0,2.0,102,491,0.17200674536256325,75,120,0.38461538461538464,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,recession_present_or_onset,training_pre2000,468,1960-01,1998-12,0.2799145299145299,0.2148997134670487,7,6,1,0.8571428571428571,0.14285714285714285,0.02567895594897479,0.51313450331903,0.0,0.0,2.0,63,274,0.18694362017804153,56,75,0.42748091603053434,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
sahm_050,12,recession_present_or_onset,holdout_2000plus,308,2000-01,2025-08,0.2077922077922078,0.18,4,2,2,0.5,0.5,0.15003570882017148,0.8499642911798285,0.0,0.0,0.0,39,205,0.1598360655737705,19,45,0.296875,Revised-history pseudo-OOS; overlapping monthly windows. Episode intervals assume independence only approximately.
