signal_month,claims_rise_20pct,sahm_050,curve_inverted,baa_level_300,baa_widening_100,nfci_positive,inflation_surge,inflation_400,cpi_yoy_change_12m
1957-04,,,0.33000000000000007,,,,3.607288955001864,3.607288955001864,3.2340153454460507
1957-05,,,0.41000000000000014,,,,3.713330857779429,3.713330857779429,3.190747804401295
1957-06,,,0.54,,,,3.588605253422128,3.588605253422128,2.6173687946996704
1957-07,,,0.5099999999999998,,,,3.53591160220994,3.53591160220994,1.8885885022473792
1957-08,,,0.77,,,,3.2979113228288837,3.2979113228288837,1.3173433108707444
1957-09,,,0.56,,,,3.551812522885389,3.551812522885389,1.3437286905500612
1957-10,,,0.3900000000000001,,,,3.546617915904937,3.546617915904937,1.684420522981278
1957-11,,,0.3900000000000001,,,,2.944383860414379,2.944383860414379,0.3716769252913421
1957-12,,,0.41000000000000014,,,,3.271537622682663,3.271537622682663,0.9277876226826631
1958-01,,,0.16999999999999993,,,,3.0401737242128135,3.0401737242128135,0.2117405273389883
1958-02,,,0.6499999999999999,,,,3.5056017347307566,3.5056017347307566,0.3747780299226955
1958-03,,,1.5199999999999998,,,,3.237410071942448,3.237410071942448,-0.2622176272385035
1958-04,,,1.68,,,,3.6252692031586653,3.6252692031586653,0.017980248156801437
1958-05,,,1.75,,,,3.6161833154314316,3.6161833154314316,-0.09714754234799727
1958-06,,,2.01,,,,3.3571428571428585,3.3571428571428585,-0.23146239627926946
1958-07,,,2.14,,,,2.8459622909996485,2.8459622909996485,-0.6899493112102917
1958-08,,,2.29,,,,2.483150053210359,2.483150053210359,-0.8147612696185247
1958-09,,,1.85,,,,2.333804809052342,2.333804809052342,-1.218007713833047
1958-10,,,1.3199999999999998,,,,2.083333333333326,2.083333333333326,-1.4632845825716112
1958-11,,,1.17,,,,2.083333333333326,2.083333333333326,-0.8610505270810531
1958-12,,,1.0700000000000003,,,,1.9007391763463444,1.9007391763463444,-1.3707984463363188
1959-01,,,1.0899999999999999,,,,1.7562346329469625,1.7562346329469625,-1.283939091265851
1959-02,,,1.1999999999999997,,,,1.2918994413407825,1.2918994413407825,-2.213702293389974
1959-03,,,1.2599999999999998,,,,1.0452961672473782,1.0452961672473782,-2.19211390469507
1959-04,,,1.1900000000000004,,,,0.3463803255975062,0.3463803255975062,-3.278888877561159
1959-05,,,1.17,,,,0.13821700069107656,0.13821700069107656,-3.477966314740355
1959-06,,,1.4699999999999998,,,,0.3455425017277136,0.3455425017277136,-3.011600355415145
1959-07,,,1.13,,,,0.6918021445866396,0.6918021445866396,-2.154160146413009
1959-08,,,1.2000000000000002,,,,0.8999653859466772,0.8999653859466772,-1.5831846672636818
1959-09,,,1.0499999999999998,,,,0.8293020041465038,0.8293020041465038,-1.5045028049058384
1959-10,,,0.6399999999999997,,,,1.1760636457972984,1.1760636457972984,-0.9072696875360275
1959-11,,,0.4800000000000004,,,,1.5219647180906293,1.5219647180906293,-0.5613686152426967
1959-12,,,0.3799999999999999,,,,1.3816925734024155,1.3816925734024155,-0.5190466029439289
1960-01,,0.77,0.20000000000000018,,,,1.5188125647221273,1.5188125647221273,-0.23742206822483514
1960-02,,0.5,0.3700000000000001,,,,1.2409513960703222,1.2409513960703222,-0.05094804527046026
1960-03,,0.13,0.5300000000000002,,,,1.4137931034482687,1.4137931034482687,0.3684969362008905
1960-04,,0.1,0.94,,,,1.5188125647221273,1.5188125647221273,1.1724322391246211
1960-05,,0.03,1.0500000000000003,,,,1.9323671497584405,1.9323671497584405,1.794150149067364
1960-06,,0.07,1.0599999999999996,,,,1.8250688705234275,1.8250688705234275,1.4795263687957139
1960-07,,0.1,1.6900000000000004,,,,1.7176228100309165,1.7176228100309165,1.025820665444277
1960-08,,0.23,1.6,,,,1.3722126929674117,1.3722126929674117,0.4722473070207345
1960-09,,0.53,1.5,,,,1.473612063056895,1.473612063056895,0.6443100589103912
1960-10,,0.6,1.3199999999999998,,,,1.2307692307692353,1.2307692307692353,0.054705584971936894
1960-11,,0.93,1.5900000000000003,,,,1.3628620102214661,1.3628620102214661,-0.15910270786916314
1960-12,,1.07,1.56,,,,1.4650766609880739,1.4650766609880739,0.0833840875856584
1961-01,,1.3,1.5899999999999999,,,,1.3600816048962905,1.3600816048962905,-0.15873095982583685
1961-02,,1.4,1.5999999999999996,,,,1.6002723867892366,1.6002723867892366,0.3593209907189143
1961-03,,1.6,1.3599999999999999,,,,1.4620877252635056,1.4620877252635056,0.048294621815236916
1961-04,,1.63,1.35,,,,1.4620877252635056,1.4620877252635056,-0.05672483945862172
1961-05,,1.7,1.4899999999999998,,,,0.9140148950575577,0.9140148950575577,-1.0183522547008828
1961-06,,1.67,1.42,,,,0.9130875887723988,0.9130875887723988,-0.9119812817510287
1961-07,,1.63,1.5499999999999998,,,,0.7767646065518496,0.7767646065518496,-0.9408582034790669
1961-08,,1.53,1.6799999999999997,,,,1.25211505922167,1.25211505922167,-0.12009763374574156
1961-09,,1.3,1.65,,,,1.1144883485309176,1.1144883485309176,-0.35912371452597736
1961-10,,1.2,1.7000000000000002,,,,1.249577845322536,1.249577845322536,0.01880861455330063
1961-11,,0.9,1.62,,,,0.7731092436974896,0.7731092436974896,-0.5897527665239766
